ID,Category,Medal,Producer,Product,Subcategory
57,Naturally Sparkling,🥇 Gold,Cidre Bgoud,CIDRE ARTISANAL BRUT LIDL,Bottle Conditioned
58,Naturally Sparkling,🥇 Gold,Cidre Bgoud,CIDRE LE BRUN BRUT DE BRETAGNE,Bottle Conditioned
76,Naturally Sparkling,🥈 Silver,Cidre Bgoud,CIDRE LE BRUN ORGANIC,Bottle Conditioned
96,Naturally Sparkling,🥈 Silver,Obsthof Brüggenwirth,"Apfelgold ""fruchtig-elegant""",Bottle Fermented
109,Naturally Sparkling,🥈 Silver,Società Agricola Sidro Cadore s.s.,Sidro Vittoria Italian Bloom,Bottle Fermented
18,Naturally Sparkling,🥉 Bronze,Drinkscraft Ltd,Gravity Theory Cider,Bottle Fermented
19,Naturally Sparkling,🥉 Bronze,Dunham Press Cider,Streaker,Bottle Conditioned
30,Naturally Sparkling,🥉 Bronze,Meon Valley Cider Ltd,Egremont Russet 2018,Bottle Conditioned
43,Naturally Sparkling,🥉 Bronze,PPM CIDER,Sidera Zero 2019,Bottle Fermented
60,Pear Cider and Perry,🥇 Gold,Cidre Bgoud,PERRY LE BRUN,Perry - Medium
66,Pear Cider and Perry,🥈 Silver,1785 Cider,Cobalt Lake,Perry - Dry
3,Pear Cider and Perry,🥉 Bronze,Aston Manor Cider,Chardolini,Perry - Sweet
26,Pear Cider and Perry,🥉 Bronze,"Kiezbaum (S. Grüner, I. Kunisch GbR)",Kiezbaum Cider Apple,Pear Cider
27,Pear Cider and Perry,🥉 Bronze,"Kiezbaum (S. Grüner, I. Kunisch GbR)",Kiezbaum Cider Pear,Pear Cider
44,Pear Cider and Perry,🥉 Bronze,PPM CIDER,Spadone 2021,Pear Cider
124,Rosé Cider,🏆 Trophy,Groupe de Courtage Omni,Cidrerie Beaupré - Rosé,
126,Rosé Cider,🏆 Trophy,PPM CIDER,Purple Twist 2021,
59,Rosé Cider,🥇 Gold,Cidre Bgoud,CIDRE LE BRUN ROSE,
68,Rosé Cider,🥈 Silver,"ASAHI BREWERIES,LTD.",Nikka Cider Rose,
80,Rosé Cider,🥈 Silver,Drinks ID Sp. z o o,Wild Rock Cider Apple Cherry,
11,Rosé Cider,🥉 Bronze,Cidentro Cider House,Cidentro Rosé Cider,
12,Rosé Cider,🥉 Bronze,Cider Supply Company,Galipette Cidre Rosé,
101,Speciality Cider,🥈 Silver,Ramborn S.A.,Ramborn Garden Quince,Quince
110,Speciality Cider,🥈 Silver,TERRE CARTUSIAE Società Agricola s.s.,TERRE CARTUSIAE - sidro dolce,Sweet Cider
112,Speciality Cider,🥈 Silver,TERRE CARTUSIAE Società Agricola s.s.,TERRE CARTUSIAE Sidro Vivace,Dry Cider
128,Tannin Led Cider,🏆 Trophy,Sandford Orchards,Sandford Reserve,Medium
55,Tannin Led Cider,🥇 Gold,Aston Manor Cider,Malvern Cider Co. Malvern Gold,Medium
62,Tannin Led Cider,🥇 Gold,Eclor Boissons,Ecusson Cidre Doux,Sweet
69,Tannin Led Cider,🥈 Silver,Aston Manor Cider,Friels First Press Vintage Cider,Dry
71,Tannin Led Cider,🥈 Silver,Cidentro Cider House,Cidentro Still Cider,Dry
74,Tannin Led Cider,🥈 Silver,Cider Supply Company,Galipette Cidre Extra Brut,Medium
81,Tannin Led Cider,🥈 Silver,Dunkertons Cider Company,Black Fox Organic Cider,Medium
82,Tannin Led Cider,🥈 Silver,Dunkertons Cider Company,Organic Dabinett Cider,Medium
83,Tannin Led Cider,🥈 Silver,Eclor Boissons,Ecusson Cidre Brut,Dry
91,Tannin Led Cider,🥈 Silver,Mac Ivors Cider Co.,Mac Ivors Traditional Dry Cider,Medium
92,Tannin Led Cider,🥈 Silver,Muxaller Wein GmbH,Muxaller Cider Probsteier Deern,Medium
102,Tannin Led Cider,🥈 Silver,Red Cow Cider Ltd,Kicking Goat Cider Dry Cider,Dry
103,Tannin Led Cider,🥈 Silver,Red Cow Cider Ltd,Kicking Goat Cider Medium,Sweet
104,Tannin Led Cider,🥈 Silver,Red Cow Cider Ltd,Kicking Goat Cider Medium Dry,Medium
106,Tannin Led Cider,🥈 Silver,Sandford Orchards,The General,Medium
108,Tannin Led Cider,🥈 Silver,Sheppys Cider,Original Cloudy Cider,Sweet
114,Tannin Led Cider,🥈 Silver,The Big Bear Cider Mill Ltd,Essex Gold Bullion,Medium
120,Tannin Led Cider,🥈 Silver,Westons Cider,Henry Westons Vintage Draught,Medium
4,Tannin Led Cider,🥉 Bronze,Aston Manor Cider,Friels Signature Blend Cider,Dry
5,Tannin Led Cider,🥉 Bronze,Aston Manor Cider,Kingstone Press Apple Cider,Medium
7,Tannin Led Cider,🥉 Bronze,Canterbury Cider,Basher Original,Medium
9,Tannin Led Cider,🥉 Bronze,Canterbury Cider,The Duke,Dry
10,Tannin Led Cider,🥉 Bronze,Cidentro Cider House,Cidentro House Cider,Dry
21,Tannin Led Cider,🥉 Bronze,F.H. Prager,F.H. Prager Cider 13,Dry
28,Tannin Led Cider,🥉 Bronze,Kilmegan Cider,"Kilmegan ""Real"" Cider",Dry
37,Tannin Led Cider,🥉 Bronze,Napton Cidery Ltd,Recipe No3,Dry
46,Tannin Led Cider,🥉 Bronze,Sheppys Cider,Sheppy's Kingston Black,Dry
49,Tannin Led Cider,🥉 Bronze,The Lambswick Drinks Company Ltd,Oldfields Medium Dry,Medium
122,Wood Aged Cider,🏆 Trophy,1785 Cider,Barrel #4,
99,Wood Aged Cider,🥈 Silver,Ramborn S.A.,Cider kissed by Bourbon,
100,Wood Aged Cider,🥈 Silver,Ramborn S.A.,Cider kissed by Rum,
105,Wood Aged Cider,🥈 Silver,Sandford Orchards,Apple & Oak,
115,Wood Aged Cider,🥈 Silver,Thistly Cross Cider,Whisky Cask,
31,Wood Aged Cider,🥉 Bronze,Meon Valley Cider Ltd,Egremont Russet 2018,
