Year,Category,Award,Medalist,Country,Entry,Points,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2023,Flavoured Ciders,🥉 Bronze,Vestavin,Norway,Eplehagen,74.1,"<a href=""https://www.vestavin.no/"">Website</a>","<a href=""https://www.facebook.com/vestavin"">Facebook</a>","<a href=""https://www.instagram.com/vestavinen/"">Instagram</a>",,,,
2023,Flavoured Ciders,🥉 Bronze,Sajder Insajder,Serbia,Insajder,73.4,"<a href=""https://www.sajderinsajder.com/"">Website</a>","<a href=""https://www.facebook.com/sajderinsajder"">Facebook</a>","<a href=""https://www.instagram.com/sajderinsajder/"">Instagram</a>",,,,
2023,Flavoured Ciders,🥉 Bronze,Lien Gård,Norway,Livlig Eplesider Eple & Rabarbra 2021,73.1,"<a href=""https://www.liengard-telemark.no/"">Website</a>","<a href=""https://www.facebook.com/lien3812Akkerhaugen/"">Facebook</a>","<a href=""https://www.instagram.com/lien_gard_telemark"">Instagram</a>","<a href=""https://maps.google.com/?cid=9873512223911132771"">Google</a>",,,"<a href=""https://untappd.com/LienGrd"">Untappd</a>"
2023,Flavoured Ciders,🥉 Bronze,Ottercider,Belgium,Roos - Ottercider,72.7,"<a href=""https://www.ottercider.be/"">Website</a>","<a href=""https://www.facebook.com/Ottercider"">Facebook</a>","<a href=""https://www.instagram.com/ottercider"">Instagram</a>",,,,"<a href=""https://untappd.com/Ottercider"">Untappd</a>"
2023,Flavoured Ciders,🥉 Bronze,Mūrbūdu,Latvia,Aronia Cider,71.5,"<a href=""https://www.nenormalssidrs.lv/"">Website</a>","<a href=""https://www.facebook.com/murbudu/"">Facebook</a>","<a href=""https://www.instagram.com/murbudu_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15847061061259139900"">Google</a>",,,"<a href=""https://untappd.com/MurbuduSidraDaritava"">Untappd</a>"
2023,Flavoured Ciders,🥉 Bronze,Lepaan Viinitila,Finland,Born to be Mild 2022,70.8,"<a href=""https://hami.fi/lepaan-viinitila/"">Website</a>","<a href=""https://www.facebook.com/lepaanviinitila"">Facebook</a>","<a href=""https://www.instagram.com/lepaan_viinitila/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7138449627274189739"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g798740-d12031727"">TripAdvisor</a>","<a href=""https://untappd.com/w/lepaan-viinitila/79175"">Untappd</a>"
2023,Sidra Natural,🏆 Winner,Zapiain,Spain,Joanes de Zapiain 2022,94.3,"<a href=""https://zapiain.eus/"">Website</a>","<a href=""https://www.facebook.com/zapiainsagardoa"">Facebook</a>","<a href=""https://www.instagram.com/zapiainsagardoa/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16982677267877188990"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229"">TripAdvisor</a>","<a href=""https://untappd.com/ZapiainSagardoa"">Untappd</a>"
2023,Sidra Natural,🥇 Gold,Isastegi,Spain,Sidra Natural Isastegi D.O. Premium,91.2,"<a href=""https://www.isastegi.com/"">Website</a>","<a href=""https://www.facebook.com/isastegi.sagardotegia"">Facebook</a>","<a href=""https://www.instagram.com/isastegi/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3927960308349571227"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064362-d5772954"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6054"">Untappd</a>"
2023,Sidra Natural,🥇 Gold,The Drunken Pharmacist,Portugal,Sidra Natural,90.1,,"<a href=""https://www.facebook.com/profile.php?id=100093795090507"">Facebook</a>","<a href=""https://www.instagram.com/thedrunkenpharmacist_/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/the-drunken-pharmacist/543354"">Untappd</a>"
2023,Sidra Natural,🥈 Silver,Petritegi,Spain,Petritegi Premium,85.8,"<a href=""https://www.petritegi.com/"">Website</a>","<a href=""https://www.facebook.com/Petritegi/"">Facebook</a>","<a href=""https://www.instagram.com/petritegi"">Instagram</a>","<a href=""https://maps.google.com/?cid=16425101977693923721"">Google</a>","<a href=""https://www.yelp.com/biz/petritegi-astigarraga"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/51639"">Untappd</a>"
2023,Sidra Natural,🥈 Silver,R. Zabala,Spain,R80 Sagardoa / Sidra Natural,82.8,"<a href=""https://www.rzabala.com/"">Website</a>","<a href=""https://www.facebook.com/zabalasagardotegia"">Facebook</a>","<a href=""https://www.instagram.com/zabalasagardotegia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5479255229461192336"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g2578771-d9821714"">TripAdvisor</a>","<a href=""https://untappd.com/w/r-zabala/186717"">Untappd</a>"
2023,Sidra Natural,🥈 Silver,Köpings Musteri,Sweden,Agda Marianne,82.6,"<a href=""https://kopingsmusteri.se/"">Website</a>","<a href=""https://www.facebook.com/kopingsmusteri"">Facebook</a>","<a href=""https://www.instagram.com/kopingsmusteri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5623943899960625759"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g679646-d12595815"">TripAdvisor</a>","<a href=""https://untappd.com/KopingsMusteri"">Untappd</a>"
2023,Sidra Natural,🥈 Silver,Cydr Dwaj Bracia,Poland,Alwa Naturalna,80.5,"<a href=""https://dwajbracia.pl/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100094619362211"">Facebook</a>","<a href=""https://www.instagram.com/cydr_dwaj_bracia"">Instagram</a>",,,,"<a href=""https://untappd.com/w/cydr-dwaj-bracia/551234"">Untappd</a>"
2023,Sidra Natural,🥉 Bronze,Hardanger Saft og Siderfabrikk,Norway,Hardanger Dronning,78.7,"<a href=""https://hardangersider.no/"">Website</a>","<a href=""https://www.facebook.com/HardangerSaftogSiderfabrikk/"">Facebook</a>","<a href=""https://www.instagram.com/hardangersaftogsiderfabrikk/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12869878933054305699"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g7159542-d4893441"">TripAdvisor</a>","<a href=""https://untappd.com/w/hardanger-saft-og-siderfabrikk/42913"">Untappd</a>"
2023,Sidra Natural,🥉 Bronze,Cydr Radosny,Poland,Kamieniaki Sur Lie 2022,78.5,,"<a href=""https://www.facebook.com/profile.php?id=100051369316323"">Facebook</a>","<a href=""https://www.instagram.com/cydr_radosny/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7526262440248480679"">Google</a>",,,"<a href=""https://untappd.com/w/cydr-radosny/509782"">Untappd</a>"
2023,Sidra Natural,🥉 Bronze,Juozas & Dange,Lithuania,Smilga Cider,71.5,,,,,,,
2023,Sidra Natural,🥉 Bronze,Sidra Salvaje,Spain,Sidra Natural Salvaje,69.9,"<a href=""https://sidrasalvaje.com/"">Website</a>","<a href=""https://www.facebook.com/sidrasalvaje/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16983679432504402503"">Google</a>",,,"<a href=""https://untappd.com/w/bodega-don-pedro-leivas/547811"">Untappd</a>"
2023,Sparkling,🏆 Winner,Abavas,Latvia,Abavas Secret Garden Dry Pet-Nat,91.1,"<a href=""https://www.abavas.lv/"">Website</a>","<a href=""https://www.facebook.com/abavas.vinadaritava/"">Facebook</a>","<a href=""https://www.instagram.com/abavas_vini/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11387034393378720853"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608944-d23945082"">TripAdvisor</a>","<a href=""https://untappd.com/w/sia-abavas-da-rzi/153183"">Untappd</a>"
2023,Sparkling,🏆 Winner,Jaanihanso,Estonia,Jaanihanso Sec Methode Traditionnelle,91.1,"<a href=""http://www.jaanihanso.ee/"">Website</a>","<a href=""https://www.facebook.com/Jaanihanso"">Facebook</a>","<a href=""https://www.instagram.com/jaanihanso/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7606641832512391290"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g274956-d12851482"">TripAdvisor</a>","<a href=""https://untappd.com/Jaanihanso"">Untappd</a>"
2023,Sparkling,🥇 Gold,Paladeus,Italy,Red Rose Cider,90.9,"<a href=""http://www.paladeus.it/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100067062071715"">Facebook</a>","<a href=""https://www.instagram.com/paladeus_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8605615739361573597"">Google</a>",,,"<a href=""https://untappd.com/w/paladeus/538622"">Untappd</a>"
2023,Sparkling,🥇 Gold,Jaanihanso,Estonia,Jaanihanso Doux Methode Traditionnelle,90.7,"<a href=""http://www.jaanihanso.ee/"">Website</a>","<a href=""https://www.facebook.com/Jaanihanso"">Facebook</a>","<a href=""https://www.instagram.com/jaanihanso/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7606641832512391290"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g274956-d12851482"">TripAdvisor</a>","<a href=""https://untappd.com/Jaanihanso"">Untappd</a>"
2023,Sparkling,🥈 Silver,Maison Gamet,France,Cidre 2021,87.3,"<a href=""https://www.champagne-gamet.com/"">Website</a>","<a href=""https://www.facebook.com/champagnegamet/"">Facebook</a>","<a href=""https://www.instagram.com/maisongamet/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2134767644830018935"">Google</a>",,,"<a href=""https://untappd.com/w/maison-gamet/535474"">Untappd</a>"
2023,Sparkling,🥈 Silver,Lepaan Viinitila,Finland,Kolli 2020,84.6,"<a href=""https://hami.fi/lepaan-viinitila/"">Website</a>","<a href=""https://www.facebook.com/lepaanviinitila"">Facebook</a>","<a href=""https://www.instagram.com/lepaan_viinitila/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7138449627274189739"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g798740-d12031727"">TripAdvisor</a>","<a href=""https://untappd.com/w/lepaan-viinitila/79175"">Untappd</a>"
2023,Sparkling,🥈 Silver,Andersen Winery,Denmark,Sigrid Æble Brut,84.5,"<a href=""https://andersenwinery.dk/"">Website</a>","<a href=""https://www.facebook.com/andersenwinery"">Facebook</a>","<a href=""https://www.instagram.com/andersenwinery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1091487036715359602"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1699896-d20578301"">TripAdvisor</a>","<a href=""https://untappd.com/w/andersen-winery/508619"">Untappd</a>"
2023,Sparkling,🥈 Silver,Domaine des 5 Autels,France,Cuvée Claude,83.7,"<a href=""https://cinqautels.com/"">Website</a>","<a href=""https://www.facebook.com/5Autels/"">Facebook</a>","<a href=""https://www.instagram.com/5autels/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1561300018564057036"">Google</a>",,"<a href=""https://www.tripadvisor.com/Hotel_Review-g1385431-d1308959"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-cinqs-autels/519014"">Untappd</a>"
2023,Sparkling,🥈 Silver,Bugarden,Norway,Merak,83,"<a href=""https://www.bugarden.no/"">Website</a>",,,,,,"<a href=""https://untappd.com/w/bugarden/556870"">Untappd</a>"
2023,Sparkling,🥈 Silver,Harding Økologiske Sideri,Norway,Harding Uten Filter,83,"<a href=""https://www.hardingsideri.no/"">Website</a>","<a href=""https://www.facebook.com/HardingSideri"">Facebook</a>","<a href=""https://www.instagram.com/hardingsideri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12919577292319496906"">Google</a>",,,"<a href=""https://untappd.com/HardingSideri"">Untappd</a>"
2023,Sparkling,🥈 Silver,Sidra Alfa,Portugal,Espumante de Sidra Alfa,82.7,"<a href=""https://sidraalfa.pt/"">Website</a>","<a href=""https://www.facebook.com/Sidralfa1/"">Facebook</a>","<a href=""https://www.instagram.com/sidra_alfa/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/sidra-alfa/545661"">Untappd</a>"
2023,Sparkling,🥈 Silver,Buhre & Reuter,Sweden,The Blind Goose,82.5,,,,,,,
2023,Sparkling,🥈 Silver,Ølmheim Siderhage,Norway,Ølmheim Siderhage 5 md,82,"<a href=""https://www.siderhagen.no/"">Website</a>","<a href=""https://www.facebook.com/siderhagen/"">Facebook</a>","<a href=""https://www.instagram.com/siderhagen/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5325970145779419536"">Google</a>",,,"<a href=""https://untappd.com/w/olmheim-siderhage/550760"">Untappd</a>"
2023,Sparkling,🥈 Silver,Rudenstams Bär & Frukt,Sweden,Rudu Cider (22-15),81.7,"<a href=""https://rudenstam.se/"">Website</a>","<a href=""https://www.facebook.com/rudenstamsgardsbutik"">Facebook</a>","<a href=""https://www.instagram.com/rudenstams/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9422723088440708292"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g226899-d4590738"">TripAdvisor</a>","<a href=""https://untappd.com/w/rudenstams-bar-frukt/105066"">Untappd</a>"
2023,Sparkling,🥈 Silver,Cydr Chyliczki,Poland,Premium 2022,81.7,"<a href=""https://cydrchyliczki.pl/"">Website</a>","<a href=""https://www.facebook.com/cydrchyliczki/"">Facebook</a>","<a href=""https://www.instagram.com/cydrchyliczki/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/cydr-chyliczki/271740"">Untappd</a>"
2023,Sparkling,🥈 Silver,Domaine des 5 Autels,France,Cuvée Jean-René,81.5,"<a href=""https://cinqautels.com/"">Website</a>","<a href=""https://www.facebook.com/5Autels/"">Facebook</a>","<a href=""https://www.instagram.com/5autels/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1561300018564057036"">Google</a>",,"<a href=""https://www.tripadvisor.com/Hotel_Review-g1385431-d1308959"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-cinqs-autels/519014"">Untappd</a>"
2023,Sparkling,🥈 Silver,Bugarden,Norway,Minerva,80.7,"<a href=""https://www.bugarden.no/"">Website</a>",,,,,,"<a href=""https://untappd.com/w/bugarden/556870"">Untappd</a>"
2023,Sparkling,🥈 Silver,Abuls,Latvia,Kerr,80.5,"<a href=""https://www.abuls.lv/"">Website</a>","<a href=""https://www.facebook.com/sidrsAbuls/"">Facebook</a>","<a href=""https://www.instagram.com/abuls_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12371654123090416644"">Google</a>",,,"<a href=""https://untappd.com/Abuls"">Untappd</a>"
2023,Sparkling,🥈 Silver,Abavas,Latvia,Abavas Nordic Brut,80.1,"<a href=""https://www.abavas.lv/"">Website</a>","<a href=""https://www.facebook.com/abavas.vinadaritava/"">Facebook</a>","<a href=""https://www.instagram.com/abavas_vini/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11387034393378720853"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608944-d23945082"">TripAdvisor</a>","<a href=""https://untappd.com/w/sia-abavas-da-rzi/153183"">Untappd</a>"
2023,Sparkling,🥈 Silver,Brinkhall Sparkling,Finland,Prestige Brut,79.8,"<a href=""https://bsp.fi/"">Website</a>","<a href=""https://www.facebook.com/brinkhalls"">Facebook</a>","<a href=""https://www.instagram.com/brinkhallsparkling/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10856204128601037922"">Google</a>",,,"<a href=""https://untappd.com/BrinkhallSparkling"">Untappd</a>"
2023,Sparkling,🥉 Bronze,Cydrownia Zywer,Poland,Croncels 2022,76.7,"<a href=""https://zywer.pl/"">Website</a>","<a href=""https://www.facebook.com/CydrowniaZywer"">Facebook</a>","<a href=""https://www.instagram.com/cydrowniazywer/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10041242298570436703"">Google</a>",,,"<a href=""https://untappd.com/cydrowniazywer"">Untappd</a>"
2023,Sparkling,🥉 Bronze,Lingebakken,Norway,Polisång,76.7,"<a href=""https://www.lingebakken.no/"">Website</a>","<a href=""https://www.facebook.com/Lingebakkenfrukt/"">Facebook</a>","<a href=""https://www.instagram.com/lingebakken"">Instagram</a>","<a href=""https://maps.google.com/?cid=10220638985890464265"">Google</a>",,,"<a href=""https://untappd.com/w/lingebakken/519896"">Untappd</a>"
2023,Sparkling,🥉 Bronze,Appleblood Cider,Italy,Sidera Brut 2020,76.3,"<a href=""https://applebloodcider.com/"">Website</a>","<a href=""https://www.facebook.com/applebloodcider"">Facebook</a>","<a href=""https://www.instagram.com/applebloodcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14977227174949746380"">Google</a>",,,"<a href=""https://untappd.com/w/apple-blood-cider/474058"">Untappd</a>"
2023,Ice Cider,🏆 Winner,Zapiain,Spain,Bizi Goxo 2017,94.9,"<a href=""https://zapiain.eus/"">Website</a>","<a href=""https://www.facebook.com/zapiainsagardoa"">Facebook</a>","<a href=""https://www.instagram.com/zapiainsagardoa/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16982677267877188990"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229"">TripAdvisor</a>","<a href=""https://untappd.com/ZapiainSagardoa"">Untappd</a>"
2023,Ice Cider,🏆 Winner,Lepola Drinks,Finland,Lepola Vega Ice Cider,94.8,"<a href=""https://lepoladrinks.fi/"">Website</a>","<a href=""https://www.facebook.com/lepoladrinks/"">Facebook</a>","<a href=""https://www.instagram.com/lepola_drinks/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10912023971262858580"">Google</a>",,,"<a href=""https://untappd.com/w/lepola/401095"">Untappd</a>"
2023,Ice Cider,🥇 Gold,Klövsjö Gårdsbryggeri,Sweden,Fågelvik Iscider,94.7,"<a href=""https://www.kgb-bryggeri.se/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=2229089414135910638"">Google</a>",,,"<a href=""https://untappd.com/w/kl-vsj-g-rdsbryggeri/20072"">Untappd</a>"
2023,Ice Cider,🥇 Gold,Bute Cider,Sweden,Bute Mousserande Ice Cider,94.6,"<a href=""http://www.butecider.se/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100063642933369"">Facebook</a>","<a href=""https://www.instagram.com/butecider"">Instagram</a>",,,,"<a href=""https://untappd.com/w/bute-cider/514579"">Untappd</a>"
2023,Ice Cider,🥇 Gold,Tori Siidritalu,Estonia,"Tori ""Jää"" Ice-cider",91.9,"<a href=""https://siidritalu.ee/"">Website</a>","<a href=""https://www.facebook.com/Torisiidritalu"">Facebook</a>","<a href=""https://www.instagram.com/tori_siidritalu/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12573071235401057897"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g3296605-d9835124"">TripAdvisor</a>","<a href=""https://untappd.com/w/tori-joesuu-siidri-ja-veinitalu/256691"">Untappd</a>"
2023,Ice Cider,🥇 Gold,Hardangerbonden,Norway,Issider Aroma og Summerred,91.9,"<a href=""https://www.hardangerbonden.no/"">Website</a>","<a href=""https://www.facebook.com/Hardangerbonden/"">Facebook</a>","<a href=""https://www.instagram.com/hardangerbonden/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13224629755021668502"">Google</a>",,,"<a href=""https://untappd.com/w/hardangerbonden/496030"">Untappd</a>"
2023,Ice Cider,🥇 Gold,Veinimäe,Estonia,Veinimäe Ice Cider,91.7,"<a href=""https://veinimae.ee/"">Website</a>","<a href=""https://www.facebook.com/veinimae"">Facebook</a>","<a href=""https://www.instagram.com/veinimae/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8886313303772913711"">Google</a>",,,"<a href=""https://untappd.com/w/veinimae-talu/457675"">Untappd</a>"
2023,Ice Cider,🥇 Gold,Hardanger Saft og Siderfabrikk,Norway,Issider,91.5,"<a href=""https://hardangersider.no/"">Website</a>","<a href=""https://www.facebook.com/HardangerSaftogSiderfabrikk/"">Facebook</a>","<a href=""https://www.instagram.com/hardangersaftogsiderfabrikk/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12869878933054305699"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g7159542-d4893441"">TripAdvisor</a>","<a href=""https://untappd.com/w/hardanger-saft-og-siderfabrikk/42913"">Untappd</a>"
2023,Ice Cider,🥈 Silver,Cydr Chyliczki,Poland,Cydr Lodowy 2018,84.1,"<a href=""https://cydrchyliczki.pl/"">Website</a>","<a href=""https://www.facebook.com/cydrchyliczki/"">Facebook</a>","<a href=""https://www.instagram.com/cydrchyliczki/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/cydr-chyliczki/271740"">Untappd</a>"
2023,Ice Cider,🥈 Silver,Kvestad Sideri,Norway,Kvestad Issider,82.1,"<a href=""https://www.kvestadsideri.no/"">Website</a>","<a href=""https://www.facebook.com/kvestadsideri/"">Facebook</a>","<a href=""https://www.instagram.com/kvestadsideri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16077910184660188927"">Google</a>",,,"<a href=""https://untappd.com/w/kvestad-sideri/457055"">Untappd</a>"
2023,Ice Cider,🥈 Silver,Store Naa Siderkompani,Norway,Issider Brudeferd,79.9,"<a href=""https://www.storenaasiderkompani.com/"">Website</a>","<a href=""https://www.facebook.com/Storenaasiderkompani/"">Facebook</a>","<a href=""https://www.instagram.com/storenaasiderkompani/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15254622508133860404"">Google</a>",,,"<a href=""https://untappd.com/w/store-naa-siderkompani/442862"">Untappd</a>"
2023,Ice Cider,🥉 Bronze,Restauracja Tabun,Poland,Tabun Cydr Lodowy,78.9,"<a href=""https://www.restauracjatabun.pl/"">Website</a>","<a href=""https://www.facebook.com/TABUNCYDR/"">Facebook</a>","<a href=""https://www.instagram.com/tabuncydr/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13556304642115496222"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g3222438-d2654599"">TripAdvisor</a>","<a href=""https://untappd.com/w/tabun/434136"">Untappd</a>"
2023,Ice Cider,🥉 Bronze,Iessel Cider,Netherlands,Iessel Ĳscider,78.9,"<a href=""https://www.iesselcider.nl/"">Website</a>","<a href=""https://www.facebook.com/iesselcider/"">Facebook</a>","<a href=""https://www.instagram.com/iessel_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10819175046461159669"">Google</a>",,,"<a href=""https://untappd.com/IESSEL_Cider"">Untappd</a>"
2023,Ice Cider,🥉 Bronze,Nerø Frukt og Sider,Norway,Purity,74.1,"<a href=""https://www.nerofrukt.no/"">Website</a>","<a href=""https://www.facebook.com/people/NeR%C3%B8-Frukt-og-Sider/100070115946607/"">Facebook</a>","<a href=""https://www.instagram.com/nerofrukt/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2060180241711172985"">Google</a>",,,"<a href=""https://untappd.com/w/nero-frukt-og-sider/467847"">Untappd</a>"
2023,Ice Cider,🥉 Bronze,Eiane Gard,Norway,Elodie 2022,73.6,"<a href=""https://www.eianegard.no/"">Website</a>","<a href=""https://www.facebook.com/eianegard"">Facebook</a>","<a href=""https://www.instagram.com/eianegard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13089067596466030259"">Google</a>",,,"<a href=""https://untappd.com/eianegard"">Untappd</a>"
2023,Fruit Wine & Perry,🏆 Winner,Böhm Ciderwerkstatt,Germany,Apfel-Quitte Cider,96.9,"<a href=""https://www.boehm-cider.de/"">Website</a>","<a href=""https://www.facebook.com/ciderwerkstatt/"">Facebook</a>","<a href=""https://www.instagram.com/boehm_ciderwerkstatt"">Instagram</a>","<a href=""https://maps.google.com/?cid=4561270118581123333"">Google</a>",,,
2023,Fruit Wine & Perry,🥇 Gold,Ainoa Winery,Finland,Ainoa Kaste,90.9,"<a href=""https://ainoawinery.com/"">Website</a>","<a href=""https://www.facebook.com/ainoawinery/"">Facebook</a>","<a href=""https://www.instagram.com/ainoawinery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9038287289493115977"">Google</a>",,,"<a href=""https://untappd.com/w/ainoa/474000"">Untappd</a>"
2023,Fruit Wine & Perry,🥇 Gold,Hebnes Vingard,Norway,Honey Honey / Midtsommar,89.9,"<a href=""https://www.hebnesvingard.no/"">Website</a>","<a href=""https://www.facebook.com/Hebnesvingard/"">Facebook</a>","<a href=""https://www.instagram.com/hebnes_vingard/"">Instagram</a>",,,"<a href=""https://www.tripadvisor.com/Attraction_Review-g15243995-d24154463"">TripAdvisor</a>",
2023,Fruit Wine & Perry,🥈 Silver,Andersen Winery,Denmark,Elmsfeuer Rhubarb Sec,86.3,"<a href=""https://andersenwinery.dk/"">Website</a>","<a href=""https://www.facebook.com/andersenwinery"">Facebook</a>","<a href=""https://www.instagram.com/andersenwinery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1091487036715359602"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1699896-d20578301"">TripAdvisor</a>","<a href=""https://untappd.com/w/andersen-winery/508619"">Untappd</a>"
2023,Fruit Wine & Perry,🥈 Silver,Ainoa Winery,Finland,Ainoa Sametti,85.3,"<a href=""https://ainoawinery.com/"">Website</a>","<a href=""https://www.facebook.com/ainoawinery/"">Facebook</a>","<a href=""https://www.instagram.com/ainoawinery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9038287289493115977"">Google</a>",,,"<a href=""https://untappd.com/w/ainoa/474000"">Untappd</a>"
2023,Fruit Wine & Perry,🥈 Silver,Mūrbūdu,Latvia,"Wild Perry ""Savvaļas Bumbieris""",83.7,"<a href=""https://www.nenormalssidrs.lv/"">Website</a>","<a href=""https://www.facebook.com/murbudu/"">Facebook</a>","<a href=""https://www.instagram.com/murbudu_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15847061061259139900"">Google</a>",,,"<a href=""https://untappd.com/MurbuduSidraDaritava"">Untappd</a>"
2023,Fruit Wine & Perry,🥈 Silver,Pirula,Finland,Helmi,82.4,"<a href=""https://www.pirula.fi/"">Website</a>","<a href=""https://www.facebook.com/pirula.fi/"">Facebook</a>","<a href=""https://www.instagram.com/pirulantila"">Instagram</a>","<a href=""https://maps.google.com/?cid=1283745269437501478"">Google</a>",,,"<a href=""https://untappd.com/w/pirula/442289"">Untappd</a>"
2023,Fruit Wine & Perry,🥈 Silver,Pirula,Finland,Rose,81.1,"<a href=""https://www.pirula.fi/"">Website</a>","<a href=""https://www.facebook.com/pirula.fi/"">Facebook</a>","<a href=""https://www.instagram.com/pirulantila"">Instagram</a>","<a href=""https://maps.google.com/?cid=1283745269437501478"">Google</a>",,,"<a href=""https://untappd.com/w/pirula/442289"">Untappd</a>"
2023,Fruit Wine & Perry,🥈 Silver,Anikonic,Norway,Aronia,80.1,"<a href=""https://www.anikonic.no/"">Website</a>","<a href=""https://www.facebook.com/anikonicdrinks"">Facebook</a>","<a href=""https://www.instagram.com/anikonic_drinks/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/anikonic/543805"">Untappd</a>"
2023,Fruit Wine & Perry,🥈 Silver,Mr. Plūme,Latvia,Perry 2021,79.7,"<a href=""https://www.mrplume.lv/"">Website</a>","<a href=""https://www.facebook.com/mrplumesidrs"">Facebook</a>","<a href=""https://www.instagram.com/mrplume_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9319841841199759114"">Google</a>",,,"<a href=""https://untappd.com/w/mr-plume/332485"">Untappd</a>"
