Year,Category,Producer,Department,Medal,Status,Website,Facebook,Instagram,Google,TripAdvisor,Untappd
2022,Cidre AOP Cornouaille,Cidrerie de Menez-Brug,Finistère,🥇 Or,Active,"<a href=""https://www.cidrerie-de-menez-brug.com/"">Website</a>","<a href=""https://www.facebook.com/cidreriemenezbrug.fr/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=10640223041696316686"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g666452-d15052081"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-de-menez-brug/150603"">Untappd</a>"
2022,Cidre Fermier Extra-Brut,Cidrerie Paul Coïc,Finistère,🥇 Or,Active,"<a href=""https://www.cidrerie-coic.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100053642774962"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16824628257896189916"">Google</a>",,"<a href=""https://untappd.com/w/paul-coa-c/137165"">Untappd</a>"
2022,Cidre Fermier Extra-Brut,Cidrerie de Rozavern,Finistère,🥈 Argent,Active,"<a href=""https://www.rozavern.fr/"">Website</a>","<a href=""https://www.facebook.com/cidreriederozavern"">Facebook</a>","<a href=""https://www.instagram.com/cidrerierozavern"">Instagram</a>","<a href=""https://maps.google.com/?cid=2631934440861688338"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1842069-d6157429"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-de-rozavern/357316"">Untappd</a>"
2022,Cidre Fermier Extra-Brut,Le Verger de Kernivinen,Côtes-d'Armor,🥈 Argent,Active,"<a href=""http://www.cidre-fermier.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=4984251969580277806"">Google</a>",,"<a href=""https://untappd.com/w/le-verger-de-kernivinen/412595"">Untappd</a>"
2022,Cidre Fermier Brut,Des Bouteilles à l'Amère,Finistère,🥇 Or,Active,"<a href=""https://www.desbouteillesalamere.bzh/"">Website</a>","<a href=""https://www.facebook.com/desbouteillesalamere/"">Facebook</a>","<a href=""https://www.instagram.com/desbouteillesalamere/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3267304468269310183"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1079425-d12726387"">TripAdvisor</a>","<a href=""https://untappd.com/DesBouteillesalAmere"">Untappd</a>"
2022,Cidre Fermier Brut,Val de la Chèvre,Ille-et-Vilaine,🥇 Or,Active,"<a href=""https://www.cidre-tropee.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100046412293517"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3608898340704275469"">Google</a>",,"<a href=""https://untappd.com/w/le-val-de-la-chevre/172156"">Untappd</a>"
2022,Cidre Fermier Brut,Maison Kerloïck,Côtes-d'Armor,🥇 Or,Active,"<a href=""https://www.kerloick.bzh/"">Website</a>","<a href=""https://www.facebook.com/people/Maison-Kerlo%C3%AFck/100063648757927/"">Facebook</a>","<a href=""https://www.instagram.com/maison_kerloick/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8360416368856844083"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-kerloick/400998"">Untappd</a>"
2022,Cidre Fermier Brut,Cidrerie de Menez-Brug,Finistère,🥈 Argent,Active,"<a href=""https://www.cidrerie-de-menez-brug.com/"">Website</a>","<a href=""https://www.facebook.com/cidreriemenezbrug.fr/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=10640223041696316686"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g666452-d15052081"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-de-menez-brug/150603"">Untappd</a>"
2022,Cidre Fermier Brut,Cidrerie & Distillerie de l'Apothicaire,Finistère,🥈 Argent,Active,"<a href=""https://www.cidrerie-distillerie.com/"">Website</a>","<a href=""https://www.facebook.com/Cidreriedistilleriedelapothicaire/"">Facebook</a>","<a href=""https://www.instagram.com/apothicaire.cidrerie/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10193719059274362566"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1079425-d17415922"">TripAdvisor</a>","<a href=""https://untappd.com/CidrerieDeLApothicaire"">Untappd</a>"
2022,Cidre Fermier Brut,Les Vergers de Kermabo,Morbihan,🥈 Argent,Inactive,"<a href=""https://www.cidre-fermier-morbihan.com/"">Website</a>","<a href=""https://www.facebook.com/vergersdekermabo"">Facebook</a>",,,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1200982-d12593344"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-kermabo/53393"">Untappd</a>"
2022,Cidre Fermier Brut,Le Verger de Kernivinen,Côtes-d'Armor,🥉 Bronze,Active,"<a href=""http://www.cidre-fermier.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=4984251969580277806"">Google</a>",,"<a href=""https://untappd.com/w/le-verger-de-kernivinen/412595"">Untappd</a>"
2022,Cidre Fermier Demi-Sec,Cidrerie Manoir du Kinkiz,Finistère,🥇 Or,Active,"<a href=""https://www.kinkiz-terroir.bzh/"">Website</a>","<a href=""https://www.facebook.com/DomaineDuKinkiz/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=1999207604560008916"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g187100-d7745799"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/19870"">Untappd</a>"
2022,Cidre Fermier Demi-Sec,Cidre Fermier de Landeleau,Finistère,🥇 Or,Active,,,,"<a href=""https://maps.google.com/?cid=9139318248294781335"">Google</a>",,"<a href=""https://untappd.com/w/brasserie-de-landeleau/441165"">Untappd</a>"
2022,Cidre Fermier Demi-Sec,Cidrerie Distillerie Les Vergers de la Ferme,Ille-et-Vilaine,🥇 Or,Active,"<a href=""https://www.cidre-baindebretagne.fr/"">Website</a>","<a href=""https://www.facebook.com/cidre.baindebretagne/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=5153365142161369427"">Google</a>",,"<a href=""https://untappd.com/w/les-vergers-de-la-ferme/470274"">Untappd</a>"
2022,Cidre Fermier Demi-Sec,Cidrerie de Menez-Brug,Finistère,🥈 Argent,Active,"<a href=""https://www.cidrerie-de-menez-brug.com/"">Website</a>","<a href=""https://www.facebook.com/cidreriemenezbrug.fr/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=10640223041696316686"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g666452-d15052081"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-de-menez-brug/150603"">Untappd</a>"
2022,Cidre Fermier Demi-Sec,Cidrerie du Pays d'Auray,Morbihan,🥈 Argent,Active,,,"<a href=""https://www.instagram.com/cidre.maho/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9205038680508918633"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-du-pays-d-auray-frana-ois-maho/423523"">Untappd</a>"
2022,Cidre Fermier Demi-Sec,Le Verger de Kernivinen,Côtes-d'Armor,🥉 Bronze,Active,"<a href=""http://www.cidre-fermier.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=4984251969580277806"">Google</a>",,"<a href=""https://untappd.com/w/le-verger-de-kernivinen/412595"">Untappd</a>"
2022,Cidre Fermier Doux,Maison Kerloïck,Côtes-d'Armor,🥇 Or,Active,"<a href=""https://www.kerloick.bzh/"">Website</a>","<a href=""https://www.facebook.com/people/Maison-Kerlo%C3%AFck/100063648757927/"">Facebook</a>","<a href=""https://www.instagram.com/maison_kerloick/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8360416368856844083"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-kerloick/400998"">Untappd</a>"
2022,Cidre Fermier Doux,Cidre de Brocéliande,Ille-et-Vilaine,🥈 Argent,Active,"<a href=""https://cidre-breton.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100064718610464"">Facebook</a>","<a href=""https://www.instagram.com/cidreriedebroceliande/"">Instagram</a>","<a href=""https://maps.google.com/?cid=531489837427288496"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g12449841-d16844210"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidre-du-pays-de-broceliande/158895"">Untappd</a>"
2022,Cidre Artisanal Extra-Brut,Cidrerie Des Terroirs,Morbihan,🥉 Bronze,Active,,,,"<a href=""https://maps.google.com/?cid=1276600632339613858"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-des-terroirs/72347"">Untappd</a>"
2022,Cidre Artisanal Brut,Distillerie Warenghem,Côtes-d'Armor,🥇 Or,Active,"<a href=""https://www.distillerie-warenghem.bzh/"">Website</a>","<a href=""https://www.facebook.com/warenghem/"">Facebook</a>",,,,
2022,Cidre Artisanal Brut,Cidrerie Château Lézergué,Finistère,🥈 Argent,Active,"<a href=""https://www.chateau-lezergue.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100066917829363"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_chateaudelezergue/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8273125568764221419"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-du-chateau-de-lezergue/127246"">Untappd</a>"
2022,Cidre Artisanal Demi-Sec,Distillerie du Gorvello,Morbihan,🥈 Argent,Active,"<a href=""https://www.distilleriedugorvello.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100069448008978"">Facebook</a>","<a href=""https://www.instagram.com/distilleriedugorvello.bzh/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13385362377425184430"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2184206-d10593781"">TripAdvisor</a>","<a href=""https://untappd.com/w/distillerie-du-gorvello/69203"">Untappd</a>"
2022,Cidre Artisanal Demi-Sec,Cidrerie Château Lézergué,Finistère,🥈 Argent,Active,"<a href=""https://www.chateau-lezergue.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100066917829363"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_chateaudelezergue/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8273125568764221419"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-du-chateau-de-lezergue/127246"">Untappd</a>"
2022,Cidre Artisanal Doux,Cidrerie Kerné,Finistère,🥇 Or,Active,"<a href=""https://www.cidre-kerne.bzh/"">Website</a>","<a href=""https://www.facebook.com/cidrekerne/"">Facebook</a>","<a href=""https://www.instagram.com/cidrekerne/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10998184529652347583"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1200904-d9829595"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-kerne/49751"">Untappd</a>"
2022,Cidre de Grande Maison Brut,Les Celliers Associés,Côtes-d'Armor,🥇 Or,Active,"<a href=""https://www.valderance.com/"">Website</a>","<a href=""https://www.facebook.com/ValdeRance/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=7883069809343472545"">Google</a>",,"<a href=""https://untappd.com/LesCelliersAssocis"">Untappd</a>"
2022,Cidre de Grande Maison Doux,Cidres Kerisac,Loire-Atlantique,🥇 Or,Active,"<a href=""https://kerisac.bzh/"">Website</a>","<a href=""https://www.facebook.com/cidrekerisac"">Facebook</a>","<a href=""https://www.instagram.com/cidreriekerisac/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14431639837198759734"">Google</a>",,"<a href=""https://untappd.com/w/cidres-kerisac/12846"">Untappd</a>"
2022,Cidre Rosé,Cidrerie Château Lézergué,Finistère,🥇 Or,Active,"<a href=""https://www.chateau-lezergue.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100066917829363"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_chateaudelezergue/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8273125568764221419"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-du-chateau-de-lezergue/127246"">Untappd</a>"
2022,Cidre Rosé,Les Celliers Associés,Côtes-d'Armor,🥈 Argent,Active,"<a href=""https://www.valderance.com/"">Website</a>","<a href=""https://www.facebook.com/ValdeRance/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=7883069809343472545"">Google</a>",,"<a href=""https://untappd.com/LesCelliersAssocis"">Untappd</a>"
2022,Poiré,Au Pressoir du Bélon,Finistère,🥇 Or,Active,"<a href=""https://www.cidre-belon-bretagne.fr/"">Website</a>","<a href=""https://www.facebook.com/pressoirdubelon/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3283810982033688807"">Google</a>",,
2022,Pommeau de Moins de 3 Ans,Distillerie Warenghem,Côtes-d'Armor,🥇 Or,Active,"<a href=""https://www.distillerie-warenghem.bzh/"">Website</a>","<a href=""https://www.facebook.com/warenghem/"">Facebook</a>",,,,
2022,Pommeau de Moins de 3 Ans,Cidrerie Paul Coïc,Finistère,🥈 Argent,Active,"<a href=""https://www.cidrerie-coic.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100053642774962"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16824628257896189916"">Google</a>",,"<a href=""https://untappd.com/w/paul-coa-c/137165"">Untappd</a>"
2022,Pommeau de Plus de 3 Ans,Distillerie du Gorvello,Morbihan,🥇 Or,Active,"<a href=""https://www.distilleriedugorvello.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100069448008978"">Facebook</a>","<a href=""https://www.instagram.com/distilleriedugorvello.bzh/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13385362377425184430"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2184206-d10593781"">TripAdvisor</a>","<a href=""https://untappd.com/w/distillerie-du-gorvello/69203"">Untappd</a>"
2022,Pommeau de Plus de 3 Ans,Les Vergers de Kermao,Finistère,🥇 Or,Active,"<a href=""https://www.cidre-bretagne.com/"">Website</a>",,"<a href=""https://www.instagram.com/kermao.cidre/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11761800243914556755"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2184442-d8603735"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-kermao/240565"">Untappd</a>"
2022,Pommeau de Plus de 3 Ans,Au Pressoir du Bélon,Finistère,🥈 Argent,Active,"<a href=""https://www.cidre-belon-bretagne.fr/"">Website</a>","<a href=""https://www.facebook.com/pressoirdubelon/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3283810982033688807"">Google</a>",,
2022,Eau de Vie de Cidre de Moins de 4 Ans,Distillerie Warenghem,Côtes-d'Armor,🥇 Or,Active,"<a href=""https://www.distillerie-warenghem.bzh/"">Website</a>","<a href=""https://www.facebook.com/warenghem/"">Facebook</a>",,,,
2022,Eau de Vie de Cidre de Moins de 4 Ans,Les Vergers de Kermao,Finistère,🥈 Argent,Active,"<a href=""https://www.cidre-bretagne.com/"">Website</a>",,"<a href=""https://www.instagram.com/kermao.cidre/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11761800243914556755"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2184442-d8603735"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-kermao/240565"">Untappd</a>"
2022,Eau de Vie de Cidre de Plus de 4 Ans,Les Vergers de Kermao,Finistère,🥇 Or,Active,"<a href=""https://www.cidre-bretagne.com/"">Website</a>",,"<a href=""https://www.instagram.com/kermao.cidre/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11761800243914556755"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2184442-d8603735"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-kermao/240565"">Untappd</a>"
2022,Eau de Vie de Cidre de Plus de 4 Ans,Cidrerie de Menez-Brug,Finistère,🥈 Argent,Active,"<a href=""https://www.cidrerie-de-menez-brug.com/"">Website</a>","<a href=""https://www.facebook.com/cidreriemenezbrug.fr/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=10640223041696316686"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g666452-d15052081"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-de-menez-brug/150603"">Untappd</a>"
2023,Cidre AOP Cornouaille,Cidrerie de Rozavern,Finistère,🥇 Or,Active,"<a href=""https://www.rozavern.fr/"">Website</a>","<a href=""https://www.facebook.com/cidreriederozavern"">Facebook</a>","<a href=""https://www.instagram.com/cidrerierozavern"">Instagram</a>","<a href=""https://maps.google.com/?cid=2631934440861688338"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1842069-d6157429"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-de-rozavern/357316"">Untappd</a>"
2023,Cidre AOP Cornouaille,Cidrerie Melenig,Finistère,🥈 Argent,Active,,,"<a href=""https://www.instagram.com/cidremelenig/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10374518201153439760"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g6922089-d7330818"">TripAdvisor</a>","<a href=""https://untappd.com/CidrerieMelenig"">Untappd</a>"
2023,Cidre Fermier Extra-Brut,Cidrerie du Pays d'Auray,Morbihan,🥇 Or,Active,,,"<a href=""https://www.instagram.com/cidre.maho/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9205038680508918633"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-du-pays-d-auray-frana-ois-maho/423523"">Untappd</a>"
2023,Cidre Fermier Extra-Brut,Cidrerie Paul Coïc,Finistère,🥇 Or,Active,"<a href=""https://www.cidrerie-coic.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100053642774962"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16824628257896189916"">Google</a>",,"<a href=""https://untappd.com/w/paul-coa-c/137165"">Untappd</a>"
2023,Cidre Fermier Extra-Brut,Les Vergers de Trévignon,Finistère,🥈 Argent,Active,,"<a href=""https://www.facebook.com/profile.php?id=100054464589602"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=1053700222499122570"">Google</a>",,"<a href=""https://untappd.com/w/les-vergers-de-trevignon/433782"">Untappd</a>"
2023,Cidre Fermier Extra-Brut,Cidrerie Château Lézergué,Finistère,🥈 Argent,Active,"<a href=""https://www.chateau-lezergue.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100066917829363"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_chateaudelezergue/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8273125568764221419"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-du-chateau-de-lezergue/127246"">Untappd</a>"
2023,Cidre Fermier Brut,Val de la Chèvre,Ille-et-Vilaine,🥇 Or,Active,"<a href=""https://www.cidre-tropee.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100046412293517"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3608898340704275469"">Google</a>",,"<a href=""https://untappd.com/w/le-val-de-la-chevre/172156"">Untappd</a>"
2023,Cidre Fermier Brut,La Belle Vilaine,Ille-et-Vilaine,🥇 Or,Active,,,,"<a href=""https://maps.google.com/?cid=5696528707638308410"">Google</a>",,"<a href=""https://untappd.com/w/la-belle-vilaine/353880"">Untappd</a>"
2023,Cidre Fermier Brut,Maison Kerloïck,Côtes-d'Armor,🥇 Or,Active,"<a href=""https://www.kerloick.bzh/"">Website</a>","<a href=""https://www.facebook.com/people/Maison-Kerlo%C3%AFck/100063648757927/"">Facebook</a>","<a href=""https://www.instagram.com/maison_kerloick/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8360416368856844083"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-kerloick/400998"">Untappd</a>"
2023,Cidre Fermier Brut,Cidrerie Château Lézergué,Finistère,🥇 Or,Active,"<a href=""https://www.chateau-lezergue.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100066917829363"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_chateaudelezergue/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8273125568764221419"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-du-chateau-de-lezergue/127246"">Untappd</a>"
2023,Cidre Fermier Brut,Les Vergers de Trévignon,Finistère,🥈 Argent,Active,,"<a href=""https://www.facebook.com/profile.php?id=100054464589602"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=1053700222499122570"">Google</a>",,"<a href=""https://untappd.com/w/les-vergers-de-trevignon/433782"">Untappd</a>"
2023,Cidre Fermier Brut,Cidrerie de Cozmezou,Finistère,🥈 Argent,Active,"<a href=""https://cidreriecozmezou.fr/"">Website</a>","<a href=""https://www.facebook.com/CidrerieCozmezou29/"">Facebook</a>","<a href=""https://www.instagram.com/cidreriedecozmezou/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2123659088104154650"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g19328280-d19325026"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-de-cozmezou/169471"">Untappd</a>"
2023,Cidre Fermier Brut,Cidrerie Guérin,Ille-et-Vilaine,🥈 Argent,Active,,"<a href=""https://www.facebook.com/cidrerieguerin/"">Facebook</a>","<a href=""https://www.instagram.com/cidrerieguerin/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3132962272405165726"">Google</a>",,"<a href=""https://untappd.com/w/cidredrie-guerin/550555"">Untappd</a>"
2023,Cidre Fermier Demi-Sec,Val de la Chèvre,Ille-et-Vilaine,🥇 Or,Active,"<a href=""https://www.cidre-tropee.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100046412293517"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3608898340704275469"">Google</a>",,"<a href=""https://untappd.com/w/le-val-de-la-chevre/172156"">Untappd</a>"
2023,Cidre Fermier Demi-Sec,Au Pressoir du Bélon,Finistère,🥇 Or,Active,"<a href=""https://www.cidre-belon-bretagne.fr/"">Website</a>","<a href=""https://www.facebook.com/pressoirdubelon/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3283810982033688807"">Google</a>",,
2023,Cidre Fermier Demi-Sec,Maison Kerloïck,Côtes-d'Armor,🥇 Or,Active,"<a href=""https://www.kerloick.bzh/"">Website</a>","<a href=""https://www.facebook.com/people/Maison-Kerlo%C3%AFck/100063648757927/"">Facebook</a>","<a href=""https://www.instagram.com/maison_kerloick/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8360416368856844083"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-kerloick/400998"">Untappd</a>"
2023,Cidre Fermier Demi-Sec,Cidrerie Paul Coïc,Finistère,🥈 Argent,Active,"<a href=""https://www.cidrerie-coic.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100053642774962"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16824628257896189916"">Google</a>",,"<a href=""https://untappd.com/w/paul-coa-c/137165"">Untappd</a>"
2023,Cidre Fermier Demi-Sec,Cidre de Brocéliande,Ille-et-Vilaine,🥈 Argent,Active,"<a href=""https://cidre-breton.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100064718610464"">Facebook</a>","<a href=""https://www.instagram.com/cidreriedebroceliande/"">Instagram</a>","<a href=""https://maps.google.com/?cid=531489837427288496"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g12449841-d16844210"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidre-du-pays-de-broceliande/158895"">Untappd</a>"
2023,Cidre Fermier Demi-Sec,Les Vergers de Trévignon,Finistère,🥈 Argent,Active,,"<a href=""https://www.facebook.com/profile.php?id=100054464589602"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=1053700222499122570"">Google</a>",,"<a href=""https://untappd.com/w/les-vergers-de-trevignon/433782"">Untappd</a>"
2023,Cidre Fermier Demi-Sec,Cidrerie de Cozmezou,Finistère,🥈 Argent,Active,"<a href=""https://cidreriecozmezou.fr/"">Website</a>","<a href=""https://www.facebook.com/CidrerieCozmezou29/"">Facebook</a>","<a href=""https://www.instagram.com/cidreriedecozmezou/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2123659088104154650"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g19328280-d19325026"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-de-cozmezou/169471"">Untappd</a>"
2023,Cidre Fermier Demi-Sec,Cidrerie Maison de Perguet,Finistère,🥉 Bronze,Active,"<a href=""https://maisondeperguet.com/"">Website</a>","<a href=""https://www.facebook.com/CidrerieMaisonDePerguet/"">Facebook</a>","<a href=""https://www.instagram.com/maisondeperguet/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11440436581873193012"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g666452-d26494297"">TripAdvisor</a>","<a href=""https://untappd.com/w/maison-de-perguet/533602"">Untappd</a>"
2023,Cidre Fermier Doux,Cidrerie Paul Coïc,Finistère,🥇 Or,Active,"<a href=""https://www.cidrerie-coic.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100053642774962"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16824628257896189916"">Google</a>",,"<a href=""https://untappd.com/w/paul-coa-c/137165"">Untappd</a>"
2023,Cidre Artisanal Extra-Brut,Cidrerie Des Terroirs,Morbihan,🥇 Or,Active,,,,"<a href=""https://maps.google.com/?cid=1276600632339613858"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-des-terroirs/72347"">Untappd</a>"
2023,Cidre Artisanal Brut,Cidrerie Des Terroirs,Morbihan,🥇 Or,Active,,,,"<a href=""https://maps.google.com/?cid=1276600632339613858"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-des-terroirs/72347"">Untappd</a>"
2023,Cidre Artisanal Demi-Sec,Cidrerie Kerné,Finistère,🥇 Or,Active,"<a href=""https://www.cidre-kerne.bzh/"">Website</a>","<a href=""https://www.facebook.com/cidrekerne/"">Facebook</a>","<a href=""https://www.instagram.com/cidrekerne/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10998184529652347583"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1200904-d9829595"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-kerne/49751"">Untappd</a>"
2023,Cidre Artisanal Demi-Sec,Cidrerie Des Terroirs,Morbihan,🥈 Argent,Active,,,,"<a href=""https://maps.google.com/?cid=1276600632339613858"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-des-terroirs/72347"">Untappd</a>"
2023,Cidre Artisanal Doux,Cidrerie Château Lézergué,Finistère,🥇 Or,Active,"<a href=""https://www.chateau-lezergue.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100066917829363"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_chateaudelezergue/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8273125568764221419"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-du-chateau-de-lezergue/127246"">Untappd</a>"
2023,Cidre de Grande Maison Brut,Cidres Kerisac,Loire-Atlantique,🥈 Argent,Active,"<a href=""https://kerisac.bzh/"">Website</a>","<a href=""https://www.facebook.com/cidrekerisac"">Facebook</a>","<a href=""https://www.instagram.com/cidreriekerisac/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14431639837198759734"">Google</a>",,"<a href=""https://untappd.com/w/cidres-kerisac/12846"">Untappd</a>"
2023,Cidre de Grande Maison Doux,Les Celliers Associés,Côtes-d'Armor,🥈 Argent,Active,"<a href=""https://www.valderance.com/"">Website</a>","<a href=""https://www.facebook.com/ValdeRance/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=7883069809343472545"">Google</a>",,"<a href=""https://untappd.com/LesCelliersAssocis"">Untappd</a>"
