Year,Style,Medal,Producer,Region,Product,Points,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2023,Natural Cider,🥇 Gold,Aburuza,Basque Country,Aburuza Euskal Sagardoa,90,Active,"<a href=""https://www.sidrasaburuza.net/"">Website</a>","<a href=""https://www.facebook.com/sidrasaburuza/"">Facebook</a>","<a href=""https://www.instagram.com/aburuza_sagardotegia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11790998531102067428"">Google</a>","<a href=""https://www.yelp.com/biz/sidreria-aburuza-caserio-olatza-aduna"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g2578771-d7715076"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-aburuza/194775"">Untappd</a>"
2023,Natural Cider,🥇 Gold,Zapiain,Basque Country,Joanes de Zapiain 2022,89.3,Active,"<a href=""https://zapiain.eus/"">Website</a>","<a href=""https://www.facebook.com/zapiainsagardoa"">Facebook</a>","<a href=""https://www.instagram.com/zapiainsagardoa/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16982677267877188990"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229"">TripAdvisor</a>","<a href=""https://untappd.com/ZapiainSagardoa"">Untappd</a>"
2023,Natural Cider,🥈 Silver,Sidra Trabanco,Asturias,Sidra Trabanco Selección,86,Active,"<a href=""https://www.sidratrabanco.com/"">Website</a>","<a href=""https://www.facebook.com/sidratrabanco/"">Facebook</a>","<a href=""https://www.instagram.com/sidratrabanco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8706552013547802387"">Google</a>",,,"<a href=""https://untappd.com/brewery/6382"">Untappd</a>"
2023,Natural Cider,🥈 Silver,Sidra Cabueñes,Asturias,Sidra Cabueñes DOP,86,Active,,"<a href=""https://www.facebook.com/sidracabuenies/"">Facebook</a>","<a href=""https://www.instagram.com/sidracabuenies/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5234296910772767246"">Google</a>",,,"<a href=""https://untappd.com/w/sidra-cabuenes/78883"">Untappd</a>"
2023,Natural Cider,🥈 Silver,Alorrenea,Basque Country,Alorrenea D.O.,86,Active,"<a href=""https://alorrenea.com/"">Website</a>","<a href=""https://www.facebook.com/Alorrenea/"">Facebook</a>","<a href=""https://www.instagram.com/alorrenea/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7369065934381285009"">Google</a>","<a href=""https://www.yelp.com/biz/alorrenea-astigarraga"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3809108"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-alorrena/64396"">Untappd</a>"
2023,Natural Cider,🥈 Silver,Son of Man,United States,Son of Man Sagardo,85.3,Active,"<a href=""https://www.sonofman.co/"">Website</a>",,"<a href=""https://www.instagram.com/sonofman.co/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/son-of-man-sagardo/428029"">Untappd</a>"
2023,Natural Cider,🥈 Silver,Cidrerie Berri,Basque Country,Txopinondo Sagarnoa,80.9,Active,"<a href=""https://txopinondo.fr/"">Website</a>","<a href=""https://www.facebook.com/txopinondo"">Facebook</a>","<a href=""https://www.instagram.com/txopinondo/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14446292626809718341"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1118261-d2139433"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-txopinondo/215570"">Untappd</a>"
2023,Natural Cider,🥈 Silver,Alorrenea,Basque Country,Alorrenea D.O. Premium,80.3,Active,"<a href=""https://alorrenea.com/"">Website</a>","<a href=""https://www.facebook.com/Alorrenea/"">Facebook</a>","<a href=""https://www.instagram.com/alorrenea/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7369065934381285009"">Google</a>","<a href=""https://www.yelp.com/biz/alorrenea-astigarraga"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3809108"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-alorrena/64396"">Untappd</a>"
2023,Natural Cider,🥈 Silver,Sidra Fran,Asturias,Ramos del Valle,80.2,Active,"<a href=""https://sidrafran.es/"">Website</a>",,"<a href=""https://www.instagram.com/sidrafran1918/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15672106953833908893"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g2437300-d7244547"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidra-fran/85954"">Untappd</a>"
2023,Natural Cider,🥈 Silver,Alorrenea,Basque Country,Alorrenea Gorenak,79.3,Active,"<a href=""https://alorrenea.com/"">Website</a>","<a href=""https://www.facebook.com/Alorrenea/"">Facebook</a>","<a href=""https://www.instagram.com/alorrenea/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7369065934381285009"">Google</a>","<a href=""https://www.yelp.com/biz/alorrenea-astigarraga"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3809108"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-alorrena/64396"">Untappd</a>"
2023,Natural Cider,🥉 Bronze,Son of Man,United States,Son of Man Handi,76.8,Active,"<a href=""https://www.sonofman.co/"">Website</a>",,"<a href=""https://www.instagram.com/sonofman.co/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/son-of-man-sagardo/428029"">Untappd</a>"
2023,Natural Cider,🥉 Bronze,The Drunken Pharmacist,Portugal,Sidra Natural,75.3,Active,,"<a href=""https://www.facebook.com/profile.php?id=100093795090507"">Facebook</a>","<a href=""https://www.instagram.com/thedrunkenpharmacist_/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/the-drunken-pharmacist/543354"">Untappd</a>"
2023,Natural Cider,🥉 Bronze,Sidra Mayador,Asturias,Sidra Natural M.Busto,73.7,Active,"<a href=""http://www.mayador.com/"">Website</a>","<a href=""https://www.facebook.com/sidramayadorcider"">Facebook</a>","<a href=""https://www.instagram.com/sidramayador/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6886369759358960464"">Google</a>",,,"<a href=""https://untappd.com/SidraMayador"">Untappd</a>"
2023,Natural Cider,🥉 Bronze,Isastegi,Basque Country,Isastegi Premium,73,Active,"<a href=""https://www.isastegi.com/"">Website</a>","<a href=""https://www.facebook.com/isastegi.sagardotegia"">Facebook</a>","<a href=""https://www.instagram.com/isastegi/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3927960308349571227"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064362-d5772954"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6054"">Untappd</a>"
2023,Natural Cider,🥉 Bronze,Baldorba Naturel & Sagarraleku,Basque Country,Sabaiza Premium,72.5,Active,"<a href=""https://www.sidrasbaldorbanaturel.com/"">Website</a>","<a href=""https://www.facebook.com/sagarraleku/"">Facebook</a>","<a href=""https://www.instagram.com/sidrasbaldorbanaturel/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/baldorba-sagardotegia/336919"">Untappd</a>"
2023,Natural Cider,🥉 Bronze,Sidra Riestra,Asturias,Sidra Natural Riestra,72.2,Active,"<a href=""http://www.sidrariestra.com/"">Website</a>","<a href=""https://www.facebook.com/SidraRiestra"">Facebook</a>","<a href=""https://www.instagram.com/sidrariestra/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2253085342105400787"">Google</a>",,,"<a href=""https://untappd.com/w/riestra/70601"">Untappd</a>"
2023,Natural Cider,🥉 Bronze,Baldorba Naturel & Sagarraleku,Basque Country,Naizhaga Premium,72.1,Active,"<a href=""https://www.sidrasbaldorbanaturel.com/"">Website</a>","<a href=""https://www.facebook.com/sagarraleku/"">Facebook</a>","<a href=""https://www.instagram.com/sidrasbaldorbanaturel/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/baldorba-sagardotegia/336919"">Untappd</a>"
2023,Natural Cider,🥉 Bronze,Sidra Niebla,Canary Islands,Sidra Niebla Etiqueta Verde,71.7,Active,"<a href=""https://www.sidrasdecanarias.com/"">Website</a>",,"<a href=""https://www.instagram.com/sidras_niebla/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16349686505723006702"">Google</a>",,,
2023,Natural Cider,🥉 Bronze,Sidra La Borda de Basajaun,Basque Country,Basajaun Glod,71.2,Active,,"<a href=""https://www.facebook.com/sidra.basajaun"">Facebook</a>","<a href=""https://www.instagram.com/sidra.labordadebasajaun/"">Instagram</a>",,,,
2023,Natural Cider,🥉 Bronze,Mizpiradi,Basque Country,Sidra Mizpiradi Do,71.1,Active,"<a href=""https://www.mizpiradi.eus/"">Website</a>","<a href=""https://www.facebook.com/mizpiradisagardotegia"">Facebook</a>","<a href=""https://www.instagram.com/mizpiradi_sagardotegia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8356736279020353612"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g4084952-d7743443"">TripAdvisor</a>","<a href=""https://untappd.com/w/mizpiradi-sagardotegia/553735"">Untappd</a>"
2023,Natural Cider,🥉 Bronze,Sidra Alfa,Portugal,Sidra Alfa,71,Active,"<a href=""https://sidraalfa.pt/"">Website</a>","<a href=""https://www.facebook.com/Sidralfa1/"">Facebook</a>","<a href=""https://www.instagram.com/sidra_alfa/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/sidra-alfa/545661"">Untappd</a>"
2023,Natural Cider,🥉 Bronze,Baldorba Naturel & Sagarraleku,Basque Country,Orbaibar Premium,71,Active,"<a href=""https://www.sidrasbaldorbanaturel.com/"">Website</a>","<a href=""https://www.facebook.com/sagarraleku/"">Facebook</a>","<a href=""https://www.instagram.com/sidrasbaldorbanaturel/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/baldorba-sagardotegia/336919"">Untappd</a>"
2023,Natural Cider,🥉 Bronze,Boneca de Canudo,Portugal,Sidra Boneca De Canudo 2022,70.8,Active,"<a href=""https://www.bonecadecanudo.com/"">Website</a>","<a href=""https://www.facebook.com/bonecadecanudo/"">Facebook</a>","<a href=""https://www.instagram.com/bonecadecanudo/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14850808685027168712"">Google</a>",,,"<a href=""https://untappd.com/w/casa-do-caramanchao/542700"">Untappd</a>"
2023,Natural Cider,🥉 Bronze,Calonge,Basque Country,Sidra Calonge,70.3,Active,"<a href=""https://www.calongesagardotegia.es/"">Website</a>","<a href=""https://www.facebook.com/calongesagardotegia/"">Facebook</a>","<a href=""https://www.instagram.com/calongesagardotegia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17297324039807359448"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g2578784-d3601648"">TripAdvisor</a>","<a href=""https://untappd.com/w/calonge-sagardotegia/69520"">Untappd</a>"
2023,Dominant Acidity Cider,🥇 Gold,Weidmann & Groh,Germany,Boskop 2022,96,Active,"<a href=""https://weidmann-groh.de/"">Website</a>","<a href=""https://www.facebook.com/pages/WEIDMANN-GROH/138116339592327"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=6569120976887073603"">Google</a>",,,"<a href=""https://untappd.com/w/weidmann-groh/73065"">Untappd</a>"
2023,Dominant Acidity Cider,🥇 Gold,Apfelweinkontor,Germany,Skylineschoppen (Mixed Apples),91.9,Active,"<a href=""https://www.apfelweinkontor.com/"">Website</a>","<a href=""https://www.facebook.com/Apfelweinkontor"">Facebook</a>","<a href=""https://www.instagram.com/apfelweinkontor/"">Instagram</a>","<a href=""https://maps.google.com/?cid=599143855742456461"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g187337-d6922559"">TripAdvisor</a>","<a href=""https://untappd.com/w/apfelweinkontor-frankfurt/468433"">Untappd</a>"
2023,Dominant Acidity Cider,🥇 Gold,Restauracja Tabun,Poland,Tabun Antonówka 2022,90.3,Active,"<a href=""https://www.restauracjatabun.pl/"">Website</a>","<a href=""https://www.facebook.com/TABUNCYDR/"">Facebook</a>","<a href=""https://www.instagram.com/tabuncydr/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13556304642115496222"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g3222438-d2654599"">TripAdvisor</a>","<a href=""https://untappd.com/w/tabun/434136"">Untappd</a>"
2023,Dominant Acidity Cider,🥇 Gold,Hardangergutane,Norway,Solglimt,90.1,Active,"<a href=""https://hardangergutane.no/"">Website</a>","<a href=""https://www.facebook.com/Hardangergutane/"">Facebook</a>","<a href=""https://www.instagram.com/hardangergutane/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10940983309801750674"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g2328851-d23478417"">TripAdvisor</a>","<a href=""https://untappd.com/w/hardangergutane/429679"">Untappd</a>"
2023,Dominant Acidity Cider,🥇 Gold,Sidra Viuda de Angelón,Asturias,1947 Sidra Natural de Mesa,89.4,Active,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
2023,Dominant Acidity Cider,🥈 Silver,OmCider,Norway,Skoiar,88,Active,"<a href=""https://omcider.no/"">Website</a>","<a href=""https://www.facebook.com/OmCiderAS/"">Facebook</a>","<a href=""https://www.instagram.com/omcideras/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1800091822223931241"">Google</a>",,,"<a href=""https://untappd.com/w/omcider/492586"">Untappd</a>"
2023,Dominant Acidity Cider,🥈 Silver,Het Hamerstuk,Netherlands,Hamerstuk Wilde Appel,84.8,Active,"<a href=""https://hethamerstuk.nl/"">Website</a>","<a href=""https://www.facebook.com/HetHamerstuk/"">Facebook</a>","<a href=""https://www.instagram.com/hethamerstuk"">Instagram</a>","<a href=""https://maps.google.com/?cid=11584128023568770529"">Google</a>",,,"<a href=""https://untappd.com/Hamerstuk"">Untappd</a>"
2023,Dominant Acidity Cider,🥈 Silver,Pomologik,Sweden,Aroma,81.3,Active,"<a href=""https://www.pomologik.se/"">Website</a>","<a href=""https://www.facebook.com/pomologik"">Facebook</a>","<a href=""https://www.instagram.com/Pomologik/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17836181822390207936"">Google</a>",,,"<a href=""https://untappd.com/Pomologik_swe"">Untappd</a>"
2023,Dominant Acidity Cider,🥈 Silver,Weidmann & Groh,Germany,Speierling Halbtrocken 2022,81.3,Active,"<a href=""https://weidmann-groh.de/"">Website</a>","<a href=""https://www.facebook.com/pages/WEIDMANN-GROH/138116339592327"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=6569120976887073603"">Google</a>",,,"<a href=""https://untappd.com/w/weidmann-groh/73065"">Untappd</a>"
2023,Dominant Acidity Cider,🥈 Silver,Ulvik Frukt & Cideri,Norway,Stille Stunder,80.8,Active,"<a href=""http://www.hakastadsider.no/"">Website</a>","<a href=""https://www.facebook.com/pages/Ulvik-Frukt-Cideri/191311970916027"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=8381380851022975775"">Google</a>",,,"<a href=""https://untappd.com/brewery/60198"">Untappd</a>"
2023,Dominant Acidity Cider,🥈 Silver,Apfelweinkontor,Germany,Goldparmäne&Bohnapfel Cuvée,80.1,Active,"<a href=""https://www.apfelweinkontor.com/"">Website</a>","<a href=""https://www.facebook.com/Apfelweinkontor"">Facebook</a>","<a href=""https://www.instagram.com/apfelweinkontor/"">Instagram</a>","<a href=""https://maps.google.com/?cid=599143855742456461"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g187337-d6922559"">TripAdvisor</a>","<a href=""https://untappd.com/w/apfelweinkontor-frankfurt/468433"">Untappd</a>"
2023,Dominant Acidity Cider,🥈 Silver,Sidra Trabanco,Asturias,Alicia,79.8,Active,"<a href=""https://www.sidratrabanco.com/"">Website</a>","<a href=""https://www.facebook.com/sidratrabanco/"">Facebook</a>","<a href=""https://www.instagram.com/sidratrabanco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8706552013547802387"">Google</a>",,,"<a href=""https://untappd.com/brewery/6382"">Untappd</a>"
2023,Dominant Acidity Cider,🥈 Silver,Kühbrein Most,Austria,Kühbreinmost - Champagner Renette,79.2,Active,"<a href=""https://www.kuehbreinmost.at/"">Website</a>","<a href=""https://www.facebook.com/KuhbreinMost/"">Facebook</a>","<a href=""https://www.instagram.com/kuehbrein__/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6347288815375920345"">Google</a>",,,"<a href=""https://untappd.com/w/k-hbrein/425089"">Untappd</a>"
2023,Dominant Acidity Cider,🥉 Bronze,ANXO Cider,United States,Happy Trees,77.9,Active,"<a href=""https://store.anxodc.com/"">Website</a>","<a href=""https://www.facebook.com/ANXOcider"">Facebook</a>","<a href=""https://www.instagram.com/anxodistrict/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9806483452569861957"">Google</a>","<a href=""https://www.yelp.com/biz/anxo-cidery-and-tasting-room-washington"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g28970-d18923653"">TripAdvisor</a>","<a href=""https://untappd.com/ANXOCidery"">Untappd</a>"
2023,Dominant Acidity Cider,🥉 Bronze,Cidérka,Czechia,Sojka,75.1,Active,"<a href=""https://www.ciderka.cz/"">Website</a>","<a href=""https://www.facebook.com/ciderka.cz"">Facebook</a>","<a href=""https://www.instagram.com/ciderka.cz/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4045068491840478725"">Google</a>",,,"<a href=""https://untappd.com/w/ciderka/463341"">Untappd</a>"
2023,Dominant Acidity Cider,🥉 Bronze,Sidra El Gaitero,Asturias,Gaitero Natural,75,Active,"<a href=""https://www.sidraelgaitero.com/"">Website</a>","<a href=""https://www.facebook.com/grupoelgaitero"">Facebook</a>","<a href=""https://www.instagram.com/grupoelgaitero/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15753532318992345137"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d3239389"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/4266"">Untappd</a>"
2023,Dominant Acidity Cider,🥉 Bronze,Hardangergutane,Norway,Vindpust,74.5,Active,"<a href=""https://hardangergutane.no/"">Website</a>","<a href=""https://www.facebook.com/Hardangergutane/"">Facebook</a>","<a href=""https://www.instagram.com/hardangergutane/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10940983309801750674"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g2328851-d23478417"">TripAdvisor</a>","<a href=""https://untappd.com/w/hardangergutane/429679"">Untappd</a>"
2023,Dominant Acidity Cider,🥉 Bronze,Cider Sekt,Czechia,Cider Talk Semi Sweet,74.5,Active,"<a href=""https://www.cidersekt.cz/"">Website</a>","<a href=""https://www.facebook.com/cidertalk/"">Facebook</a>","<a href=""https://www.instagram.com/cidertalk/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1744130511388226457"">Google</a>",,,"<a href=""https://untappd.com/w/provoco/396367"">Untappd</a>"
2023,Dominant Acidity Cider,🥉 Bronze,Mooma,Catalonia,Sidra Envellida 75cl,73.9,Active,"<a href=""https://mooma.cat/"">Website</a>","<a href=""https://www.facebook.com/sidreriamooma/"">Facebook</a>","<a href=""https://www.instagram.com/mooma/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11350926811080988766"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g3501872-d13815642"">TripAdvisor</a>","<a href=""https://untappd.com/w/mooma/254950"">Untappd</a>"
2023,Dominant Acidity Cider,🥉 Bronze,Elegast Cidery,Netherlands,Dorestad Wild Cider,73.9,Active,"<a href=""https://elegastcider.nl/"">Website</a>","<a href=""https://www.facebook.com/elegastcidery/"">Facebook</a>","<a href=""https://www.instagram.com/elegast_cidery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5936408747857287023"">Google</a>",,,"<a href=""https://untappd.com/ElegastCidery"">Untappd</a>"
2023,Dominant Acidity Cider,🥉 Bronze,Lofthus Ekspedisjon,Norway,OPO,73.7,Active,"<a href=""https://lofthusekspedisjon.no/"">Website</a>","<a href=""https://www.facebook.com/ekspedisjonlofthus/"">Facebook</a>","<a href=""https://www.instagram.com/lofthus_ekspedisjon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10108744972037075215"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1188596-d23540819"">TripAdvisor</a>","<a href=""https://untappd.com/EkspedisjonenBryggeri"">Untappd</a>"
2023,Dominant Acidity Cider,🥉 Bronze,Cydrownia Zywer,Poland,Panskie 2022,72.5,Active,"<a href=""https://zywer.pl/"">Website</a>","<a href=""https://www.facebook.com/CydrowniaZywer"">Facebook</a>","<a href=""https://www.instagram.com/cydrowniazywer/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10041242298570436703"">Google</a>",,,"<a href=""https://untappd.com/cydrowniazywer"">Untappd</a>"
2023,Dominant Acidity Cider,🥉 Bronze,Ulvik Frukt & Cideri,Norway,Gravenstein,72.1,Active,"<a href=""http://www.hakastadsider.no/"">Website</a>","<a href=""https://www.facebook.com/pages/Ulvik-Frukt-Cideri/191311970916027"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=8381380851022975775"">Google</a>",,,"<a href=""https://untappd.com/brewery/60198"">Untappd</a>"
2023,Dominant Bitterness Cider,🥇 Gold,Sidrería TenCai,Chile,Muerte Fría y Serena,91.2,Active,"<a href=""https://tencaisidra.cl/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100063550781151"">Facebook</a>","<a href=""https://www.instagram.com/tencaisidra/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5739971672897016755"">Google</a>",,,"<a href=""https://untappd.com/tencaisidra"">Untappd</a>"
2023,Dominant Bitterness Cider,🥈 Silver,Cidre Sorre,France,Rose Cuvee d'Exception,86.5,Active,"<a href=""https://www.cidre-sorre.fr/"">Website</a>","<a href=""https://www.facebook.com/CidrerieSorre/"">Facebook</a>","<a href=""https://www.instagram.com/cidreriesorre/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3277478841126723957"">Google</a>","<a href=""https://www.yelp.com/biz/chapron-cidre-sorre-ets-plerguer-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g8506159-d8653800"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidre-sorre/16758"">Untappd</a>"
2023,Dominant Bitterness Cider,🥈 Silver,Cidre Sorre,France,Spiritus Cuvee d'Exception,86.4,Active,"<a href=""https://www.cidre-sorre.fr/"">Website</a>","<a href=""https://www.facebook.com/CidrerieSorre/"">Facebook</a>","<a href=""https://www.instagram.com/cidreriesorre/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3277478841126723957"">Google</a>","<a href=""https://www.yelp.com/biz/chapron-cidre-sorre-ets-plerguer-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g8506159-d8653800"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidre-sorre/16758"">Untappd</a>"
2023,Dominant Bitterness Cider,🥈 Silver,Cidrerie du Pays d'Auray,France,Cidre Brut,82,Active,,,"<a href=""https://www.instagram.com/cidre.maho/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9205038680508918633"">Google</a>",,,"<a href=""https://untappd.com/w/cidrerie-du-pays-d-auray-frana-ois-maho/423523"">Untappd</a>"
2023,Dominant Bitterness Cider,🥉 Bronze,Cidre Sorre,France,Guillevic,76.4,Active,"<a href=""https://www.cidre-sorre.fr/"">Website</a>","<a href=""https://www.facebook.com/CidrerieSorre/"">Facebook</a>","<a href=""https://www.instagram.com/cidreriesorre/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3277478841126723957"">Google</a>","<a href=""https://www.yelp.com/biz/chapron-cidre-sorre-ets-plerguer-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g8506159-d8653800"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidre-sorre/16758"">Untappd</a>"
2023,Dominant Bitterness Cider,🥉 Bronze,Killahora Orchards,Ireland,Pet Nat Dry Bittersweet Cider 2021,75.5,Active,"<a href=""https://www.killahoraorchards.ie/"">Website</a>","<a href=""https://www.facebook.com/killahora/"">Facebook</a>","<a href=""https://www.instagram.com/killahora/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/killahora-orchards/437436"">Untappd</a>"
2023,Dominant Bitterness Cider,🥉 Bronze,Restauracja Tabun,Poland,Tabun Fine,74.1,Active,"<a href=""https://www.restauracjatabun.pl/"">Website</a>","<a href=""https://www.facebook.com/TABUNCYDR/"">Facebook</a>","<a href=""https://www.instagram.com/tabuncydr/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13556304642115496222"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g3222438-d2654599"">TripAdvisor</a>","<a href=""https://untappd.com/w/tabun/434136"">Untappd</a>"
2023,Dominant Bitterness Cider,🥉 Bronze,Pomologik,Sweden,Cidre Brut,74,Active,"<a href=""https://www.pomologik.se/"">Website</a>","<a href=""https://www.facebook.com/pomologik"">Facebook</a>","<a href=""https://www.instagram.com/Pomologik/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17836181822390207936"">Google</a>",,,"<a href=""https://untappd.com/Pomologik_swe"">Untappd</a>"
2023,Dominant Bitterness Cider,🥉 Bronze,Cider Sekt,Czechia,Cider Talk Bitter Sweet,73.9,Active,"<a href=""https://www.cidersekt.cz/"">Website</a>","<a href=""https://www.facebook.com/cidertalk/"">Facebook</a>","<a href=""https://www.instagram.com/cidertalk/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1744130511388226457"">Google</a>",,,"<a href=""https://untappd.com/w/provoco/396367"">Untappd</a>"
2023,Dominant Bitterness Cider,🥉 Bronze,Cidre Sorre,France,Brut Les Marinieres,71,Active,"<a href=""https://www.cidre-sorre.fr/"">Website</a>","<a href=""https://www.facebook.com/CidrerieSorre/"">Facebook</a>","<a href=""https://www.instagram.com/cidreriesorre/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3277478841126723957"">Google</a>","<a href=""https://www.yelp.com/biz/chapron-cidre-sorre-ets-plerguer-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g8506159-d8653800"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidre-sorre/16758"">Untappd</a>"
2023,Dominant Bitterness Cider,🥉 Bronze,ANXO Cider,United States,ANXO / Oliver's Hereford Gold,71,Active,"<a href=""https://store.anxodc.com/"">Website</a>","<a href=""https://www.facebook.com/ANXOcider"">Facebook</a>","<a href=""https://www.instagram.com/anxodistrict/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9806483452569861957"">Google</a>","<a href=""https://www.yelp.com/biz/anxo-cidery-and-tasting-room-washington"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g28970-d18923653"">TripAdvisor</a>","<a href=""https://untappd.com/ANXOCidery"">Untappd</a>"
2023,Premium Sparkling Cider,🥇 Gold,L'Aubinière,France,Cidre Cuveé Ombrage 2022,92.7,Active,"<a href=""https://www.laubiniere.fr/"">Website</a>","<a href=""https://www.facebook.com/laubiniere/"">Facebook</a>","<a href=""https://www.instagram.com/laubiniere/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3202157626582316196"">Google</a>",,,"<a href=""https://untappd.com/w/l-aubiniere/531046"">Untappd</a>"
