Year,Class,Medalist,Product,Award,Score,Status,Region,Country,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2018,New World Medium Sweet Cider,Mock Red Hill,Golden Cider,🥉 Bronze,83,Active,Victoria,Australia,"<a href=""https://www.mockredhill.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/Mock-Red-Hill/181240308586996"">Facebook</a>","<a href=""https://www.instagram.com/mockredhill/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10552205982251777171"">Google</a>","<a href=""https://www.yelp.com/biz/mock-orchards-red-hill"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g552249-d9793363"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/28770"">Untappd</a>"
2018,New World Medium Sweet Cider,Pressman's Cider,Pressman's Australian Apple Cider Draught,🥉 Bronze,83,Active,New South Wales,Australia,,"<a href=""https://www.facebook.com/pressmans"">Facebook</a>","<a href=""https://www.instagram.com/pressmans_cider/"">Instagram</a>",,,,"<a href=""https://untappd.com/b/australian-beer-co-pressman-s-cider/544529"">Untappd</a>"
2018,New World Medium Sweet Cider,Small Acres Cyder,Small Acres Cyder 2016 Norfolk Still,🥉 Bronze,83,Active,New South Wales,Australia,"<a href=""https://www.smallacrescyder.com.au/"">Website</a>","<a href=""https://www.facebook.com/SmallAcresCyder"">Facebook</a>","<a href=""https://www.instagram.com/smallacrescyder"">Instagram</a>","<a href=""https://maps.google.com/?cid=1497457670374953580"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14584"">Untappd</a>"
2018,New World Medium Sweet Cider,The Hills Cider Company,Cloudy Apple Cider,🥉 Bronze,83,Active,South Australia,Australia,,"<a href=""https://www.facebook.com/thehillscidercompany"">Facebook</a>","<a href=""https://www.instagram.com/thehillscidercompany/"">Instagram</a>","<a href=""https://maps.google.com/?cid=40048064327732560"">Google</a>",,,"<a href=""https://untappd.com/thehillscidercompany"">Untappd</a>"
2018,New World Medium Sweet Cider,Core Cider,Cloudy,🥉 Bronze,82,Active,Western Australia,Australia,"<a href=""https://corecider.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/The-CORE-Cider-House/193269374050973"">Facebook</a>","<a href=""https://www.instagram.com/coreciderhouse/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9482101079872958147"">Google</a>","<a href=""https://www.yelp.com/biz/core-cider-pickering-brook-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g804216-d3191966"">TripAdvisor</a>","<a href=""https://untappd.com/w/core-cider-house/90179"">Untappd</a>"
2018,New World Medium Sweet Cider,James Squire,James Squire Orchard Crush Apple Cider,🥉 Bronze,82,Active,New South Wales,Australia,"<a href=""https://www.jamessquire.com.au/"">Website</a>","<a href=""https://www.facebook.com/jamessquire"">Facebook</a>","<a href=""https://www.instagram.com/jamessquire_au/"">Instagram</a>",,,,"<a href=""https://untappd.com/JamesSquireMaltShovelBrewery"">Untappd</a>"
2018,New World Medium Sweet Cider,St Ronan's Cider,St Ronan's Apple Cider,🥉 Bronze,82,Active,Victoria,Australia,"<a href=""https://stronanscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/StRonansCider"">Facebook</a>","<a href=""https://www.instagram.com/st_ronans_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1347860416011573691"">Google</a>",,,"<a href=""https://untappd.com/StRonansCider"">Untappd</a>"
2018,New World Medium Sweet Cider,The Apple Thief,Granny Smith Cider,🥉 Bronze,82,Active,New South Wales,Australia,"<a href=""https://theapplethief.com.au/"">Website</a>","<a href=""https://www.facebook.com/TheAppleThiefCiders/"">Facebook</a>","<a href=""https://www.instagram.com/theapplethiefciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4762631239680624675"">Google</a>",,,"<a href=""https://untappd.com/brewery/21796"">Untappd</a>"
2018,New World Medium Sweet Cider,Frank's Cider,Summer Apple Cider,🥉 Bronze,80,Active,Tasmania,Australia,"<a href=""https://www.frankscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/FranksCider"">Facebook</a>","<a href=""https://www.instagram.com/frankscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12281895632138757991"">Google</a>","<a href=""https://www.yelp.com/biz/franks-cider-bar-and-cafe-franklin"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g504298-d7270183"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/66943"">Untappd</a>"
2018,New World Medium Sweet Cider,Montalto Winery,Montalto Apple Cider,🥉 Bronze,80,Inactive,Victoria,Australia,,,,,,,
2018,New World Medium Sweet Cider,Ten Sixty One,Tso Original Batch 3,🥉 Bronze,80,Active,Victoria,Australia,"<a href=""https://www.tensixtyone.com.au/"">Website</a>","<a href=""https://www.facebook.com/tensixtyonebyatlanta"">Facebook</a>","<a href=""https://www.instagram.com/tensixtyone"">Instagram</a>","<a href=""https://maps.google.com/?cid=11303100687113031618"">Google</a>",,,"<a href=""https://untappd.com/w/atlanta-orchards/304062"">Untappd</a>"
2018,New World Medium Sweet Cider,Ten Sixty One,Tso Original Batch 4 Cans Only,🥉 Bronze,80,Active,Victoria,Australia,"<a href=""https://www.tensixtyone.com.au/"">Website</a>","<a href=""https://www.facebook.com/tensixtyonebyatlanta"">Facebook</a>","<a href=""https://www.instagram.com/tensixtyone"">Instagram</a>","<a href=""https://maps.google.com/?cid=11303100687113031618"">Google</a>",,,"<a href=""https://untappd.com/w/atlanta-orchards/304062"">Untappd</a>"
2018,New World Medium Sweet Cider,Westons Cider,Stowford Press Medium Dry,🥉 Bronze,80,Active,Herefordshire,England,"<a href=""https://www.westons-cider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/WestonsCiderMill"">Facebook</a>","<a href=""https://www.instagram.com/westonscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11779156514256391794"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g186303-d218508"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6135"">Untappd</a>"
2018,New World Medium Sweet Cider,Batlow Cider Co.,Batlow Cloudy Cider,🥉 Bronze,78,Active,New South Wales,Australia,"<a href=""https://www.batlowcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/batlowcider"">Facebook</a>","<a href=""https://www.instagram.com/batlowcider/"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/16618"">Untappd</a>"
2018,New World Medium Sweet Cider,Batlow Cider Co.,Batlow Funk & Fresh Cider,🥉 Bronze,78,Active,New South Wales,Australia,"<a href=""https://www.batlowcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/batlowcider"">Facebook</a>","<a href=""https://www.instagram.com/batlowcider/"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/16618"">Untappd</a>"
2018,New World Medium Sweet Cider,Darkes Cider,Howler,🥉 Bronze,78,Active,New South Wales,Australia,"<a href=""https://www.darkes.com.au/"">Website</a>","<a href=""https://www.facebook.com/DarkesCider"">Facebook</a>","<a href=""https://www.instagram.com/darkescider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9016868264603406991"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g7786462-d7786279"">TripAdvisor</a>","<a href=""https://untappd.com/w/darkes-cider/93421"">Untappd</a>"
2018,New World Medium Sweet Cider,Funk Cider,Perth Cider,🥉 Bronze,78,Active,Western Australia,Australia,"<a href=""https://funkdrinks.co/"">Website</a>","<a href=""https://www.facebook.com/funkdrinksco"">Facebook</a>","<a href=""https://www.instagram.com/funkdrinksco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12976653066917509642"">Google</a>",,,"<a href=""https://untappd.com/FunkCider"">Untappd</a>"
2018,New World Medium Sweet Cider,Funk Cider,Session Cider,🥉 Bronze,78,Active,Western Australia,Australia,"<a href=""https://funkdrinks.co/"">Website</a>","<a href=""https://www.facebook.com/funkdrinksco"">Facebook</a>","<a href=""https://www.instagram.com/funkdrinksco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12976653066917509642"">Google</a>",,,"<a href=""https://untappd.com/FunkCider"">Untappd</a>"
2018,New World Medium Sweet Cider,Hillbilly Cider,Apple Cider,🥉 Bronze,78,Active,New South Wales,Australia,"<a href=""https://hillbillycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/HillbillyCider/"">Facebook</a>","<a href=""https://www.instagram.com/hillbillycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=904695025997043027"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d12290596"">TripAdvisor</a>","<a href=""https://untappd.com/w/hillbilly-harvest-co/44163"">Untappd</a>"
2018,New World Medium Sweet Cider,The Side Project Cider & Beerworks,Mr Bright Cide,🥉 Bronze,78,Inactive,South Australia,Australia,,,,,,,
2018,New World Sweet Cider,The Sparkke Change Beverage Company,SPARKKE Apple Cider,🥈 Silver,87,Inactive,South Australia,Australia,,,,,,,
2018,New World Sweet Cider,Batlow Cider Co.,Batlow Saison Cider,🥈 Silver,87,Active,New South Wales,Australia,"<a href=""https://www.batlowcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/batlowcider"">Facebook</a>","<a href=""https://www.instagram.com/batlowcider/"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/16618"">Untappd</a>"
2018,New World Sweet Cider,Runamuk Cider Co,The Pedler Apple Cider,🥈 Silver,85,Active,Western Australia,Australia,"<a href=""https://runamukciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/RunamukCiderCo/"">Facebook</a>","<a href=""https://www.instagram.com/runamukciderco/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/runamuk-cider-co/430598"">Untappd</a>"
2018,New World Sweet Cider,Three Oaks Cider,Three Oaks Crushed Apple Cider 8,🥈 Silver,85,Active,South Australia,Australia,"<a href=""https://www.threeoakscider.com/"">Website</a>","<a href=""https://www.facebook.com/Threeoakscider"">Facebook</a>","<a href=""https://www.instagram.com/threeoakscider/"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/16538"">Untappd</a>"
2018,New World Sweet Cider,Flying Brick Cider,Original Cider,🥉 Bronze,83,Active,Victoria,Australia,"<a href=""https://flyingbrickciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/flyingbrickciderco"">Facebook</a>","<a href=""https://www.instagram.com/flyingbrickciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=413601929230884265"">Google</a>","<a href=""https://www.yelp.com/biz/flying-brick-cider-co-wallington-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1937720-d7332877"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/33883"">Untappd</a>"
2018,New World Sweet Cider,Harcourt Perry & Cider Makers,Harcourt Apple Cider,🥉 Bronze,83,Active,Victoria,Australia,"<a href=""https://harcourtcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/HarcourtCider/"">Facebook</a>","<a href=""https://www.instagram.com/harcourtcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8775592475109844928"">Google</a>",,,"<a href=""https://untappd.com/w/harcourt-perry-cider-makers/429734"">Untappd</a>"
2018,New World Sweet Cider,Small Acres Cyder,Small Acres Cyder 2016 Appscato,🥉 Bronze,83,Active,New South Wales,Australia,"<a href=""https://www.smallacrescyder.com.au/"">Website</a>","<a href=""https://www.facebook.com/SmallAcresCyder"">Facebook</a>","<a href=""https://www.instagram.com/smallacrescyder"">Instagram</a>","<a href=""https://maps.google.com/?cid=1497457670374953580"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14584"">Untappd</a>"
2018,New World Sweet Cider,Bilpin Cider,Bilpin Blush Pink Lady Cider,🥉 Bronze,79,Active,New South Wales,Australia,"<a href=""https://bilpincider.com/"">Website</a>","<a href=""https://www.facebook.com/bilpincider"">Facebook</a>","<a href=""https://www.instagram.com/bilpincider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1982319036704250930"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d10065632"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/18734"">Untappd</a>"
2018,New World Sweet Cider,Dr. Pilkington's,Dr Pilkington Miracle Cider,🥉 Bronze,78,Inactive,South Australia,Australia,,,,,,,
2018,New World Sweet Cider,Redwood Cider Co.,Crisp Apple Cider,🥉 Bronze,78,Active,Tasman,New Zealand,"<a href=""https://www.db.co.nz/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=6996062561310556831"">Google</a>",,,"<a href=""https://untappd.com/w/redwood-cider-co/184117"">Untappd</a>"
2018,New World Sweet Cider,Cheeky Tiki Cider,Cheeky Tiki -  Sweet Apple Cider,🥉 Bronze,77.5,Active,Queensland,Australia,"<a href=""https://www.ohanawinery.com.au/"">Website</a>","<a href=""https://www.facebook.com/OhanaWinery"">Facebook</a>","<a href=""https://www.instagram.com/cheekytikicider/"">Instagram</a>",,,"<a href=""https://www.tripadvisor.com/Attraction_Review-g255334-d15052083"">TripAdvisor</a>","<a href=""https://untappd.com/CheekyTiki"">Untappd</a>"
2018,New World Sweet Cider,Lion,Kirin Fuji Apple Cider,🥉 Bronze,77.5,Active,New South Wales,Australia,"<a href=""https://www.lionco.com/"">Website</a>",,,,,,
2018,New World Sweet Cider,Coles Liquor Group,Mr Finch Apple Cider (Cans),🥉 Bronze,77.5,Inactive,Victoria,Australia,,,,,,,
2018,New World Sweet Cider,Coles Liquor Group,Steamrail Apple Cider (Bottle),🥉 Bronze,77.5,Inactive,Victoria,Australia,,,,,,,
2018,New World Sweet Cider,Three Oaks Cider,Three Oaks Crushed Apple Cider 5,🥉 Bronze,77.5,Active,South Australia,Australia,"<a href=""https://www.threeoakscider.com/"">Website</a>","<a href=""https://www.facebook.com/Threeoakscider"">Facebook</a>","<a href=""https://www.instagram.com/threeoakscider/"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/16538"">Untappd</a>"
2018,New World Method Traditional Cider,Core Cider,2015 Corerupted,🥈 Silver,91,Active,Western Australia,Australia,"<a href=""https://corecider.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/The-CORE-Cider-House/193269374050973"">Facebook</a>","<a href=""https://www.instagram.com/coreciderhouse/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9482101079872958147"">Google</a>","<a href=""https://www.yelp.com/biz/core-cider-pickering-brook-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g804216-d3191966"">TripAdvisor</a>","<a href=""https://untappd.com/w/core-cider-house/90179"">Untappd</a>"
2018,New World Method Traditional Cider,Brady's Lookout Cider,2016 Wild Cuvee,🥈 Silver,89,Active,Tasmania,Australia,"<a href=""https://www.bradyslookoutcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/bradyslookoutcider"">Facebook</a>","<a href=""https://www.instagram.com/bradys_lookout_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17861747211596541785"">Google</a>",,,"<a href=""https://untappd.com/w/brady-s-lookout/225207"">Untappd</a>"
2018,New World Method Traditional Cider,Carmel Cider Co.,Tree Ripened Apple,🥉 Bronze,83,Active,Western Australia,Australia,"<a href=""https://carmelcider.com.au/"">Website</a>",,"<a href=""https://www.instagram.com/carmel_cider"">Instagram</a>","<a href=""https://maps.google.com/?cid=9888810503901269588"">Google</a>",,,"<a href=""https://untappd.com/CarmelCiderCompany"">Untappd</a>"
2018,New World Method Traditional Cider,Carmel Cider Co.,Apple,🥉 Bronze,80,Active,Western Australia,Australia,"<a href=""https://carmelcider.com.au/"">Website</a>",,"<a href=""https://www.instagram.com/carmel_cider"">Instagram</a>","<a href=""https://maps.google.com/?cid=9888810503901269588"">Google</a>",,,"<a href=""https://untappd.com/CarmelCiderCompany"">Untappd</a>"
2018,New World Method Traditional Cider,Small Acres Cyder,Small Acres Cyder 2015 Sparkling,🥉 Bronze,80,Active,New South Wales,Australia,"<a href=""https://www.smallacrescyder.com.au/"">Website</a>","<a href=""https://www.facebook.com/SmallAcresCyder"">Facebook</a>","<a href=""https://www.instagram.com/smallacrescyder"">Instagram</a>","<a href=""https://maps.google.com/?cid=1497457670374953580"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14584"">Untappd</a>"
2018,New World Method Traditional Cider,Brady's Lookout Cider,2016 Premium Cuvee Cider,🥉 Bronze,78,Active,Tasmania,Australia,"<a href=""https://www.bradyslookoutcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/bradyslookoutcider"">Facebook</a>","<a href=""https://www.instagram.com/bradys_lookout_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17861747211596541785"">Google</a>",,,"<a href=""https://untappd.com/w/brady-s-lookout/225207"">Untappd</a>"
2018,New World Method Traditional Cider,Sunshine Coast Cider,Brut+ Cider,🥉 Bronze,78,Active,Queensland,Australia,"<a href=""https://www.sunshinecoastcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/sunshinecoastcider/"">Facebook</a>","<a href=""https://www.instagram.com/sunshinecoastcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10163774916123498605"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g7815622-d21508891"">TripAdvisor</a>","<a href=""https://untappd.com/SunshineCoastCider"">Untappd</a>"
2018,Traditional Dry Cider,3 Sons Cider,The Cranky Pom,🥇 Gold,94,Active,Australian Capital Territory,Australia,"<a href=""http://www.3sonscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/3SonsCider/"">Facebook</a>","<a href=""https://www.instagram.com/3sonscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16285596579467432961"">Google</a>",,,"<a href=""https://untappd.com/3sonscider"">Untappd</a>"
2018,Traditional Dry Cider,Spreyton Cider Co.,Vintage 2017,🥇 Gold,94,Active,Tasmania,Australia,"<a href=""https://www.spreytonciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/SpreytonCiderCo"">Facebook</a>","<a href=""https://www.instagram.com/spreytonciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4719454766033276507"">Google</a>","<a href=""https://www.yelp.com/biz/spreyton-cider-co-spreyton-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g504292-d3738226"">TripAdvisor</a>","<a href=""https://untappd.com/SpreytonCiderCo"">Untappd</a>"
2018,Traditional Dry Cider,Daylesford Cider Company,Vintage Dry,🥇 Gold,93,Active,Victoria,Australia,"<a href=""https://daylesfordcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/DaylesfordCider"">Facebook</a>","<a href=""https://www.instagram.com/daylesfordcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3704200538482217988"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2533620-d4506486"">TripAdvisor</a>","<a href=""https://untappd.com/w/daylesford-cider-company/15899"">Untappd</a>"
2018,Traditional Dry Cider,Crucible Cider,Crucible Dry Cider,🥈 Silver,90,Active,Victoria,Australia,,"<a href=""https://www.facebook.com/profile.php?id=100072057556611"">Facebook</a>","<a href=""https://www.instagram.com/crucible_cider/?img_index=1"">Instagram</a>",,,,
2018,Traditional Dry Cider,Hart's Farm,Dry Cider,🥈 Silver,88,Active,Victoria,Australia,"<a href=""https://www.hartsfarm.com.au/"">Website</a>","<a href=""https://www.facebook.com/Hartsfarm.morningtonpeninsula"">Facebook</a>","<a href=""https://www.instagram.com/hartsfarm"">Instagram</a>","<a href=""https://maps.google.com/?cid=10474103931088012940"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g552256-d2477464"">TripAdvisor</a>","<a href=""https://untappd.com/w/hart-s-farm/278622"">Untappd</a>"
2018,Traditional Dry Cider,Surges Bay Orchard,Traditional,🥈 Silver,88,Inactive,Tasmania,Australia,,,,,,,
2018,Traditional Dry Cider,The Side Project Cider & Beerworks,"2017 Dry Vintage ",🥈 Silver,85,Inactive,South Australia,Australia,,,,,,,
2018,Traditional Dry Cider,Learmonth Cider,321 Learmonth Traditional Still,🥉 Bronze,80,Active,Victoria,Australia,"<a href=""https://learmonthcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100069530773568"">Facebook</a>",,,,,"<a href=""https://untappd.com/w/321-learmonth/90115"">Untappd</a>"
2018,Traditional Dry Cider,Cheeky Grog Co,Secret Seven,🥉 Bronze,80,Active,Victoria,Australia,"<a href=""https://cheekygrogco.com/"">Website</a>","<a href=""https://www.facebook.com/cheekygrogco"">Facebook</a>","<a href=""https://www.instagram.com/cheekygrogco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=18312852297094426661"">Google</a>","<a href=""https://www.yelp.com/biz/cheeky-grog-co-bunbartha"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g12263922-d10807488"">TripAdvisor</a>","<a href=""https://untappd.com/w/cheeky-grog-co/247399"">Untappd</a>"
2018,Traditional Dry Cider,Sidra El Gaitero,El Gaitero Natural,🥉 Bronze,80,Active,Asturias,Spain,"<a href=""https://www.sidraelgaitero.com/"">Website</a>","<a href=""https://www.facebook.com/grupoelgaitero"">Facebook</a>","<a href=""https://www.instagram.com/grupoelgaitero/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15753532318992345137"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d3239389"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/4266"">Untappd</a>"
2018,Traditional Dry Cider,Lobo Cider,LOBO Norman,🥉 Bronze,80,Active,South Australia,Australia,"<a href=""https://www.lobocider.com.au/"">Website</a>","<a href=""https://www.facebook.com/LOBOcider/"">Facebook</a>","<a href=""https://www.instagram.com/lobocider"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/8446"">Untappd</a>"
2018,Traditional Dry Cider,Mountford Wines,Sparkling Cider,🥉 Bronze,77.5,Active,Western Australia,Australia,"<a href=""https://www.mountfordwines.com.au/"">Website</a>","<a href=""https://www.facebook.com/mountfordwines/"">Facebook</a>","<a href=""https://www.instagram.com/mountfordwines/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5375517846867915536"">Google</a>","<a href=""https://www.yelp.com/biz/mountford-wines-and-tangletoe-cidery-pemberton"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g261676-d3806187"">TripAdvisor</a>","<a href=""https://untappd.com/w/mountford-wines/77205"">Untappd</a>"
2018,Traditional Medium Cider,Kangaroo Island Ciders,Colony Cove Vintage Cider,🥇 Gold,93,Active,South Australia,Australia,"<a href=""https://www.kangarooislandciders.com.au/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=7120331639179318476"">Google</a>",,,"<a href=""https://untappd.com/w/kangaroo-island-ciders/62318"">Untappd</a>"
2018,Traditional Medium Cider,Spreyton Cider Co.,Cidermakers Select 2017 - The Big Q,🥈 Silver,90,Active,Tasmania,Australia,"<a href=""https://www.spreytonciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/SpreytonCiderCo"">Facebook</a>","<a href=""https://www.instagram.com/spreytonciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4719454766033276507"">Google</a>","<a href=""https://www.yelp.com/biz/spreyton-cider-co-spreyton-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g504292-d3738226"">TripAdvisor</a>","<a href=""https://untappd.com/SpreytonCiderCo"">Untappd</a>"
2018,Traditional Medium Cider,Adams Cider Company,Devils Bit Mountain,🥈 Silver,88,Active,Tipperary,Ireland,,"<a href=""https://www.facebook.com/devilsbitcider"">Facebook</a>","<a href=""https://www.instagram.com/devilsbitcider/"">Instagram</a>",,,,"<a href=""https://untappd.com/AdamsCiderCompany"">Untappd</a>"
2018,Traditional Medium Cider,Daylesford Cider Company,Arf N Arf,🥈 Silver,85,Active,Victoria,Australia,"<a href=""https://daylesfordcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/DaylesfordCider"">Facebook</a>","<a href=""https://www.instagram.com/daylesfordcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3704200538482217988"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2533620-d4506486"">TripAdvisor</a>","<a href=""https://untappd.com/w/daylesford-cider-company/15899"">Untappd</a>"
2018,Traditional Medium Cider,Willie Smith's,Willie Smith's Yarlington Mill Cider,🥉 Bronze,83,Active,Tasmania,Australia,"<a href=""https://www.williesmiths.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/Willie-Smiths-Organic-Cider/260319247336198"">Facebook</a>","<a href=""https://www.instagram.com/williesmithscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16057012530083496420"">Google</a>","<a href=""https://www.yelp.com/biz/willie-smith-s-apple-shed-grove"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1175547-d7911074"">TripAdvisor</a>","<a href=""https://untappd.com/WilliamSmithandSons"">Untappd</a>"
2018,Traditional Medium Cider,Daylesford Cider Company,Kingston Black,🥉 Bronze,82,Active,Victoria,Australia,"<a href=""https://daylesfordcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/DaylesfordCider"">Facebook</a>","<a href=""https://www.instagram.com/daylesfordcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3704200538482217988"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2533620-d4506486"">TripAdvisor</a>","<a href=""https://untappd.com/w/daylesford-cider-company/15899"">Untappd</a>"
2018,Traditional Medium Cider,Lobo Cider,LOBO Bodicea,🥉 Bronze,82,Active,South Australia,Australia,"<a href=""https://www.lobocider.com.au/"">Website</a>","<a href=""https://www.facebook.com/LOBOcider/"">Facebook</a>","<a href=""https://www.instagram.com/lobocider"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/8446"">Untappd</a>"
2018,Traditional Medium Cider,Lobo Cider,LOBO Trad,🥉 Bronze,82,Active,South Australia,Australia,"<a href=""https://www.lobocider.com.au/"">Website</a>","<a href=""https://www.facebook.com/LOBOcider/"">Facebook</a>","<a href=""https://www.instagram.com/lobocider"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/8446"">Untappd</a>"
2018,Traditional Medium Cider,Cheeky Grog Co,Foxy Dabinett,🥉 Bronze,79,Active,Victoria,Australia,"<a href=""https://cheekygrogco.com/"">Website</a>","<a href=""https://www.facebook.com/cheekygrogco"">Facebook</a>","<a href=""https://www.instagram.com/cheekygrogco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=18312852297094426661"">Google</a>","<a href=""https://www.yelp.com/biz/cheeky-grog-co-bunbartha"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g12263922-d10807488"">TripAdvisor</a>","<a href=""https://untappd.com/w/cheeky-grog-co/247399"">Untappd</a>"
2018,Traditional Medium Cider,Kangaroo Island Ciders,Colony Cove Original Cider,🥉 Bronze,79,Active,South Australia,Australia,"<a href=""https://www.kangarooislandciders.com.au/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=7120331639179318476"">Google</a>",,,"<a href=""https://untappd.com/w/kangaroo-island-ciders/62318"">Untappd</a>"
