Year,Class,Medalist,Product,Award,Score,Status,Region,Country,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2014,New World Medium Perry,Paracombe Premium Perry,Perfect 5,🥉 Bronze,46.5,Active,South Australia,Australia,"<a href=""https://paracombepremiumperry.com.au/"">Website</a>","<a href=""https://www.facebook.com/ParacombePremiumPerry"">Facebook</a>","<a href=""https://www.instagram.com/paracombe_premium_perry/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8848424261688723969"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g255093-d11707679"">TripAdvisor</a>","<a href=""https://untappd.com/ParacombePremiumPerry"">Untappd</a>"
2014,New World Medium Perry,Small Acres Cyder,Small Acres Poire,🥉 Bronze,46.5,Active,New South Wales,Australia,"<a href=""https://www.smallacrescyder.com.au/"">Website</a>","<a href=""https://www.facebook.com/SmallAcresCyder"">Facebook</a>","<a href=""https://www.instagram.com/smallacrescyder"">Instagram</a>","<a href=""https://maps.google.com/?cid=1497457670374953580"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14584"">Untappd</a>"
2014,New World Medium Perry,The Hills Cider Company,Hills Cider Pear,🥉 Bronze,46.5,Active,South Australia,Australia,,"<a href=""https://www.facebook.com/thehillscidercompany"">Facebook</a>","<a href=""https://www.instagram.com/thehillscidercompany/"">Instagram</a>","<a href=""https://maps.google.com/?cid=40048064327732560"">Google</a>",,,"<a href=""https://untappd.com/thehillscidercompany"">Untappd</a>"
2014,Traditional Medium Perry,Hillbilly Cider,Hillbilly Pear Cider,🥈 Silver,52.5,Active,New South Wales,Australia,"<a href=""https://hillbillycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/HillbillyCider/"">Facebook</a>","<a href=""https://www.instagram.com/hillbillycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=904695025997043027"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d12290596"">TripAdvisor</a>","<a href=""https://untappd.com/w/hillbilly-harvest-co/44163"">Untappd</a>"
2014,Traditional Medium Perry,Lobo Cider,LOBO Perry,🥉 Bronze,49.5,Active,South Australia,Australia,"<a href=""https://www.lobocider.com.au/"">Website</a>","<a href=""https://www.facebook.com/LOBOcider/"">Facebook</a>","<a href=""https://www.instagram.com/lobocider"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/8446"">Untappd</a>"
2014,Bottle Conditioned / Methode Champenoise Perry,Napoleone Cider,Napoleone Methode Traditionelle Pear Cider,🥇 Gold,55.5,Active,Victoria,Australia,"<a href=""https://napoleone.com.au/"">Website</a>","<a href=""https://www.facebook.com/napoleoneorchardbar"">Facebook</a>","<a href=""https://www.instagram.com/napoleonecider"">Instagram</a>","<a href=""https://maps.google.com/?cid=3472985488113617215"">Google</a>","<a href=""https://www.yelp.com/biz/napoleone-brewery-and-ciderhouse-coldstream"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1205102-d7980976"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/3800"">Untappd</a>"
2014,Bottle Conditioned / Methode Champenoise Perry,St Ronan's Cider,St Ronan’s Methode Traditional Pear Cider,🥈 Silver,51,Active,Victoria,Australia,"<a href=""https://stronanscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/StRonansCider"">Facebook</a>","<a href=""https://www.instagram.com/st_ronans_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1347860416011573691"">Google</a>",,,"<a href=""https://untappd.com/StRonansCider"">Untappd</a>"
2014,Bottle Conditioned / Methode Champenoise Perry,Small Acres Cyder,Small Acres Cyder Sparkling Perry 2013,🥉 Bronze,49.5,Active,New South Wales,Australia,"<a href=""https://www.smallacrescyder.com.au/"">Website</a>","<a href=""https://www.facebook.com/SmallAcresCyder"">Facebook</a>","<a href=""https://www.instagram.com/smallacrescyder"">Instagram</a>","<a href=""https://maps.google.com/?cid=1497457670374953580"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14584"">Untappd</a>"
2014,Ice Cider or Perry,Small Acres Cyder,Small Acres Cyder Pomona Ice 2012,🥈 Silver,51,Active,New South Wales,Australia,"<a href=""https://www.smallacrescyder.com.au/"">Website</a>","<a href=""https://www.facebook.com/SmallAcresCyder"">Facebook</a>","<a href=""https://www.instagram.com/smallacrescyder"">Instagram</a>","<a href=""https://maps.google.com/?cid=1497457670374953580"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14584"">Untappd</a>"
2014,Fortified Cider or Perry,Small Acres Cyder,Small Acres Cyder Pommeau 2009,🥈 Silver,51,Active,New South Wales,Australia,"<a href=""https://www.smallacrescyder.com.au/"">Website</a>","<a href=""https://www.facebook.com/SmallAcresCyder"">Facebook</a>","<a href=""https://www.instagram.com/smallacrescyder"">Instagram</a>","<a href=""https://maps.google.com/?cid=1497457670374953580"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14584"">Untappd</a>"
2014,Experimental Cider or Perry,Pressman's Cider,Pressman’s Mid,🥉 Bronze,48,Active,New South Wales,Australia,,"<a href=""https://www.facebook.com/pressmans"">Facebook</a>","<a href=""https://www.instagram.com/pressmans_cider/"">Instagram</a>",,,,"<a href=""https://untappd.com/b/australian-beer-co-pressman-s-cider/544529"">Untappd</a>"
2015,New World Dry Cider,Jachmann Cider,Jachmann Lady William Apple Cider 500 Ml,🥉 Bronze,83,Active,South Australia,Australia,"<a href=""https://jachmann.com.au/"">Website</a>","<a href=""https://www.facebook.com/JachmannAppleCider"">Facebook</a>",,,,,"<a href=""https://untappd.com/w/jachmann-apple-co/201681"">Untappd</a>"
2015,New World Dry Cider,Jachmann Cider,Jachmann Lady William Apple Cider 750 Ml,🥉 Bronze,82,Active,South Australia,Australia,"<a href=""https://jachmann.com.au/"">Website</a>","<a href=""https://www.facebook.com/JachmannAppleCider"">Facebook</a>",,,,,"<a href=""https://untappd.com/w/jachmann-apple-co/201681"">Untappd</a>"
2015,New World Dry Cider,Sutton's Juice Factory,Suttons Cider,🥉 Bronze,80,Active,Queensland,Australia,"<a href=""https://suttonsfarm.com.au/"">Website</a>","<a href=""https://www.facebook.com/suttonsjuiceandcider/"">Facebook</a>","<a href=""https://www.instagram.com/suttonsfarm/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17202902084953727843"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g3666083-d1743635"">TripAdvisor</a>","<a href=""https://untappd.com/w/suttons-farm/169154"">Untappd</a>"
2015,New World Dry Cider,Henry of Harcourt,Original Cider,🥉 Bronze,79,Active,Victoria,Australia,"<a href=""https://henrycider.com/"">Website</a>","<a href=""https://www.facebook.com/henrycider/"">Facebook</a>","<a href=""https://www.instagram.com/henrycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8940355932051611367"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g552178-d8783234"">TripAdvisor</a>","<a href=""https://untappd.com/w/henry-of-harcourt/5374"">Untappd</a>"
2015,New World Dry Cider,Learmonth Cider,321 Learmonth Traditional Still Cider,🥉 Bronze,78,Active,Victoria,Australia,"<a href=""https://learmonthcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100069530773568"">Facebook</a>",,,,,"<a href=""https://untappd.com/w/321-learmonth/90115"">Untappd</a>"
2015,New World Dry Cider,Red Brick Road Ciderhouse & Bar,Cox's Orange Pippin Cider,🥉 Bronze,78,Inactive,Tasmania,Australia,,,,,,,
2015,Traditional Dry Cider,Borrodell Vineyard,Borrodell Vineyard's Heritage Apple Cider,🥇 Gold,93,Active,New South Wales,Australia,"<a href=""https://www.borrodell.com.au/"">Website</a>","<a href=""https://www.facebook.com/BorrodellVineyard/"">Facebook</a>","<a href=""https://www.instagram.com/borrodell_vineyard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9113164481963775697"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g255326-d4469466"">TripAdvisor</a>","<a href=""https://untappd.com/w/borrodell-vineyard/42488"">Untappd</a>"
2015,Traditional Dry Cider,Crucible Cider,Crucible Cider,🥈 Silver,85,Active,Victoria,Australia,,"<a href=""https://www.facebook.com/profile.php?id=100072057556611"">Facebook</a>","<a href=""https://www.instagram.com/crucible_cider/?img_index=1"">Instagram</a>",,,,
2015,Traditional Dry Cider,Small Acres Cyder,Small Acres Cyder Somerset Still 2014,🥈 Silver,85,Active,New South Wales,Australia,"<a href=""https://www.smallacrescyder.com.au/"">Website</a>","<a href=""https://www.facebook.com/SmallAcresCyder"">Facebook</a>","<a href=""https://www.instagram.com/smallacrescyder"">Instagram</a>","<a href=""https://maps.google.com/?cid=1497457670374953580"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14584"">Untappd</a>"
2015,Traditional Dry Cider,Lost Pippin,Lost Pippin Vintage 2014,🥉 Bronze,81,Active,Tasmania,Australia,"<a href=""https://lostpippin.com.au/"">Website</a>","<a href=""https://www.facebook.com/LostPippin/"">Facebook</a>","<a href=""https://www.instagram.com/lostpippin/"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/42379"">Untappd</a>"
2015,Traditional Dry Cider,Adams Orchard Cider,Adams Orchard Dry Apple Cider,🥉 Bronze,79,Inactive,South Australia,Australia,,,,,,,
2015,Traditional Dry Cider,Core Cider,HARDCORE,🥉 Bronze,78,Active,Western Australia,Australia,"<a href=""https://corecider.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/The-CORE-Cider-House/193269374050973"">Facebook</a>","<a href=""https://www.instagram.com/coreciderhouse/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9482101079872958147"">Google</a>","<a href=""https://www.yelp.com/biz/core-cider-pickering-brook-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g804216-d3191966"">TripAdvisor</a>","<a href=""https://untappd.com/w/core-cider-house/90179"">Untappd</a>"
2015,Traditional Dry Cider,Kangaroo Island Ciders,Colony Cove Vintage Cider,🥉 Bronze,77.5,Active,South Australia,Australia,"<a href=""https://www.kangarooislandciders.com.au/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=7120331639179318476"">Google</a>",,,"<a href=""https://untappd.com/w/kangaroo-island-ciders/62318"">Untappd</a>"
2015,Traditional Dry Cider,Spreyton Cider Co.,Vintage 2015,🥉 Bronze,77.5,Active,Tasmania,Australia,"<a href=""https://www.spreytonciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/SpreytonCiderCo"">Facebook</a>","<a href=""https://www.instagram.com/spreytonciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4719454766033276507"">Google</a>","<a href=""https://www.yelp.com/biz/spreyton-cider-co-spreyton-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g504292-d3738226"">TripAdvisor</a>","<a href=""https://untappd.com/SpreytonCiderCo"">Untappd</a>"
2015,New World Medium Cider,The Hills Cider Company,Apple Cider,🥈 Silver,85,Active,South Australia,Australia,,"<a href=""https://www.facebook.com/thehillscidercompany"">Facebook</a>","<a href=""https://www.instagram.com/thehillscidercompany/"">Instagram</a>","<a href=""https://maps.google.com/?cid=40048064327732560"">Google</a>",,,"<a href=""https://untappd.com/thehillscidercompany"">Untappd</a>"
2015,New World Medium Cider,Patrick of Coonawarra,Applelation Apple Cider,🥉 Bronze,84,Inactive,South Australia,Australia,,,,,,,
2015,New World Medium Cider,Napoleone Cider,Napoleone Apple Cider,🥉 Bronze,82,Active,Victoria,Australia,"<a href=""https://napoleone.com.au/"">Website</a>","<a href=""https://www.facebook.com/napoleoneorchardbar"">Facebook</a>","<a href=""https://www.instagram.com/napoleonecider"">Instagram</a>","<a href=""https://maps.google.com/?cid=3472985488113617215"">Google</a>","<a href=""https://www.yelp.com/biz/napoleone-brewery-and-ciderhouse-coldstream"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1205102-d7980976"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/3800"">Untappd</a>"
2015,New World Medium Cider,Small Acres Cyder,Small Acres Cyder Norfolk Still 2014,🥉 Bronze,82,Active,New South Wales,Australia,"<a href=""https://www.smallacrescyder.com.au/"">Website</a>","<a href=""https://www.facebook.com/SmallAcresCyder"">Facebook</a>","<a href=""https://www.instagram.com/smallacrescyder"">Instagram</a>","<a href=""https://maps.google.com/?cid=1497457670374953580"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14584"">Untappd</a>"
2015,New World Medium Cider,Hillbilly Cider,Hillbilly Apple Cider,🥉 Bronze,81,Active,New South Wales,Australia,"<a href=""https://hillbillycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/HillbillyCider/"">Facebook</a>","<a href=""https://www.instagram.com/hillbillycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=904695025997043027"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d12290596"">TripAdvisor</a>","<a href=""https://untappd.com/w/hillbilly-harvest-co/44163"">Untappd</a>"
2015,New World Medium Cider,Kangaroo Island Ciders,Colony Cove Cider,🥉 Bronze,81,Active,South Australia,Australia,"<a href=""https://www.kangarooislandciders.com.au/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=7120331639179318476"">Google</a>",,,"<a href=""https://untappd.com/w/kangaroo-island-ciders/62318"">Untappd</a>"
2015,New World Medium Cider,Main Ridge Cider,Main Ridge Cider,🥉 Bronze,81,Inactive,Victoria,Australia,,,,,,,
2015,New World Medium Cider,The Hills Cider Company,Cloudy Apple Cider,🥉 Bronze,81,Active,South Australia,Australia,,"<a href=""https://www.facebook.com/thehillscidercompany"">Facebook</a>","<a href=""https://www.instagram.com/thehillscidercompany/"">Instagram</a>","<a href=""https://maps.google.com/?cid=40048064327732560"">Google</a>",,,"<a href=""https://untappd.com/thehillscidercompany"">Untappd</a>"
2015,New World Medium Cider,Flying Brick Cider,Flying Brick Draught Cider,🥉 Bronze,80,Active,Victoria,Australia,"<a href=""https://flyingbrickciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/flyingbrickciderco"">Facebook</a>","<a href=""https://www.instagram.com/flyingbrickciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=413601929230884265"">Google</a>","<a href=""https://www.yelp.com/biz/flying-brick-cider-co-wallington-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1937720-d7332877"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/33883"">Untappd</a>"
2015,New World Medium Cider,Harcourt Perry & Cider Makers,Harcourt Apple Cider,🥉 Bronze,80,Active,Victoria,Australia,"<a href=""https://harcourtcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/HarcourtCider/"">Facebook</a>","<a href=""https://www.instagram.com/harcourtcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8775592475109844928"">Google</a>",,,"<a href=""https://untappd.com/w/harcourt-perry-cider-makers/429734"">Untappd</a>"
2015,New World Medium Cider,Mock Red Hill,Mock Red Hill Classic Cider,🥉 Bronze,80,Active,Victoria,Australia,"<a href=""https://www.mockredhill.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/Mock-Red-Hill/181240308586996"">Facebook</a>","<a href=""https://www.instagram.com/mockredhill/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10552205982251777171"">Google</a>","<a href=""https://www.yelp.com/biz/mock-orchards-red-hill"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g552249-d9793363"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/28770"">Untappd</a>"
2015,New World Medium Cider,Jachmann Cider,Jachmann Royal Gala Apple Cider,🥉 Bronze,79,Active,South Australia,Australia,"<a href=""https://jachmann.com.au/"">Website</a>","<a href=""https://www.facebook.com/JachmannAppleCider"">Facebook</a>",,,,,"<a href=""https://untappd.com/w/jachmann-apple-co/201681"">Untappd</a>"
2015,New World Medium Cider,Jachmann Cider,Jachmann Pink Lady Apple Cider,🥉 Bronze,79,Active,South Australia,Australia,"<a href=""https://jachmann.com.au/"">Website</a>","<a href=""https://www.facebook.com/JachmannAppleCider"">Facebook</a>",,,,,"<a href=""https://untappd.com/w/jachmann-apple-co/201681"">Untappd</a>"
2015,New World Medium Cider,Cheeky Grog Co,Flip Cider,🥉 Bronze,78,Active,Victoria,Australia,"<a href=""https://cheekygrogco.com/"">Website</a>","<a href=""https://www.facebook.com/cheekygrogco"">Facebook</a>","<a href=""https://www.instagram.com/cheekygrogco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=18312852297094426661"">Google</a>","<a href=""https://www.yelp.com/biz/cheeky-grog-co-bunbartha"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g12263922-d10807488"">TripAdvisor</a>","<a href=""https://untappd.com/w/cheeky-grog-co/247399"">Untappd</a>"
2015,New World Medium Cider,Faire Ferments,Co-Op Apple Cider,🥉 Bronze,78,Inactive,Victoria,Australia,,,,,,,
2015,New World Medium Cider,Faire Ferments,Co-Op Cider Orchard Blend,🥉 Bronze,78,Inactive,Victoria,Australia,,,,,,,
2015,New World Medium Cider,Grand Ridge Brewery,TWISTED SISTER APPLE CIDER,🥉 Bronze,78,Active,Victoria,Australia,,"<a href=""https://www.facebook.com/grandridgebrewery"">Facebook</a>","<a href=""https://www.instagram.com/grandridgebeer/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8403918293255045179"">Google</a>","<a href=""https://www.yelp.com/biz/grand-ridge-brewery-mirboo-north-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g552213-d4791367"">TripAdvisor</a>","<a href=""https://untappd.com/GrandRidgeBrewery"">Untappd</a>"
