ID,Year,Category,Medalist,Product,Award,WID,Status,Region,Country,Region/Country,Website,Facebook,Instagram,Google,TripAdvisor,Untappd
606,2023,Brut Cider,El Piloñu,Isidra Light,🥉 Bronze,3091,Active,Asturias,Spain,Asturias,,,,"<a href=""https://maps.google.com/?cid=16273384405779146543"">Google</a>",,"<a href=""https://untappd.com/w/el-pilo-u/398962"">Untappd</a>"
607,2023,Brut Cider,Naturcidre,Boskoop 2021,🥉 Bronze,3087,Active,Baden-Württemberg,Germany,Germany,"<a href=""https://www.naturcidre.de/"">Website</a>",,"<a href=""https://www.instagram.com/cidre_urs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9508737086378177205"">Google</a>",,"<a href=""https://untappd.com/w/naturcidre-urs-renninger/460255"">Untappd</a>"
608,2023,Semi-Dry Sparkling Cider,Sidra Posma,Posma Semiseca,🏆 Premium,3081,Active,Canary Islands,Spain,Canary Islands,,"<a href=""https://www.facebook.com/profile.php?id=100063717535205"">Facebook</a>",,,,"<a href=""https://untappd.com/w/posma/512334"">Untappd</a>"
609,2023,Semi-Dry Sparkling Cider,Sidra Riestra,Guzman Riestra Semiseca,🥇 Gold,1673,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidrariestra.com/"">Website</a>","<a href=""https://www.facebook.com/SidraRiestra"">Facebook</a>","<a href=""https://www.instagram.com/sidrariestra/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2253085342105400787"">Google</a>",,"<a href=""https://untappd.com/w/riestra/70601"">Untappd</a>"
610,2023,Semi-Dry Sparkling Cider,Jörg Geiger,Feinherb Cider,🥇 Gold,1322,Active,Baden-Württemberg,Germany,Germany,"<a href=""https://www.manufaktur-joerg-geiger.de/"">Website</a>","<a href=""https://www.facebook.com/manufakturjoerggeiger/"">Facebook</a>","<a href=""https://www.instagram.com/manufakturjoerggeiger/"">Instagram</a>","<a href=""https://maps.google.com/?cid=908271853334307402"">Google</a>",,"<a href=""https://untappd.com/w/manufaktur-jorg-geiger/270857"">Untappd</a>"
611,2023,Semi-Dry Sparkling Cider,Lagar de Valleseco,Espumosa Semiseca,🥇 Gold,3083,Active,Canary Islands,Spain,Canary Islands,,"<a href=""https://www.facebook.com/sidralagardevalleseco/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=6485664555068943913"">Google</a>",,"<a href=""https://untappd.com/w/angel-dominguez-ponce/511926"">Untappd</a>"
612,2023,Semi-Dry Sparkling Cider,Nerø Frukt og Sider,Vill & Villig,🥇 Gold,2606,Active,Telemark,Norway,Norway,"<a href=""https://www.nerofrukt.no/"">Website</a>","<a href=""https://www.facebook.com/people/NeR%C3%B8-Frukt-og-Sider/100070115946607/"">Facebook</a>","<a href=""https://www.instagram.com/nerofrukt/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2060180241711172985"">Google</a>",,"<a href=""https://untappd.com/w/nero-frukt-og-sider/467847"">Untappd</a>"
613,2023,Semi-Dry Sparkling Cider,Paladeus,Cider 1979,🥈 Silver,3024,Active,Trentino-South Tyrol,Italy,Italy,"<a href=""http://www.paladeus.it/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100067062071715"">Facebook</a>","<a href=""https://www.instagram.com/paladeus_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8605615739361573597"">Google</a>",,"<a href=""https://untappd.com/w/paladeus/538622"">Untappd</a>"
614,2023,Semi-Dry Sparkling Cider,Sidra Della Chà,Patagonia Demi-Sec,🥈 Silver,2953,Active,Los Ríos,Chile,Chile,"<a href=""https://www.dellacha.cl/"">Website</a>","<a href=""https://www.facebook.com/sidradellacha/"">Facebook</a>","<a href=""https://www.instagram.com/sidradellacha/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11234203234144011970"">Google</a>",,"<a href=""https://untappd.com/w/lemon-apple/323317"">Untappd</a>"
615,2023,Semi-Dry Sparkling Cider,Stonewell Cider,Stonewell Medium Dry,🥈 Silver,1265,Active,Cork,Ireland,Ireland,"<a href=""https://www.stonewellcider.com/"">Website</a>","<a href=""https://www.facebook.com/stonewellcider"">Facebook</a>","<a href=""https://www.instagram.com/stonewellcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6638378960827420170"">Google</a>",,"<a href=""https://untappd.com/Nohoval_Drinks_Company_Ltd"">Untappd</a>"
616,2023,Semi-Dry Sparkling Cider,Urban Farm Fermentory,Sidrah,🥈 Silver,658,Inactive,Maine,United States,United States,"<a href=""https://www.fermentory.com/"">Website</a>","<a href=""https://www.facebook.com/urbanfarmfermentory"">Facebook</a>","<a href=""https://www.instagram.com/fermentory/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g40827-d4509600"">TripAdvisor</a>","<a href=""https://untappd.com/w/urban-farm-fermentory/10661"">Untappd</a>"
617,2023,Semi-Dry Sparkling Cider,Cider Sekt,Polosuchy,🥈 Silver,2745,Active,South Bohemia,Czechia,Czechia,"<a href=""https://www.cidersekt.cz/"">Website</a>","<a href=""https://www.facebook.com/cidertalk/"">Facebook</a>","<a href=""https://www.instagram.com/cidertalk/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1744130511388226457"">Google</a>",,"<a href=""https://untappd.com/w/provoco/396367"">Untappd</a>"
618,2023,Semi-Dry Sparkling Cider,Domaine de la Mare,Le Généreux,🥈 Silver,2696,Active,Pays de la Loire,France,France,"<a href=""https://www.domainedelamare.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=11844878661689216154"">Google</a>",,"<a href=""https://untappd.com/w/domaine-de-la-mare/511923"">Untappd</a>"
619,2023,Semi-Dry Sparkling Cider,Jörg Geiger,Schwäbischer Cider Mild,🥈 Silver,1322,Active,Baden-Württemberg,Germany,Germany,"<a href=""https://www.manufaktur-joerg-geiger.de/"">Website</a>","<a href=""https://www.facebook.com/manufakturjoerggeiger/"">Facebook</a>","<a href=""https://www.instagram.com/manufakturjoerggeiger/"">Instagram</a>","<a href=""https://maps.google.com/?cid=908271853334307402"">Google</a>",,"<a href=""https://untappd.com/w/manufaktur-jorg-geiger/270857"">Untappd</a>"
620,2023,Semi-Dry Sparkling Cider,Opre',Borolo,🥈 Silver,3088,Active,Košice,Slovakia,Slovakia,"<a href=""https://www.opre.sk/"">Website</a>","<a href=""https://www.facebook.com/oprecider"">Facebook</a>","<a href=""https://www.instagram.com/oprecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12156398933247073454"">Google</a>",,"<a href=""https://untappd.com/Opre"">Untappd</a>"
621,2023,Semi-Dry Sparkling Cider,Tre Rii,Sidro Alta Val Baganza e Alta Val Parma,🥈 Silver,3082,Active,Emilia-Romagna,Italy,Italy,"<a href=""https://www.agricolatrerii.it/"">Website</a>","<a href=""https://www.facebook.com/AgricolaTreRii/"">Facebook</a>","<a href=""https://www.instagram.com/agricolatrerii/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16891167557912713232"">Google</a>","<a href=""https://www.tripadvisor.com/Hotel_Review-g1930460-d15521245"">TripAdvisor</a>","<a href=""https://untappd.com/w/azienda-agricola-tre-rii/368277"">Untappd</a>"
622,2023,Semi-Dry Sparkling Cider,Sidra La Naveta,La Naveta Roxa,🥈 Silver,2754,Active,Asturias,Spain,Asturias,"<a href=""https://lanaveta.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100063497946147"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=18265458060195810621"">Google</a>",,"<a href=""https://untappd.com/w/la-naveta/288596"">Untappd</a>"
623,2023,Semi-Dry Sparkling Cider,Sendero del Valle,El Valle Secreto,🥈 Silver,3173,Active,Canary Islands,Spain,Canary Islands,,"<a href=""https://www.facebook.com/productosgranvalle.es"">Facebook</a>",,,,"<a href=""https://untappd.com/w/sendero-del-valle/501949"">Untappd</a>"
624,2023,Semi-Dry Sparkling Cider,Sidra Della Chà,Della Chá Rosé,🥉 Bronze,2953,Active,Los Ríos,Chile,Chile,"<a href=""https://www.dellacha.cl/"">Website</a>","<a href=""https://www.facebook.com/sidradellacha/"">Facebook</a>","<a href=""https://www.instagram.com/sidradellacha/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11234203234144011970"">Google</a>",,"<a href=""https://untappd.com/w/lemon-apple/323317"">Untappd</a>"
625,2023,Semi-Dry Sparkling Cider,Sidra Viuda de Angelón,Sidra Pomar Rosée,🥉 Bronze,1675,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
626,2023,Semi-Dry Sparkling Cider,Magritte Cider,"Magritte Cider, Sidra Premium Tradición",🥉 Bronze,2951,Active,Araucanía,Chile,Chile,"<a href=""https://magrittecider.com/"">Website</a>",,"<a href=""https://www.instagram.com/magrittecider"">Instagram</a>",,,"<a href=""https://untappd.com/w/magritte/553144"">Untappd</a>"
627,2023,Semi-Dry Sparkling Cider,Sidrería TenCai,Muerte Fría y Serena,🥉 Bronze,2743,Active,Araucanía,Chile,Chile,"<a href=""https://tencaisidra.cl/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100063550781151"">Facebook</a>","<a href=""https://www.instagram.com/tencaisidra/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5739971672897016755"">Google</a>",,"<a href=""https://untappd.com/tencaisidra"">Untappd</a>"
628,2023,Semi-Dry Sparkling Cider,Cidérka,Cervenka,🥉 Bronze,2760,Active,South Moravia,Czechia,Czechia,"<a href=""https://www.ciderka.cz/"">Website</a>","<a href=""https://www.facebook.com/ciderka.cz"">Facebook</a>","<a href=""https://www.instagram.com/ciderka.cz/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4045068491840478725"">Google</a>",,"<a href=""https://untappd.com/w/ciderka/463341"">Untappd</a>"
629,2023,Semi-Dry Sparkling Cider,Cydrownia Zywer,Croncels,🥉 Bronze,2484,Active,Subcarpathian,Poland,Poland,"<a href=""https://zywer.pl/"">Website</a>","<a href=""https://www.facebook.com/CydrowniaZywer"">Facebook</a>","<a href=""https://www.instagram.com/cydrowniazywer/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10041242298570436703"">Google</a>",,"<a href=""https://untappd.com/cydrowniazywer"">Untappd</a>"
630,2023,Semi-Dry Sparkling Cider,La Maison Ferré,Le Préféré de Marie AOP,🥉 Bronze,2551,Active,Normandy,France,France,"<a href=""https://www.lamaisonferre.fr/"">Website</a>","<a href=""https://www.facebook.com/cidreduperche"">Facebook</a>","<a href=""https://www.instagram.com/la_maison_ferre"">Instagram</a>","<a href=""https://maps.google.com/?cid=13764361049917258070"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g4926524-d23694021"">TripAdvisor</a>","<a href=""https://untappd.com/w/la-maison-ferrac/161574"">Untappd</a>"
631,2023,Sweet Sparkling Cider,Cider Sekt,Polosladky,🏆 Premium,2745,Active,South Bohemia,Czechia,Czechia,"<a href=""https://www.cidersekt.cz/"">Website</a>","<a href=""https://www.facebook.com/cidertalk/"">Facebook</a>","<a href=""https://www.instagram.com/cidertalk/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1744130511388226457"">Google</a>",,"<a href=""https://untappd.com/w/provoco/396367"">Untappd</a>"
632,2023,Sweet Sparkling Cider,Maley,Saint Bernard,🥈 Silver,1517,Active,Aosta Valley,Italy,Italy,"<a href=""https://www.maleymontblanc.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=94166741695887894"">Google</a>",,"<a href=""https://untappd.com/brewery/29291"">Untappd</a>"
633,2023,Sweet Sparkling Cider,La Mala Sidra Espumosa,La Mala,🥈 Silver,2978,Active,,Peru,Peru,"<a href=""https://lamala.pe/"">Website</a>","<a href=""https://www.facebook.com/lamalaperu"">Facebook</a>","<a href=""https://www.instagram.com/lamala.pe/"">Instagram</a>",,,"<a href=""https://untappd.com/w/la-mala-sidra-espumosa/488290"">Untappd</a>"
634,2023,Sweet Sparkling Cider,Domaine de la Mare,Le Pêchu,🥈 Silver,2696,Active,Pays de la Loire,France,France,"<a href=""https://www.domainedelamare.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=11844878661689216154"">Google</a>",,"<a href=""https://untappd.com/w/domaine-de-la-mare/511923"">Untappd</a>"
635,2023,Sweet Sparkling Cider,Fukiware Cidrerie,Gunma Meigetsu Cidre,🥈 Silver,2468,Active,Gunma,Japan,Japan,,"<a href=""https://www.facebook.com/profile.php?id=100063847492626"">Facebook</a>","<a href=""https://www.instagram.com/fukiwarecidrerie/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10680734196000736911"">Google</a>",,"<a href=""https://untappd.com/w/fukiware-cidrerie/505991"">Untappd</a>"
636,2023,Sweet Sparkling Cider,Sidra Viuda de Angelón,Sidra Extra Ecológica,🥉 Bronze,1675,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
637,2023,Sweet Sparkling Cider,Fukiware Cidrerie,Numata Apple Cidre,🥉 Bronze,2468,Active,Gunma,Japan,Japan,,"<a href=""https://www.facebook.com/profile.php?id=100063847492626"">Facebook</a>","<a href=""https://www.instagram.com/fukiwarecidrerie/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10680734196000736911"">Google</a>",,"<a href=""https://untappd.com/w/fukiware-cidrerie/505991"">Untappd</a>"
638,2023,Flavored Cider,Stonewell Cider,Ros,🏆 Premium,1265,Active,Cork,Ireland,Ireland,"<a href=""https://www.stonewellcider.com/"">Website</a>","<a href=""https://www.facebook.com/stonewellcider"">Facebook</a>","<a href=""https://www.instagram.com/stonewellcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6638378960827420170"">Google</a>",,"<a href=""https://untappd.com/Nohoval_Drinks_Company_Ltd"">Untappd</a>"
639,2023,Flavored Cider,Seidear,Seidear Sea,🥇 Gold,2356,Active,Aberdeenshire,Scotland,Scotland,"<a href=""https://seidear.com/"">Website</a>","<a href=""https://www.facebook.com/seidear.weescottishciderco/"">Facebook</a>","<a href=""https://www.instagram.com/seidear/"">Instagram</a>","<a href=""https://maps.google.com/?cid=227255875071520296"">Google</a>",,"<a href=""https://untappd.com/TheWeeScottishCiderCo"">Untappd</a>"
640,2023,Flavored Cider,Tālava,Apple Cider With Passion,🥈 Silver,2142,Active,Gulbene,Latvia,Latvia,"<a href=""https://www.talava.lv/"">Website</a>","<a href=""https://www.facebook.com/talavassidrs"">Facebook</a>","<a href=""https://www.instagram.com/talavas_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16414834196985036378"">Google</a>",,"<a href=""https://untappd.com/TalavasSidrs"">Untappd</a>"
641,2023,Flavored Cider,Sidra Viuda de Angelón,Angelón Llimón,🥈 Silver,1675,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
642,2023,Flavored Cider,Hera Cider,Hoppy Cider,🥈 Silver,3089,Active,Galicia,Spain,Galicia,"<a href=""https://heracider.com/"">Website</a>","<a href=""https://www.facebook.com/heracider/"">Facebook</a>","<a href=""https://www.instagram.com/heracider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2781404824572044242"">Google</a>",,"<a href=""https://untappd.com/heracider"">Untappd</a>"
643,2023,Flavored Cider,Mr. Plūme,Brut IPA,🥈 Silver,2073,Active,Ogre,Latvia,Latvia,"<a href=""https://www.mrplume.lv/"">Website</a>","<a href=""https://www.facebook.com/mrplumesidrs"">Facebook</a>","<a href=""https://www.instagram.com/mrplume_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9319841841199759114"">Google</a>",,"<a href=""https://untappd.com/w/mr-plume/332485"">Untappd</a>"
644,2023,Flavored Cider,Kuartango,Andagoste,🥈 Silver,2747,Active,Basque Country,Spain,Basque Country,"<a href=""https://kuartangosagardotegia.com/"">Website</a>","<a href=""https://www.facebook.com/SidreKuartango/"">Facebook</a>","<a href=""https://www.instagram.com/sidrekuartango/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6181081338579081204"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g25546823-d25546810"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-kuartango/438568"">Untappd</a>"
645,2023,Flavored Cider,Mūrbūdu,Mūrbūdu Apiņots,🥈 Silver,2167,Active,Valka,Latvia,Latvia,"<a href=""https://www.nenormalssidrs.lv/"">Website</a>","<a href=""https://www.facebook.com/murbudu/"">Facebook</a>","<a href=""https://www.instagram.com/murbudu_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15847061061259139900"">Google</a>",,"<a href=""https://untappd.com/MurbuduSidraDaritava"">Untappd</a>"
646,2023,Flavored Cider,Brinkhall Sparkling,Alma Rosé,🥈 Silver,1917,Active,Southwest Finland,Finland,Finland,"<a href=""https://bsp.fi/"">Website</a>","<a href=""https://www.facebook.com/brinkhalls"">Facebook</a>","<a href=""https://www.instagram.com/brinkhallsparkling/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10856204128601037922"">Google</a>",,"<a href=""https://untappd.com/BrinkhallSparkling"">Untappd</a>"
647,2023,Flavored Cider,Iessel Cider,Iessel Cider Druiven,🥈 Silver,2736,Active,Overijssel,Netherlands,Netherlands,"<a href=""https://www.iesselcider.nl/"">Website</a>","<a href=""https://www.facebook.com/iesselcider/"">Facebook</a>","<a href=""https://www.instagram.com/iessel_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10819175046461159669"">Google</a>",,"<a href=""https://untappd.com/IESSEL_Cider"">Untappd</a>"
648,2023,Flavored Cider,Urban Farm Fermentory,Seaweed Cidah,🥈 Silver,658,Inactive,Maine,United States,United States,"<a href=""https://www.fermentory.com/"">Website</a>","<a href=""https://www.facebook.com/urbanfarmfermentory"">Facebook</a>","<a href=""https://www.instagram.com/fermentory/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g40827-d4509600"">TripAdvisor</a>","<a href=""https://untappd.com/w/urban-farm-fermentory/10661"">Untappd</a>"
649,2023,Flavored Cider,Oiharte,Oiharte,🥈 Silver,1639,Active,Basque Country,Spain,Basque Country,"<a href=""https://oiharte.com/"">Website</a>","<a href=""https://www.facebook.com/CasaRuralSidreriaOiharte"">Facebook</a>","<a href=""https://www.instagram.com/oiharte/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7283611563965022999"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1235389-d2470675"">TripAdvisor</a>","<a href=""https://untappd.com/w/oiharte-sagardotegia/351344"">Untappd</a>"
650,2023,Flavored Cider,Petritegi,Sagar Krash,🥈 Silver,1171,Active,Basque Country,Spain,Basque Country,"<a href=""https://www.petritegi.com/"">Website</a>","<a href=""https://www.facebook.com/Petritegi/"">Facebook</a>","<a href=""https://www.instagram.com/petritegi"">Instagram</a>","<a href=""https://maps.google.com/?cid=16425101977693923721"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/51639"">Untappd</a>"
651,2023,Flavored Cider,Tālava,Apple Cider With Hops,🥈 Silver,2142,Active,Gulbene,Latvia,Latvia,"<a href=""https://www.talava.lv/"">Website</a>","<a href=""https://www.facebook.com/talavassidrs"">Facebook</a>","<a href=""https://www.instagram.com/talavas_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16414834196985036378"">Google</a>",,"<a href=""https://untappd.com/TalavasSidrs"">Untappd</a>"
652,2023,Flavored Cider,Cydr Tradycyjny z Trzebnicy,Cydr z Wisnia,🥉 Bronze,2722,Active,Lower Silesian,Poland,Poland,,"<a href=""https://www.facebook.com/cydr.tradycyjny/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16047236127227822461"">Google</a>",,"<a href=""https://untappd.com/w/cydr-tradycyjny-trzebnica/239415"">Untappd</a>"
653,2023,Flavored Cider,Domaine de la Mare,Cidre IPA,🥉 Bronze,2696,Active,Pays de la Loire,France,France,"<a href=""https://www.domainedelamare.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=11844878661689216154"">Google</a>",,"<a href=""https://untappd.com/w/domaine-de-la-mare/511923"">Untappd</a>"
654,2023,Flavored Cider,Cydr Dwaj Bracia,Lipowy Idared,🥉 Bronze,3006,Active,Masovian,Poland,Poland,"<a href=""https://dwajbracia.pl/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100094619362211"">Facebook</a>","<a href=""https://www.instagram.com/cydr_dwaj_bracia"">Instagram</a>",,,"<a href=""https://untappd.com/w/cydr-dwaj-bracia/551234"">Untappd</a>"
655,2023,Flavored Cider,Cydr Tradycyjny z Trzebnicy,Cydr z Kwiatem Czarnego Bzu,🥉 Bronze,2722,Active,Lower Silesian,Poland,Poland,,"<a href=""https://www.facebook.com/cydr.tradycyjny/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16047236127227822461"">Google</a>",,"<a href=""https://untappd.com/w/cydr-tradycyjny-trzebnica/239415"">Untappd</a>"
656,2023,Ice Cider,Sidra Panizales,Sidra de Hielo,🏆 Premium,1519,Active,Asturias,Spain,Asturias,"<a href=""https://sidrapanizales.com/"">Website</a>","<a href=""https://www.facebook.com/panizales.sidra"">Facebook</a>","<a href=""https://www.instagram.com/sidrapanizales/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16258480851124885832"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g775263-d7621234"">TripAdvisor</a>","<a href=""https://untappd.com/w/llagar-panizales/152401"">Untappd</a>"
657,2023,Ice Cider,Sidra Cortina,Sidra de Hielo,🥇 Gold,1472,Active,Asturias,Spain,Asturias,"<a href=""https://www.sidracortina.com/"">Website</a>","<a href=""https://www.facebook.com/sidracortina/"">Facebook</a>","<a href=""https://instagram.com/sidracortina"">Instagram</a>","<a href=""https://maps.google.com/?cid=14248814769091122504"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g19842666-d985244"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidra-cortina-coro/50162"">Untappd</a>"
658,2023,Ice Cider,Nerø Frukt og Sider,NeRø Issider,🥇 Gold,2606,Active,Telemark,Norway,Norway,"<a href=""https://www.nerofrukt.no/"">Website</a>","<a href=""https://www.facebook.com/people/NeR%C3%B8-Frukt-og-Sider/100070115946607/"">Facebook</a>","<a href=""https://www.instagram.com/nerofrukt/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2060180241711172985"">Google</a>",,"<a href=""https://untappd.com/w/nero-frukt-og-sider/467847"">Untappd</a>"
659,2023,Ice Cider,Iessel Cider,Ijs cider,🥈 Silver,2736,Active,Overijssel,Netherlands,Netherlands,"<a href=""https://www.iesselcider.nl/"">Website</a>","<a href=""https://www.facebook.com/iesselcider/"">Facebook</a>","<a href=""https://www.instagram.com/iessel_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10819175046461159669"">Google</a>",,"<a href=""https://untappd.com/IESSEL_Cider"">Untappd</a>"
660,2023,Ice Cider,Brinkhall Sparkling,Kuura Ice NV,🥈 Silver,1917,Active,Southwest Finland,Finland,Finland,"<a href=""https://bsp.fi/"">Website</a>","<a href=""https://www.facebook.com/brinkhalls"">Facebook</a>","<a href=""https://www.instagram.com/brinkhallsparkling/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10856204128601037922"">Google</a>",,"<a href=""https://untappd.com/BrinkhallSparkling"">Untappd</a>"
661,2023,Ice Cider,Jörg Geiger,EisApfel,🥈 Silver,1322,Active,Baden-Württemberg,Germany,Germany,"<a href=""https://www.manufaktur-joerg-geiger.de/"">Website</a>","<a href=""https://www.facebook.com/manufakturjoerggeiger/"">Facebook</a>","<a href=""https://www.instagram.com/manufakturjoerggeiger/"">Instagram</a>","<a href=""https://maps.google.com/?cid=908271853334307402"">Google</a>",,"<a href=""https://untappd.com/w/manufaktur-jorg-geiger/270857"">Untappd</a>"
662,2023,Ice Cider,Sidra Viuda de Angelón,Sidra de Hielo,🥉 Bronze,1675,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
663,2023,Ice Cider,Cydr Tradycyjny z Trzebnicy,Lodowy,🥉 Bronze,2722,Active,Lower Silesian,Poland,Poland,,"<a href=""https://www.facebook.com/cydr.tradycyjny/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16047236127227822461"">Google</a>",,"<a href=""https://untappd.com/w/cydr-tradycyjny-trzebnica/239415"">Untappd</a>"
664,2023,Fire Cider,Sidra Panizales,Sidra de Fuego,🏆 Premium,1519,Active,Asturias,Spain,Asturias,"<a href=""https://sidrapanizales.com/"">Website</a>","<a href=""https://www.facebook.com/panizales.sidra"">Facebook</a>","<a href=""https://www.instagram.com/sidrapanizales/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16258480851124885832"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g775263-d7621234"">TripAdvisor</a>","<a href=""https://untappd.com/w/llagar-panizales/152401"">Untappd</a>"
665,2023,Fire Cider,Kuartango,Su Sagar,🥈 Silver,2747,Active,Basque Country,Spain,Basque Country,"<a href=""https://kuartangosagardotegia.com/"">Website</a>","<a href=""https://www.facebook.com/SidreKuartango/"">Facebook</a>","<a href=""https://www.instagram.com/sidrekuartango/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6181081338579081204"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g25546823-d25546810"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-kuartango/438568"">Untappd</a>"
666,2023,Fire Cider,Urban Farm Fermentory,Fire Cidah,🥈 Silver,658,Inactive,Maine,United States,United States,"<a href=""https://www.fermentory.com/"">Website</a>","<a href=""https://www.facebook.com/urbanfarmfermentory"">Facebook</a>","<a href=""https://www.instagram.com/fermentory/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g40827-d4509600"">TripAdvisor</a>","<a href=""https://untappd.com/w/urban-farm-fermentory/10661"">Untappd</a>"
667,2023,Fire Cider,Sidrería TenCai,Tank,🥈 Silver,2743,Active,Araucanía,Chile,Chile,"<a href=""https://tencaisidra.cl/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100063550781151"">Facebook</a>","<a href=""https://www.instagram.com/tencaisidra/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5739971672897016755"">Google</a>",,"<a href=""https://untappd.com/tencaisidra"">Untappd</a>"
