WID,Medalist,Country,🏆 Winner,🥇 Gold,🥈 Silver,🥉 Bronze,🏅 Total,First,Last,Years,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2723,Het Hamerstuk,Netherlands,0,0,2,1,3,2023,2023,1,"<a href=""https://hethamerstuk.nl/"">Website</a>","<a href=""https://www.facebook.com/HetHamerstuk/"">Facebook</a>","<a href=""https://www.instagram.com/hethamerstuk"">Instagram</a>","<a href=""https://maps.google.com/?cid=11584128023568770529"">Google</a>",,,"<a href=""https://untappd.com/Hamerstuk"">Untappd</a>"
2879,Ferme du Theil,France,0,0,1,2,3,2023,2023,1,"<a href=""https://www.fermedutheil.com/"">Website</a>","<a href=""https://www.facebook.com/fermedutheil"">Facebook</a>","<a href=""https://www.instagram.com/fermedutheil/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11988918544771126641"">Google</a>",,,"<a href=""https://untappd.com/w/gaec-rouland-ferme-du-theli/138309"">Untappd</a>"
3014,Köpings Musteri,Sweden,0,0,1,2,3,2023,2023,1,"<a href=""https://kopingsmusteri.se/"">Website</a>","<a href=""https://www.facebook.com/kopingsmusteri"">Facebook</a>","<a href=""https://www.instagram.com/kopingsmusteri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5623943899960625759"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g679646-d12595815"">TripAdvisor</a>","<a href=""https://untappd.com/KopingsMusteri"">Untappd</a>"
2736,Iessel Cider,Netherlands,0,0,0,3,3,2023,2023,1,"<a href=""https://www.iesselcider.nl/"">Website</a>","<a href=""https://www.facebook.com/iesselcider/"">Facebook</a>","<a href=""https://www.instagram.com/iessel_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10819175046461159669"">Google</a>",,,"<a href=""https://untappd.com/IESSEL_Cider"">Untappd</a>"
2606,Nerø Frukt og Sider,Norway,0,0,0,3,3,2022,2023,2,"<a href=""https://www.nerofrukt.no/"">Website</a>","<a href=""https://www.facebook.com/people/NeR%C3%B8-Frukt-og-Sider/100070115946607/"">Facebook</a>","<a href=""https://www.instagram.com/nerofrukt/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2060180241711172985"">Google</a>",,,"<a href=""https://untappd.com/w/nero-frukt-og-sider/467847"">Untappd</a>"
2142,Tālava,Latvia,0,0,0,3,3,2023,2023,1,"<a href=""https://www.talava.lv/"">Website</a>","<a href=""https://www.facebook.com/talavassidrs"">Facebook</a>","<a href=""https://www.instagram.com/talavas_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16414834196985036378"">Google</a>",,,"<a href=""https://untappd.com/TalavasSidrs"">Untappd</a>"
1927,Jaanihanso,Estonia,1,1,0,0,2,2023,2023,1,"<a href=""http://www.jaanihanso.ee/"">Website</a>","<a href=""https://www.facebook.com/Jaanihanso"">Facebook</a>","<a href=""https://www.instagram.com/jaanihanso/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7606641832512391290"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g274956-d12851482"">TripAdvisor</a>","<a href=""https://untappd.com/Jaanihanso"">Untappd</a>"
2366,Herbsts,Latvia,0,1,1,0,2,2023,2023,1,"<a href=""https://herbsts.lv/"">Website</a>","<a href=""https://www.facebook.com/herbsts.sidrs/"">Facebook</a>","<a href=""https://www.instagram.com/herbsts.sidrs/"">Instagram</a>",,,,"<a href=""https://untappd.com/HERBSTS"">Untappd</a>"
1546,Isastegi,Spain,0,1,1,0,2,2022,2023,2,"<a href=""https://www.isastegi.com/"">Website</a>","<a href=""https://www.facebook.com/isastegi.sagardotegia"">Facebook</a>","<a href=""https://www.instagram.com/isastegi/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3927960308349571227"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064362-d5772954"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6054"">Untappd</a>"
2396,Kühbrein Most,Austria,0,1,1,0,2,2023,2023,1,"<a href=""https://www.kuehbreinmost.at/"">Website</a>","<a href=""https://www.facebook.com/KuhbreinMost/"">Facebook</a>","<a href=""https://www.instagram.com/kuehbrein__/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6347288815375920345"">Google</a>",,,"<a href=""https://untappd.com/w/k-hbrein/425089"">Untappd</a>"
3083,Lagar de Valleseco,Spain,0,1,1,0,2,2022,2022,1,,"<a href=""https://www.facebook.com/sidralagardevalleseco/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=6485664555068943913"">Google</a>",,,"<a href=""https://untappd.com/w/angel-dominguez-ponce/511926"">Untappd</a>"
2907,Lightship Cider,Netherlands,0,1,1,0,2,2022,2022,1,"<a href=""http://www.lightshipcider.com/"">Website</a>","<a href=""https://www.facebook.com/lightshipcider"">Facebook</a>","<a href=""https://www.instagram.com/lightshipcider/"">Instagram</a>",,,,"<a href=""https://untappd.com/Lightship_Cider"">Untappd</a>"
3036,Tori Siidritalu,Estonia,0,1,1,0,2,2023,2023,1,"<a href=""https://siidritalu.ee/"">Website</a>","<a href=""https://www.facebook.com/Torisiidritalu"">Facebook</a>","<a href=""https://www.instagram.com/tori_siidritalu/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12573071235401057897"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g3296605-d9835124"">TripAdvisor</a>","<a href=""https://untappd.com/w/tori-joesuu-siidri-ja-veinitalu/256691"">Untappd</a>"
3037,Veinimäe,Estonia,0,1,1,0,2,2023,2023,1,"<a href=""https://veinimae.ee/"">Website</a>","<a href=""https://www.facebook.com/veinimae"">Facebook</a>","<a href=""https://www.instagram.com/veinimae/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8886313303772913711"">Google</a>",,,"<a href=""https://untappd.com/w/veinimae-talu/457675"">Untappd</a>"
1614,Aburuza,Spain,0,1,0,1,2,2022,2022,1,"<a href=""https://www.sidrasaburuza.net/"">Website</a>","<a href=""https://www.facebook.com/sidrasaburuza/"">Facebook</a>","<a href=""https://www.instagram.com/aburuza_sagardotegia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11790998531102067428"">Google</a>","<a href=""https://www.yelp.com/biz/sidreria-aburuza-caserio-olatza-aduna"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g2578771-d7715076"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-aburuza/194775"">Untappd</a>"
3013,Klövsjö Gårdsbryggeri,Sweden,0,1,0,1,2,2023,2023,1,"<a href=""https://www.kgb-bryggeri.se/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=2229089414135910638"">Google</a>",,,"<a href=""https://untappd.com/w/kl-vsj-g-rdsbryggeri/20072"">Untappd</a>"
X,Balti Sodai,Lithuania,0,0,2,0,2,2023,2023,1,,,,,,,
2591,Domaine des 5 Autels,France,0,0,2,0,2,2023,2023,1,"<a href=""https://cinqautels.com/"">Website</a>","<a href=""https://www.facebook.com/5Autels/"">Facebook</a>","<a href=""https://www.instagram.com/5autels/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1561300018564057036"">Google</a>",,"<a href=""https://www.tripadvisor.com/Hotel_Review-g1385431-d1308959"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-cinqs-autels/519014"">Untappd</a>"
3344,Horn Cider,Denmark,0,0,2,0,2,2022,2022,1,"<a href=""https://www.horncider.dk/"">Website</a>","<a href=""https://www.facebook.com/horncider/"">Facebook</a>","<a href=""https://www.instagram.com/horncider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5079202173016040511"">Google</a>",,,"<a href=""https://untappd.com/w/horn-cider/108447"">Untappd</a>"
3607,Kabiles Muižas,Latvia,0,0,2,0,2,2022,2022,1,"<a href=""https://kabilewinery.lv/"">Website</a>","<a href=""https://www.facebook.com/Kabilesmuiza/"">Facebook</a>","<a href=""https://www.instagram.com/kabilesmuiza/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5713745034453015527"">Google</a>",,,"<a href=""https://untappd.com/w/kabiles-muizas-vina-daritava/479950"">Untappd</a>"
3022,Odelsgut,Norway,0,0,2,0,2,2023,2023,1,"<a href=""https://www.odelsgut.no/"">Website</a>","<a href=""https://www.facebook.com/odelsgut"">Facebook</a>","<a href=""https://www.instagram.com/odelsgut.no/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17030345032725079712"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g226929-d25132141"">TripAdvisor</a>","<a href=""https://untappd.com/w/odelsgut/542853"">Untappd</a>"
1424,R. Zabala,Spain,0,0,2,0,2,2022,2023,2,"<a href=""https://www.rzabala.com/"">Website</a>","<a href=""https://www.facebook.com/zabalasagardotegia"">Facebook</a>","<a href=""https://www.instagram.com/zabalasagardotegia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5479255229461192336"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g2578771-d9821714"">TripAdvisor</a>","<a href=""https://untappd.com/w/r-zabala/186717"">Untappd</a>"
1243,Sandford Orchards,England,0,0,2,0,2,2022,2022,1,"<a href=""https://www.sandfordorchards.co.uk/"">Website</a>","<a href=""https://www.facebook.com/sandfordorchards"">Facebook</a>","<a href=""https://www.instagram.com/sandfordorchards/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2784404680033020235"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g635675-d14758900"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14080"">Untappd</a>"
1511,Cascina Danesa,Italy,0,0,1,1,2,2022,2022,1,"<a href=""http://www.cascinadanesa.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=9650299321108487107"">Google</a>",,,"<a href=""https://untappd.com/w/cascina-danesa/87042"">Untappd</a>"
3006,Cydr Dwaj Bracia,Poland,0,0,1,1,2,2023,2023,1,"<a href=""https://dwajbracia.pl/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100094619362211"">Facebook</a>","<a href=""https://www.instagram.com/cydr_dwaj_bracia"">Instagram</a>",,,,"<a href=""https://untappd.com/w/cydr-dwaj-bracia/551234"">Untappd</a>"
2725,Cydrownia Filomelos,Poland,0,0,1,1,2,2023,2023,1,"<a href=""https://www.filomelos.pl/"">Website</a>","<a href=""https://www.facebook.com/cydrfilomelos/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16799127381008481476"">Google</a>",,,"<a href=""https://untappd.com/Filomelos"">Untappd</a>"
3016,Hallonmäen Siideripanimo,Finland,0,0,1,1,2,2022,2022,1,"<a href=""https://www.hallonmaki.fi/"">Website</a>","<a href=""https://www.facebook.com/hallonmaensiideri"">Facebook</a>","<a href=""https://www.instagram.com/hallonmaensiideri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2891804469448665239"">Google</a>",,,"<a href=""https://untappd.com/HallonmaenSiideripanimoOy"">Untappd</a>"
2799,Lauskis,Latvia,0,0,1,1,2,2023,2023,1,"<a href=""http://www.lauskissidrs.lv/"">Website</a>","<a href=""https://www.facebook.com/vinadaritavalauskis"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=12945376031877773481"">Google</a>",,,"<a href=""https://untappd.com/w/vina-daritava-lauskis/463428"">Untappd</a>"
2819,Livebarrels,Italy,0,0,1,1,2,2022,2022,1,"<a href=""https://livebarrels.com/"">Website</a>","<a href=""https://www.facebook.com/Livebarrels/"">Facebook</a>","<a href=""https://www.instagram.com/livebarrels/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9299854013679442564"">Google</a>",,,"<a href=""https://untappd.com/Livebarrels"">Untappd</a>"
2603,Mistérios da Quinta,Portugal,0,0,1,1,2,2023,2023,1,,,"<a href=""https://www.instagram.com/sidrariaprazeres/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/misterios-da-quinta-unipessoal-lda/530615"">Untappd</a>"
2752,Mooma,Spain,0,0,1,1,2,2023,2023,1,"<a href=""https://mooma.cat/"">Website</a>","<a href=""https://www.facebook.com/sidreriamooma/"">Facebook</a>","<a href=""https://www.instagram.com/mooma/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11350926811080988766"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g3501872-d13815642"">TripAdvisor</a>","<a href=""https://untappd.com/w/mooma/254950"">Untappd</a>"
2719,Pfeiffer's Cider,Poland,0,0,1,1,2,2023,2023,1,"<a href=""https://pfeiffers.pl/"">Website</a>","<a href=""https://www.facebook.com/pfeifferscider"">Facebook</a>","<a href=""https://www.instagram.com/pfeiffers_cider"">Instagram</a>","<a href=""https://maps.google.com/?cid=1938111950265948010"">Google</a>",,,"<a href=""https://untappd.com/w/pfeiffer-s-cider/541464"">Untappd</a>"
1472,Sidra Cortina,Spain,0,0,1,1,2,2022,2022,1,"<a href=""https://www.sidracortina.com/"">Website</a>","<a href=""https://www.facebook.com/sidracortina/"">Facebook</a>","<a href=""https://instagram.com/sidracortina"">Instagram</a>","<a href=""https://maps.google.com/?cid=14248814769091122504"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g19842666-d985244"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidra-cortina-coro/50162"">Untappd</a>"
3028,Appleblood Cider,Italy,0,0,0,2,2,2023,2023,1,"<a href=""https://applebloodcider.com/"">Website</a>","<a href=""https://www.facebook.com/applebloodcider"">Facebook</a>","<a href=""https://www.instagram.com/applebloodcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14977227174949746380"">Google</a>",,,"<a href=""https://untappd.com/w/apple-blood-cider/474058"">Untappd</a>"
2728,Cydr Radosny,Poland,0,0,0,2,2,2023,2023,1,,"<a href=""https://www.facebook.com/profile.php?id=100051369316323"">Facebook</a>","<a href=""https://www.instagram.com/cydr_radosny/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7526262440248480679"">Google</a>",,,"<a href=""https://untappd.com/w/cydr-radosny/509782"">Untappd</a>"
3612,Dyre Gård,Norway,0,0,0,2,2,2022,2022,1,"<a href=""https://www.dyregaard.no/"">Website</a>","<a href=""https://www.facebook.com/dyregaard.no/"">Facebook</a>","<a href=""https://www.instagram.com/dyregaardeplegarden/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7586458171029000349"">Google</a>",,,"<a href=""https://untappd.com/w/dyre-gard/503401"">Untappd</a>"
2660,Elegast Cidery,Netherlands,0,0,0,2,2,2023,2023,1,"<a href=""https://elegastcider.nl/"">Website</a>","<a href=""https://www.facebook.com/elegastcidery/"">Facebook</a>","<a href=""https://www.instagram.com/elegast_cidery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5936408747857287023"">Google</a>",,,"<a href=""https://untappd.com/ElegastCidery"">Untappd</a>"
2749,Ottercider,Belgium,0,0,0,2,2,2023,2023,1,"<a href=""https://www.ottercider.be/"">Website</a>","<a href=""https://www.facebook.com/Ottercider"">Facebook</a>","<a href=""https://www.instagram.com/ottercider"">Instagram</a>",,,,"<a href=""https://untappd.com/Ottercider"">Untappd</a>"
3039,Sajder Insajder,Serbia,0,0,0,2,2,2023,2023,1,"<a href=""https://www.sajderinsajder.com/"">Website</a>","<a href=""https://www.facebook.com/sajderinsajder"">Facebook</a>","<a href=""https://www.instagram.com/sajderinsajder/"">Instagram</a>",,,,
597,Stone Circle Cider,United States,0,0,0,2,2,2022,2022,1,"<a href=""http://stonecirclecider.com/"">Website</a>","<a href=""https://www.facebook.com/StoneCircleCider"">Facebook</a>","<a href=""https://www.instagram.com/stonecirclecider"">Instagram</a>","<a href=""https://maps.google.com/?cid=6649334225519073300"">Google</a>","<a href=""https://www.yelp.com/biz/stone-circle-cider-estacada"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g51861-d19031160"">TripAdvisor</a>","<a href=""https://untappd.com/w/stone-circle-cider/363582"">Untappd</a>"
3038,Zilver,Latvia,0,0,0,2,2,2023,2023,1,"<a href=""https://zilver.lv/"">Website</a>","<a href=""https://www.facebook.com/Zilver.lv/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=11431791076365254264"">Google</a>",,,"<a href=""https://untappd.com/w/zilver-dzerienu-daritava/479974"">Untappd</a>"
118,Bauman's Cider,United States,0,1,0,0,1,2023,2023,1,"<a href=""https://baumanscider.com/"">Website</a>","<a href=""https://www.facebook.com/Baumanscider/"">Facebook</a>","<a href=""https://www.instagram.com/baumanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10038644588886302965"">Google</a>","<a href=""https://www.yelp.com/biz/baumans-farm-and-garden-gervais"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g51881-d6848567"">TripAdvisor</a>","<a href=""https://untappd.com/w/baumans-cider-company/253872"">Untappd</a>"
3005,Bute Cider,Sweden,0,1,0,0,1,2023,2023,1,"<a href=""http://www.butecider.se/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100063642933369"">Facebook</a>","<a href=""https://www.instagram.com/butecider"">Instagram</a>",,,,"<a href=""https://untappd.com/w/bute-cider/514579"">Untappd</a>"
3167,Hebnes Vingard,Norway,0,1,0,0,1,2023,2023,1,"<a href=""https://www.hebnesvingard.no/"">Website</a>","<a href=""https://www.facebook.com/Hebnesvingard/"">Facebook</a>","<a href=""https://www.instagram.com/hebnes_vingard/"">Instagram</a>",,,"<a href=""https://www.tripadvisor.com/Attraction_Review-g15243995-d24154463"">TripAdvisor</a>",
2074,Nightingale Cider Company,England,0,1,0,0,1,2022,2022,1,"<a href=""https://www.nightingalecider.com/"">Website</a>","<a href=""https://www.facebook.com/nightingalecider/"">Facebook</a>","<a href=""https://www.instagram.com/nightingalecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=18222564835901017065"">Google</a>",,,"<a href=""https://untappd.com/nightingalecider"">Untappd</a>"
3617,Sideriet,Norway,0,1,0,0,1,2022,2022,1,"<a href=""https://www.sideriet.no/"">Website</a>","<a href=""https://www.facebook.com/SiderietAS/"">Facebook</a>","<a href=""https://www.instagram.com/sideriet_/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10667377439591253274"">Google</a>",,,"<a href=""https://untappd.com/Sideriet_"">Untappd</a>"
3040,Sodo Sidrinė,Lithuania,0,1,0,0,1,2023,2023,1,,"<a href=""https://www.facebook.com/klumpessodai/"">Facebook</a>","<a href=""https://www.instagram.com/sodo_cider/"">Instagram</a>",,,,
2492,The Drunken Pharmacist,Portugal,0,1,0,0,1,2023,2023,1,,"<a href=""https://www.facebook.com/profile.php?id=100093795090507"">Facebook</a>","<a href=""https://www.instagram.com/thedrunkenpharmacist_/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/the-drunken-pharmacist/543354"">Untappd</a>"
3012,103 Cider,Sweden,0,0,1,0,1,2023,2023,1,"<a href=""https://www.hjulsjo103.se/"">Website</a>","<a href=""https://www.facebook.com/hjulsjo103"">Facebook</a>","<a href=""https://www.instagram.com/103cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11484495605929490180"">Google</a>",,,"<a href=""https://untappd.com/w/hjulsjo-103/535334"">Untappd</a>"
X,Buhre & Reuter,Sweden,0,0,1,0,1,2023,2023,1,,,,,,,
2815,Kodas,Estonia,0,0,1,0,1,2023,2023,1,"<a href=""https://kodas.ee/"">Website</a>","<a href=""https://www.facebook.com/kodasbrand"">Facebook</a>","<a href=""https://www.instagram.com/kodasbrand/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7164908846459777447"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g3296672-d25409720"">TripAdvisor</a>","<a href=""https://untappd.com/Siidrikoda"">Untappd</a>"
3606,Lindheim Ølkompani,Norway,0,0,1,0,1,2022,2022,1,"<a href=""https://olkompani.no/"">Website</a>","<a href=""https://www.facebook.com/olkompani"">Facebook</a>","<a href=""https://www.instagram.com/lindheimolkompani/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2883761242946291299"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g3206469-d6647563"">TripAdvisor</a>","<a href=""https://untappd.com/lindheim-olkompani"">Untappd</a>"
3020,Maison Gamet,France,0,0,1,0,1,2023,2023,1,"<a href=""https://www.champagne-gamet.com/"">Website</a>","<a href=""https://www.facebook.com/champagnegamet/"">Facebook</a>","<a href=""https://www.instagram.com/maisongamet/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2134767644830018935"">Google</a>",,,"<a href=""https://untappd.com/w/maison-gamet/535474"">Untappd</a>"
3023,Ølmheim Siderhage,Norway,0,0,1,0,1,2023,2023,1,"<a href=""https://www.siderhagen.no/"">Website</a>","<a href=""https://www.facebook.com/siderhagen/"">Facebook</a>","<a href=""https://www.instagram.com/siderhagen/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5325970145779419536"">Google</a>",,,"<a href=""https://untappd.com/w/olmheim-siderhage/550760"">Untappd</a>"
2756,Sidra Alfa,Portugal,0,0,1,0,1,2023,2023,1,"<a href=""https://sidraalfa.pt/"">Website</a>","<a href=""https://www.facebook.com/Sidralfa1/"">Facebook</a>","<a href=""https://www.instagram.com/sidra_alfa/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/sidra-alfa/545661"">Untappd</a>"
1921,Sidra Somarroza,Spain,0,0,1,0,1,2022,2022,1,"<a href=""https://sidrasomarroza.es/"">Website</a>","<a href=""https://www.facebook.com/sidrasomarroza"">Facebook</a>","<a href=""https://www.instagram.com/sidrasomarroza/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7109045394192195825"">Google</a>",,,"<a href=""https://untappd.com/w/somarroza/147830"">Untappd</a>"
3611,Solhøi Cider,Norway,0,0,1,0,1,2022,2022,1,"<a href=""https://solhoicider.com/"">Website</a>","<a href=""https://www.facebook.com/solhoicider"">Facebook</a>","<a href=""https://www.instagram.com/solhoi_cider"">Instagram</a>",,,,"<a href=""https://untappd.com/w/solha-i-cidery/342346"">Untappd</a>"
3618,Stadin Panimo,Finland,0,0,1,0,1,2022,2022,1,"<a href=""https://www.stadinpanimo.fi/"">Website</a>","<a href=""https://www.facebook.com/StadinPanimo"">Facebook</a>","<a href=""https://www.instagram.com/stadinpanimo"">Instagram</a>","<a href=""https://maps.google.com/?cid=4420530638990962143"">Google</a>","<a href=""https://www.yelp.com/biz/stadin-panimo-helsinki"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g189934-d8592069"">TripAdvisor</a>","<a href=""https://untappd.com/stadinpanimo"">Untappd</a>"
X,---,Norway,0,0,0,1,1,2022,2022,1,,,,,,,
99,Artifact Cider Project,United States,0,0,0,1,1,2022,2022,1,"<a href=""http://www.artifactcider.com/"">Website</a>","<a href=""https://www.facebook.com/artifactcider/"">Facebook</a>","<a href=""https://www.instagram.com/artifactcider/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/artifact-cider-project/135898"">Untappd</a>"
2996,Beverīnas Dzērieni,Latvia,0,0,0,1,1,2023,2023,1,"<a href=""https://www.beverinasdzerieni.lv/"">Website</a>","<a href=""https://www.facebook.com/beverinasdzerieni"">Facebook</a>","<a href=""https://www.instagram.com/beverinas_dzerieni"">Instagram</a>","<a href=""https://maps.google.com/?cid=3737744039117821694"">Google</a>",,,"<a href=""https://untappd.com/b/sia-abula-abols-pussauss-abolu-sidrs/5576716"">Untappd</a>"
2484,Cydrownia Zywer,Poland,0,0,0,1,1,2023,2023,1,"<a href=""https://zywer.pl/"">Website</a>","<a href=""https://www.facebook.com/CydrowniaZywer"">Facebook</a>","<a href=""https://www.instagram.com/cydrowniazywer/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10041242298570436703"">Google</a>",,,"<a href=""https://untappd.com/cydrowniazywer"">Untappd</a>"
2979,Der Kleine Cidre Betrieb,Germany,0,0,0,1,1,2023,2023,1,"<a href=""https://www.cidre-betrieb.de/"">Website</a>",,"<a href=""https://www.instagram.com/der.kleine.cidre.betrieb/"">Instagram</a>",,,,
2993,Ezera Sidrs,Latvia,0,0,0,1,1,2023,2023,1,"<a href=""http://www.ezerasidrs.lv/"">Website</a>","<a href=""https://www.facebook.com/ezerasidrs/"">Facebook</a>","<a href=""https://www.instagram.com/ezera_sidrs"">Instagram</a>",,,,"<a href=""https://untappd.com/w/ezera-sidrs/471303"">Untappd</a>"
3613,Gardsbrenneriet,Norway,0,0,0,1,1,2022,2022,1,"<a href=""https://gardsbrenneriet.no/"">Website</a>","<a href=""https://www.facebook.com/gardsbrenneriet/"">Facebook</a>","<a href=""https://www.instagram.com/gardsbrenneriet/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6218688572622832760"">Google</a>",,,"<a href=""https://untappd.com/w/gardsbrenneriet/533485"">Untappd</a>"
3614,Grubbestad Gård,Norway,0,0,0,1,1,2022,2022,1,"<a href=""https://grubbestadgard.no/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100076297912277"">Facebook</a>","<a href=""https://www.instagram.com/grubbestad.gard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=711772133025183468"">Google</a>",,,
3615,Hallvard Sørheim Evjestad,Norway,0,0,0,1,1,2022,2022,1,,,,,,,
2992,Jēpis Bioloģisks Sidrs,Latvia,0,0,0,1,1,2023,2023,1,"<a href=""https://www.jepis.lv/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=4389823321199068027"">Google</a>",,,"<a href=""https://untappd.com/w/sia-pienjani/549019/beer"">Untappd</a>"
X,Juozas & Dange,Lithuania,0,0,0,1,1,2023,2023,1,,,,,,,
2689,Le Pressoir d'Or,France,0,0,0,1,1,2023,2023,1,"<a href=""http://www.pressoirdor.com/"">Website</a>",,"<a href=""https://www.instagram.com/lepressoirdor/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11174929092699381803"">Google</a>",,,"<a href=""https://untappd.com/w/le-pressoir-d-or/210218"">Untappd</a>"
3019,Lokinės Dvaras,Lithuania,0,0,0,1,1,2023,2023,1,,"<a href=""https://www.facebook.com/profile.php?id=100069905435999"">Facebook</a>","<a href=""https://www.instagram.com/lokinesdvaras/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17585922794659656889"">Google</a>",,,
X,Nerijus Kaučikas,Lithuania,0,0,0,1,1,2023,2023,1,,,,,,,
2744,Restauracja Tabun,Poland,0,0,0,1,1,2023,2023,1,"<a href=""https://www.restauracjatabun.pl/"">Website</a>","<a href=""https://www.facebook.com/TABUNCYDR/"">Facebook</a>","<a href=""https://www.instagram.com/tabuncydr/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13556304642115496222"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g3222438-d2654599"">TripAdvisor</a>","<a href=""https://untappd.com/w/tabun/434136"">Untappd</a>"
3616,Sent Om Cider,Sweden,0,0,0,1,1,2022,2022,1,"<a href=""https://www.sentomcider.com/"">Website</a>",,"<a href=""https://www.instagram.com/sentomcider/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/sent-om-cider/545566"">Untappd</a>"
2997,Sidra Salvaje,Spain,0,0,0,1,1,2023,2023,1,"<a href=""https://sidrasalvaje.com/"">Website</a>","<a href=""https://www.facebook.com/sidrasalvaje/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16983679432504402503"">Google</a>",,,"<a href=""https://untappd.com/w/bodega-don-pedro-leivas/547811"">Untappd</a>"
3027,Syse Gard,Norway,0,0,0,1,1,2023,2023,1,"<a href=""https://www.sysegard.no/"">Website</a>","<a href=""https://www.facebook.com/sysegard/"">Facebook</a>","<a href=""https://www.instagram.com/sysegard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15813298029749928176"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g7159542-d3475391"">TripAdvisor</a>","<a href=""https://untappd.com/w/syse-gard/348705"">Untappd</a>"
