ID,Year,Category,Award,Medalist,Medalist_Original,Entry,Points,Country,WID,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
237,2023,Acid Dominant,🥈 Silver,Skjolden Sideri,Skjolden Sideri,"Edens Hage, Discovery",79.9,Norway,2806,,"<a href=""https://www.facebook.com/BolstadNeverdalFruktgard"">Facebook</a>","<a href=""https://www.instagram.com/skjoldensideri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8996713303995231318"">Google</a>",,,
238,2023,Acid Dominant,🥈 Silver,Amble Gård,Amble Gård,Discovery,79.7,Norway,3000,"<a href=""https://amblegaard.no/"">Website</a>","<a href=""https://www.facebook.com/amblegaard/"">Facebook</a>","<a href=""https://www.instagram.com/amblegaard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6355481952602453534"">Google</a>",,,"<a href=""https://untappd.com/w/amble-gard/553298"">Untappd</a>"
239,2023,Acid Dominant,🥉 Bronze,OmCider,OmCider,Skoiar,79.1,Norway,2753,"<a href=""https://omcider.no/"">Website</a>","<a href=""https://www.facebook.com/OmCiderAS/"">Facebook</a>","<a href=""https://www.instagram.com/omcideras/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1800091822223931241"">Google</a>",,,"<a href=""https://untappd.com/w/omcider/492586"">Untappd</a>"
240,2023,Acid Dominant,🥉 Bronze,Lofthus Ekspedisjon,Lofthus Ekspedisjon,Fjåg,78.1,Norway,2766,"<a href=""https://lofthusekspedisjon.no/"">Website</a>","<a href=""https://www.facebook.com/ekspedisjonlofthus/"">Facebook</a>","<a href=""https://www.instagram.com/lofthus_ekspedisjon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10108744972037075215"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1188596-d23540819"">TripAdvisor</a>","<a href=""https://untappd.com/EkspedisjonenBryggeri"">Untappd</a>"
241,2023,Acid Dominant,🥉 Bronze,Nude Cider,Nude Cider,Nude Cider Classic,77.8,Finland,3021,"<a href=""https://www.nudecider.fi/"">Website</a>",,"<a href=""https://www.instagram.com/nude_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=590124294754000819"">Google</a>",,,"<a href=""https://untappd.com/3spirit"">Untappd</a>"
242,2023,Acid Dominant,🥉 Bronze,Klövsjö Gårdsbryggeri,Klövsjö Gårdsbryggeri,KGBs Äppel Cider,77.5,Sweden,3013,"<a href=""https://www.kgb-bryggeri.se/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=2229089414135910638"">Google</a>",,,"<a href=""https://untappd.com/w/kl-vsj-g-rdsbryggeri/20072"">Untappd</a>"
243,2023,Acid Dominant,🥉 Bronze,Sidra El Gaitero,Sidra El Gaitero,Sidra El Gaitero Natural,77.4,Spain,1314,"<a href=""https://www.sidraelgaitero.com/"">Website</a>","<a href=""https://www.facebook.com/grupoelgaitero"">Facebook</a>","<a href=""https://www.instagram.com/grupoelgaitero/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15753532318992345137"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d3239389"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/4266"">Untappd</a>"
244,2023,Acid Dominant,🥉 Bronze,Pomologik,Pomologik,Cidre Nouveau,77.3,Sweden,2397,"<a href=""https://www.pomologik.se/"">Website</a>","<a href=""https://www.facebook.com/pomologik"">Facebook</a>","<a href=""https://www.instagram.com/Pomologik/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17836181822390207936"">Google</a>",,,"<a href=""https://untappd.com/Pomologik_swe"">Untappd</a>"
245,2023,Acid Dominant,🥉 Bronze,Jēpis Bioloģisks Sidrs,Jēpis Bioloģisks Sidrs,Organic Cider Jepis,77.1,Latvia,2992,"<a href=""https://www.jepis.lv/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=4389823321199068027"">Google</a>",,,"<a href=""https://untappd.com/w/sia-pienjani/549019/beer"">Untappd</a>"
246,2023,Acid Dominant,🥉 Bronze,Ezera Sidrs,Ezera Sidrs,Ezera Brut,76.6,Latvia,2993,"<a href=""http://www.ezerasidrs.lv/"">Website</a>","<a href=""https://www.facebook.com/ezerasidrs/"">Facebook</a>","<a href=""https://www.instagram.com/ezera_sidrs"">Instagram</a>",,,,"<a href=""https://untappd.com/w/ezera-sidrs/471303"">Untappd</a>"
247,2023,Acid Dominant,🥉 Bronze,Tingvoll Sider,Tingvoll Sider,Strupstadsider-Villgjaera,76.5,Norway,3035,"<a href=""https://www.tingvollsider.no/"">Website</a>","<a href=""https://www.facebook.com/Strupstadgarden/"">Facebook</a>","<a href=""https://www.instagram.com/strupstadgarden/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10928261412136517481"">Google</a>",,,"<a href=""https://untappd.com/w/strupstad-tingvoll-sider/534933"">Untappd</a>"
248,2023,Acid Dominant,🥉 Bronze,Tālava,Tālava,Tālava Medium Dry,76.3,Latvia,2142,"<a href=""https://www.talava.lv/"">Website</a>","<a href=""https://www.facebook.com/talavassidrs"">Facebook</a>","<a href=""https://www.instagram.com/talavas_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16414834196985036378"">Google</a>",,,"<a href=""https://untappd.com/TalavasSidrs"">Untappd</a>"
249,2023,Acid Dominant,🥉 Bronze,Sajder Insajder,Sajder Insajder,Insajder,76.3,Serbia,3039,"<a href=""https://www.sajderinsajder.com/"">Website</a>","<a href=""https://www.facebook.com/sajderinsajder"">Facebook</a>","<a href=""https://www.instagram.com/sajderinsajder/"">Instagram</a>",,,,
250,2023,Acid Dominant,🥉 Bronze,Pfeiffer's Cider,Pfeiffer's Cider,Pfeiffer's Cider Sparkling,76.1,Poland,2719,"<a href=""https://pfeiffers.pl/"">Website</a>","<a href=""https://www.facebook.com/pfeifferscider"">Facebook</a>","<a href=""https://www.instagram.com/pfeiffers_cider"">Instagram</a>","<a href=""https://maps.google.com/?cid=1938111950265948010"">Google</a>",,,"<a href=""https://untappd.com/w/pfeiffer-s-cider/541464"">Untappd</a>"
251,2023,Acid Dominant,🥉 Bronze,Mooma,Mooma,Mooma Cider,75.1,Spain,2752,"<a href=""https://mooma.cat/"">Website</a>","<a href=""https://www.facebook.com/sidreriamooma/"">Facebook</a>","<a href=""https://www.instagram.com/mooma/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11350926811080988766"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g3501872-d13815642"">TripAdvisor</a>","<a href=""https://untappd.com/w/mooma/254950"">Untappd</a>"
252,2023,Acid Dominant,🥉 Bronze,Cydr Dwaj Bracia,Cydr Dwaj Bracia,Boiken,75,Poland,3006,"<a href=""https://dwajbracia.pl/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100094619362211"">Facebook</a>","<a href=""https://www.instagram.com/cydr_dwaj_bracia"">Instagram</a>",,,,"<a href=""https://untappd.com/w/cydr-dwaj-bracia/551234"">Untappd</a>"
253,2023,Acid Dominant,🥉 Bronze,Cidérka,Cidérka,Konipas,74.5,Czechia,2760,"<a href=""https://www.ciderka.cz/"">Website</a>","<a href=""https://www.facebook.com/ciderka.cz"">Facebook</a>","<a href=""https://www.instagram.com/ciderka.cz/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4045068491840478725"">Google</a>",,,"<a href=""https://untappd.com/w/ciderka/463341"">Untappd</a>"
254,2023,Acid Dominant,🥉 Bronze,Lofthus Ekspedisjon,Lofthus Ekspedisjon,Drøs,74.1,Norway,2766,"<a href=""https://lofthusekspedisjon.no/"">Website</a>","<a href=""https://www.facebook.com/ekspedisjonlofthus/"">Facebook</a>","<a href=""https://www.instagram.com/lofthus_ekspedisjon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10108744972037075215"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1188596-d23540819"">TripAdvisor</a>","<a href=""https://untappd.com/EkspedisjonenBryggeri"">Untappd</a>"
255,2023,Acid Dominant,🥉 Bronze,Beverīnas Dzērieni,Beverīnas Dzērieni,Cider Semidry,74.1,Latvia,2996,"<a href=""https://www.beverinasdzerieni.lv/"">Website</a>","<a href=""https://www.facebook.com/beverinasdzerieni"">Facebook</a>","<a href=""https://www.instagram.com/beverinas_dzerieni"">Instagram</a>","<a href=""https://maps.google.com/?cid=3737744039117821694"">Google</a>",,,"<a href=""https://untappd.com/b/sia-abula-abols-pussauss-abolu-sidrs/5576716"">Untappd</a>"
256,2023,Acid Dominant,🥉 Bronze,Tingvoll Sider,Tingvoll Sider,Gammel-Nesje,72.7,Norway,3035,"<a href=""https://www.tingvollsider.no/"">Website</a>","<a href=""https://www.facebook.com/Strupstadgarden/"">Facebook</a>","<a href=""https://www.instagram.com/strupstadgarden/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10928261412136517481"">Google</a>",,,"<a href=""https://untappd.com/w/strupstad-tingvoll-sider/534933"">Untappd</a>"
257,2023,Acid Dominant,🥉 Bronze,Elegast Cidery,Elegast Cidery,Revival,72.2,Netherlands,2660,"<a href=""https://elegastcider.nl/"">Website</a>","<a href=""https://www.facebook.com/elegastcidery/"">Facebook</a>","<a href=""https://www.instagram.com/elegast_cidery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5936408747857287023"">Google</a>",,,"<a href=""https://untappd.com/ElegastCidery"">Untappd</a>"
258,2023,Acid Dominant,🥉 Bronze,Appleblood Cider,Appleblood Cider,Rosa 2022,72.1,Italy,3028,"<a href=""https://applebloodcider.com/"">Website</a>","<a href=""https://www.facebook.com/applebloodcider"">Facebook</a>","<a href=""https://www.instagram.com/applebloodcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14977227174949746380"">Google</a>",,,"<a href=""https://untappd.com/w/apple-blood-cider/474058"">Untappd</a>"
259,2023,Acid Dominant,🥉 Bronze,Syse Gard,Syse Gard,Sumar,71.9,Norway,3027,"<a href=""https://www.sysegard.no/"">Website</a>","<a href=""https://www.facebook.com/sysegard/"">Facebook</a>","<a href=""https://www.instagram.com/sysegard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15813298029749928176"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g7159542-d3475391"">TripAdvisor</a>","<a href=""https://untappd.com/w/syse-gard/348705"">Untappd</a>"
260,2023,Acid Dominant,🥉 Bronze,Lingebakken,Lingebakken,Bakkesider,71.1,Norway,3018,"<a href=""https://www.lingebakken.no/"">Website</a>","<a href=""https://www.facebook.com/Lingebakkenfrukt/"">Facebook</a>","<a href=""https://www.instagram.com/lingebakken"">Instagram</a>","<a href=""https://maps.google.com/?cid=10220638985890464265"">Google</a>",,,"<a href=""https://untappd.com/w/lingebakken/519896"">Untappd</a>"
261,2023,Acid Dominant,🥉 Bronze,Pirula,Pirula,Luotsi,70.7,Finland,3026,"<a href=""https://www.pirula.fi/"">Website</a>","<a href=""https://www.facebook.com/pirula.fi/"">Facebook</a>","<a href=""https://www.instagram.com/pirulantila"">Instagram</a>","<a href=""https://maps.google.com/?cid=1283745269437501478"">Google</a>",,,"<a href=""https://untappd.com/w/pirula/442289"">Untappd</a>"
262,2023,Acid Dominant,🥉 Bronze,Iessel Cider,Iessel Cider,Iessel Cider Wild,70.3,Netherlands,2736,"<a href=""https://www.iesselcider.nl/"">Website</a>","<a href=""https://www.facebook.com/iesselcider/"">Facebook</a>","<a href=""https://www.instagram.com/iessel_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10819175046461159669"">Google</a>",,,"<a href=""https://untappd.com/IESSEL_Cider"">Untappd</a>"
263,2023,Tannin Dominant,🏆 Winner,Mr. Plūme,Mr. Plūme,Vintage Cider 2021,92.3,Latvia,2073,"<a href=""https://www.mrplume.lv/"">Website</a>","<a href=""https://www.facebook.com/mrplumesidrs"">Facebook</a>","<a href=""https://www.instagram.com/mrplume_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9319841841199759114"">Google</a>",,,"<a href=""https://untappd.com/w/mr-plume/332485"">Untappd</a>"
264,2023,Tannin Dominant,🥇 Gold,Ciderhuset Balholm,Ciderhuset Balholm,Vestr,89.9,Norway,1534,"<a href=""https://www.ciderhuset.no/"">Website</a>","<a href=""https://www.facebook.com/ciderhuset"">Facebook</a>","<a href=""https://www.instagram.com/ciderhuset/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12671775028436675444"">Google</a>","<a href=""https://www.yelp.com/biz/ciderhuset-balestrand"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g616211-d1991697"">TripAdvisor</a>","<a href=""https://untappd.com/w/ciderhuset-balholm/64016"">Untappd</a>"
265,2023,Tannin Dominant,🥇 Gold,Sodo Sidrinė,Sodo Sidrinė,Sodo Keeved Cider,89.8,Lithuania,3040,,"<a href=""https://www.facebook.com/klumpessodai/"">Facebook</a>","<a href=""https://www.instagram.com/sodo_cider/"">Instagram</a>",,,,
266,2023,Tannin Dominant,🥈 Silver,Ferme du Theil,Ferme du Theil,Belle Folie,86,France,2879,"<a href=""https://www.fermedutheil.com/"">Website</a>","<a href=""https://www.facebook.com/fermedutheil"">Facebook</a>","<a href=""https://www.instagram.com/fermedutheil/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11988918544771126641"">Google</a>",,,"<a href=""https://untappd.com/w/gaec-rouland-ferme-du-theli/138309"">Untappd</a>"
267,2023,Tannin Dominant,🥈 Silver,Balti Sodai,Balti Sodai,Alantos Normandiskas,84.1,Lithuania,X,,,,,,,
268,2023,Tannin Dominant,🥈 Silver,Abuls,Abuls,Naturalists,83.2,Latvia,2361,"<a href=""https://www.abuls.lv/"">Website</a>","<a href=""https://www.facebook.com/sidrsAbuls/"">Facebook</a>","<a href=""https://www.instagram.com/abuls_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12371654123090416644"">Google</a>",,,"<a href=""https://untappd.com/Abuls"">Untappd</a>"
269,2023,Tannin Dominant,🥈 Silver,Cydrownia Filomelos,Cydrownia Filomelos,Cydr Rozaniecki,82.8,Poland,2725,"<a href=""https://www.filomelos.pl/"">Website</a>","<a href=""https://www.facebook.com/cydrfilomelos/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16799127381008481476"">Google</a>",,,"<a href=""https://untappd.com/Filomelos"">Untappd</a>"
270,2023,Tannin Dominant,🥈 Silver,Böhm Ciderwerkstatt,Böhm Ciderwerkstatt,Rot Cider,82.5,Germany,2975,"<a href=""https://www.boehm-cider.de/"">Website</a>","<a href=""https://www.facebook.com/ciderwerkstatt/"">Facebook</a>","<a href=""https://www.instagram.com/boehm_ciderwerkstatt"">Instagram</a>","<a href=""https://maps.google.com/?cid=4561270118581123333"">Google</a>",,,
271,2023,Tannin Dominant,🥈 Silver,Fjordfolk Mikrobryggeri,Fjordfolk Mikrobryggeri,Bristol Fashion,80.5,Norway,1884,"<a href=""https://www.fjordfolkbrygg.no/"">Website</a>","<a href=""https://www.facebook.com/fjordfolkbrygg/"">Facebook</a>","<a href=""https://www.instagram.com/tallship_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13187877260143472555"">Google</a>","<a href=""https://www.yelp.com/biz/fjordfolk-mikrobryggeri-sandefjord"">Yelp</a>",,"<a href=""https://untappd.com/Fjordfolk"">Untappd</a>"
272,2023,Tannin Dominant,🥉 Bronze,Köpings Musteri,Köpings Musteri,Dabinett,78.9,Sweden,3014,"<a href=""https://kopingsmusteri.se/"">Website</a>","<a href=""https://www.facebook.com/kopingsmusteri"">Facebook</a>","<a href=""https://www.instagram.com/kopingsmusteri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5623943899960625759"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g679646-d12595815"">TripAdvisor</a>","<a href=""https://untappd.com/KopingsMusteri"">Untappd</a>"
273,2023,Tannin Dominant,🥉 Bronze,Ferme du Theil,Ferme du Theil,Douce Passion,75.7,France,2879,"<a href=""https://www.fermedutheil.com/"">Website</a>","<a href=""https://www.facebook.com/fermedutheil"">Facebook</a>","<a href=""https://www.instagram.com/fermedutheil/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11988918544771126641"">Google</a>",,,"<a href=""https://untappd.com/w/gaec-rouland-ferme-du-theli/138309"">Untappd</a>"
274,2023,Tannin Dominant,🥉 Bronze,Mistérios da Quinta,Sidraria dos Prazeres,Arrebita,75.1,Portugal,2603,,,"<a href=""https://www.instagram.com/sidrariaprazeres/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/misterios-da-quinta-unipessoal-lda/530615"">Untappd</a>"
275,2023,Tannin Dominant,🥉 Bronze,Cydr Radosny,Cydr Radosny,Atak Jabluszek 2022,71.3,Poland,2728,,"<a href=""https://www.facebook.com/profile.php?id=100051369316323"">Facebook</a>","<a href=""https://www.instagram.com/cydr_radosny/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7526262440248480679"">Google</a>",,,"<a href=""https://untappd.com/w/cydr-radosny/509782"">Untappd</a>"
276,2023,Tannin Dominant,🥉 Bronze,Zilver,Zilver,Mezabolu Sidrs,71.2,Latvia,3038,"<a href=""https://zilver.lv/"">Website</a>","<a href=""https://www.facebook.com/Zilver.lv/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=11431791076365254264"">Google</a>",,,"<a href=""https://untappd.com/w/zilver-dzerienu-daritava/479974"">Untappd</a>"
277,2023,Tannin Dominant,🥉 Bronze,Ciderhuset Balholm,Ciderhuset Balholm,Sognefjord,71.2,Norway,1534,"<a href=""https://www.ciderhuset.no/"">Website</a>","<a href=""https://www.facebook.com/ciderhuset"">Facebook</a>","<a href=""https://www.instagram.com/ciderhuset/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12671775028436675444"">Google</a>","<a href=""https://www.yelp.com/biz/ciderhuset-balestrand"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g616211-d1991697"">TripAdvisor</a>","<a href=""https://untappd.com/w/ciderhuset-balholm/64016"">Untappd</a>"
278,2023,Wood or Barrel Aged,🏆 Winner,Fjordfolk Mikrobryggeri,Fjordfolk Mikrobryggeri,Dabinett Barrel-Aged Cider,91.1,Norway,1884,"<a href=""https://www.fjordfolkbrygg.no/"">Website</a>","<a href=""https://www.facebook.com/fjordfolkbrygg/"">Facebook</a>","<a href=""https://www.instagram.com/tallship_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13187877260143472555"">Google</a>","<a href=""https://www.yelp.com/biz/fjordfolk-mikrobryggeri-sandefjord"">Yelp</a>",,"<a href=""https://untappd.com/Fjordfolk"">Untappd</a>"
279,2023,Wood or Barrel Aged,🥈 Silver,Mistérios da Quinta,Sidraria dos Prazeres,Arrebita,87.2,Portugal,2603,,,"<a href=""https://www.instagram.com/sidrariaprazeres/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/misterios-da-quinta-unipessoal-lda/530615"">Untappd</a>"
280,2023,Wood or Barrel Aged,🥈 Silver,Pomologik,Pomologik,Cider State of Mind,81.9,Sweden,2397,"<a href=""https://www.pomologik.se/"">Website</a>","<a href=""https://www.facebook.com/pomologik"">Facebook</a>","<a href=""https://www.instagram.com/Pomologik/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17836181822390207936"">Google</a>",,,"<a href=""https://untappd.com/Pomologik_swe"">Untappd</a>"
281,2023,Wood or Barrel Aged,🥈 Silver,Mooma,Mooma,Mooma Aged Cider,80.1,Spain,2752,"<a href=""https://mooma.cat/"">Website</a>","<a href=""https://www.facebook.com/sidreriamooma/"">Facebook</a>","<a href=""https://www.instagram.com/mooma/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11350926811080988766"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g3501872-d13815642"">TripAdvisor</a>","<a href=""https://untappd.com/w/mooma/254950"">Untappd</a>"
282,2023,Wood or Barrel Aged,🥈 Silver,Herbsts,Herbsts,Plusis,79.7,Latvia,2366,"<a href=""https://herbsts.lv/"">Website</a>","<a href=""https://www.facebook.com/herbsts.sidrs/"">Facebook</a>","<a href=""https://www.instagram.com/herbsts.sidrs/"">Instagram</a>",,,,"<a href=""https://untappd.com/HERBSTS"">Untappd</a>"
283,2023,Wood or Barrel Aged,🥉 Bronze,Ottercider,Ottercider,Laatzomer,79,Belgium,2749,"<a href=""https://www.ottercider.be/"">Website</a>","<a href=""https://www.facebook.com/Ottercider"">Facebook</a>","<a href=""https://www.instagram.com/ottercider"">Instagram</a>",,,,"<a href=""https://untappd.com/Ottercider"">Untappd</a>"
284,2023,Wood or Barrel Aged,🥉 Bronze,Iessel Cider,Iessel Cider,Eikengerijpt,77.7,Netherlands,2736,"<a href=""https://www.iesselcider.nl/"">Website</a>","<a href=""https://www.facebook.com/iesselcider/"">Facebook</a>","<a href=""https://www.instagram.com/iessel_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10819175046461159669"">Google</a>",,,"<a href=""https://untappd.com/IESSEL_Cider"">Untappd</a>"
285,2023,Wood or Barrel Aged,🥉 Bronze,Böhm Ciderwerkstatt,Böhm Ciderwerkstatt,Französische Eiche Apfelwein,77,Germany,2975,"<a href=""https://www.boehm-cider.de/"">Website</a>","<a href=""https://www.facebook.com/ciderwerkstatt/"">Facebook</a>","<a href=""https://www.instagram.com/boehm_ciderwerkstatt"">Instagram</a>","<a href=""https://maps.google.com/?cid=4561270118581123333"">Google</a>",,,
286,2023,Wood or Barrel Aged,🥉 Bronze,Cydr Chyliczki,Cydr Chyliczki,Sweet Oak 2019,73.1,Poland,2703,"<a href=""https://cydrchyliczki.pl/"">Website</a>","<a href=""https://www.facebook.com/cydrchyliczki/"">Facebook</a>","<a href=""https://www.instagram.com/cydrchyliczki/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/cydr-chyliczki/271740"">Untappd</a>"
287,2023,Flavoured Ciders,🏆 Winner,Store Naa Siderkompani,Store Naa Siderkompani,57/2 - Brudeferd,93.3,Norway,2604,"<a href=""https://www.storenaasiderkompani.com/"">Website</a>","<a href=""https://www.facebook.com/Storenaasiderkompani/"">Facebook</a>","<a href=""https://www.instagram.com/storenaasiderkompani/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15254622508133860404"">Google</a>",,,"<a href=""https://untappd.com/w/store-naa-siderkompani/442862"">Untappd</a>"
288,2023,Flavoured Ciders,🥇 Gold,Hardanger Saft og Siderfabrikk,Hardanger Saft og Siderfabrikk,Leikvin Rosesider,90.9,Norway,3010,"<a href=""https://hardangersider.no/"">Website</a>","<a href=""https://www.facebook.com/HardangerSaftogSiderfabrikk/"">Facebook</a>","<a href=""https://www.instagram.com/hardangersaftogsiderfabrikk/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12869878933054305699"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g7159542-d4893441"">TripAdvisor</a>","<a href=""https://untappd.com/w/hardanger-saft-og-siderfabrikk/42913"">Untappd</a>"
289,2023,Flavoured Ciders,🥇 Gold,Skjolden Sideri,Skjolden Sideri,"Edens Hage, Aroma Rosé",90.3,Norway,2806,,"<a href=""https://www.facebook.com/BolstadNeverdalFruktgard"">Facebook</a>","<a href=""https://www.instagram.com/skjoldensideri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8996713303995231318"">Google</a>",,,
290,2023,Flavoured Ciders,🥇 Gold,Turkalnes Muižā,Turkalnes Muižā,Ābolu-Rabarberu Sidrs,90.2,Latvia,2365,"<a href=""https://www.turkalnesmuiza.lv/"">Website</a>","<a href=""https://www.facebook.com/TurkalnesMuiza/"">Facebook</a>","<a href=""https://www.instagram.com/turkalnesmuiza/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14148682490481690589"">Google</a>",,,"<a href=""https://untappd.com/w/turkalnes-muiza/428003"">Untappd</a>"
291,2023,Flavoured Ciders,🥇 Gold,Skarbø Gard,Skarbø Gard,Skarbø Sider Glød,90.1,Norway,3034,"<a href=""https://skarbogard.no/"">Website</a>","<a href=""https://www.facebook.com/skarbogard/"">Facebook</a>","<a href=""https://www.instagram.com/skarbogard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8459681002301363731"">Google</a>",,,"<a href=""https://untappd.com/w/skarbo-gard/467871"">Untappd</a>"
292,2023,Flavoured Ciders,🥈 Silver,Aga Sideri,Aga Sideri,Humlepung Rosé,88.1,Norway,2605,"<a href=""https://www.agasideri.no/"">Website</a>","<a href=""https://www.facebook.com/agasideri/"">Facebook</a>","<a href=""https://www.instagram.com/agasideri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13763004362793346500"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2347995-d18177720"">TripAdvisor</a>","<a href=""https://untappd.com/w/aga-sideri/405076"">Untappd</a>"
293,2023,Flavoured Ciders,🥈 Silver,Ainoa Winery,Ainoa Winery,Ainoa Viive Apple Cider with Lingonberries,86.5,Finland,2999,"<a href=""https://ainoawinery.com/"">Website</a>","<a href=""https://www.facebook.com/ainoawinery/"">Facebook</a>","<a href=""https://www.instagram.com/ainoawinery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9038287289493115977"">Google</a>",,,"<a href=""https://untappd.com/w/ainoa/474000"">Untappd</a>"
294,2023,Flavoured Ciders,🥈 Silver,Ulvik Frukt & Cideri,Ulvik Frukt & Cideri,Kvemmadokkje,86.1,Norway,1414,"<a href=""http://www.hakastadsider.no/"">Website</a>","<a href=""https://www.facebook.com/pages/Ulvik-Frukt-Cideri/191311970916027"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=8381380851022975775"">Google</a>",,,"<a href=""https://untappd.com/brewery/60198"">Untappd</a>"
295,2023,Flavoured Ciders,🥈 Silver,Ciderhuset Balholm,Ciderhuset Balholm,Bæri,84.7,Norway,1534,"<a href=""https://www.ciderhuset.no/"">Website</a>","<a href=""https://www.facebook.com/ciderhuset"">Facebook</a>","<a href=""https://www.instagram.com/ciderhuset/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12671775028436675444"">Google</a>","<a href=""https://www.yelp.com/biz/ciderhuset-balestrand"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g616211-d1991697"">TripAdvisor</a>","<a href=""https://untappd.com/w/ciderhuset-balholm/64016"">Untappd</a>"
296,2023,Flavoured Ciders,🥈 Silver,Hardangergutane,Hardangergutane,Humleglimt,83.9,Norway,2746,"<a href=""https://hardangergutane.no/"">Website</a>","<a href=""https://www.facebook.com/Hardangergutane/"">Facebook</a>","<a href=""https://www.instagram.com/hardangergutane/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10940983309801750674"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g2328851-d23478417"">TripAdvisor</a>","<a href=""https://untappd.com/w/hardangergutane/429679"">Untappd</a>"
297,2023,Flavoured Ciders,🥈 Silver,Sabiles Sidrs,Sabiles Sidrs,Apple & Blackcurrant Semi-Sweet Cider,83.7,Latvia,2364,"<a href=""https://www.gardeners.lv/"">Website</a>","<a href=""https://www.facebook.com/sabiles.sidrs/"">Facebook</a>","<a href=""https://www.instagram.com/sabiles.sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2950487918260459648"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g2049841-d14914753"">TripAdvisor</a>","<a href=""https://untappd.com/w/sabiles-sidrs/201189"">Untappd</a>"
