Year,Entrant,Medalist,Entry,Class,Place,Results
2016,Eden Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",2015 Semi Dry Sparkling Cider,New World Heritage Cider,1st Place,https://ciderguide.com/glintcap/medalists/eden-ciders/
2016,Big Fish Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/big-fish-cider-co/"">Big Fish Cider Co.</a>",Allegheny Gold,New World Heritage Cider,2nd Place,https://ciderguide.com/glintcap/medalists/big-fish-cider-co/
2016,Snowdrift Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/snowdrift-cider-co/"">Snowdrift Cider Co.</a>",Cornice,Old World Cider,1st Place,https://ciderguide.com/glintcap/medalists/snowdrift-cider-co/
2016,Sidra Mayador,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-mayador/"">Sidra Mayador</a>",Mayador Sidra Natural,Old World Cider,2nd Place,https://ciderguide.com/glintcap/medalists/sidra-mayador/
2016,Domaine des 5 D,"<a href=""https://ciderguide.com/glintcap/medalists/domaine-des-5-d/"">Domaine des 5 D</a>",Cidrerie Daufresne Poiré,Perry,1st Place,https://ciderguide.com/glintcap/medalists/domaine-des-5-d/
2016,Uncle John's,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Apple Apricot,Fruit Cider,1st Place,https://ciderguide.com/glintcap/medalists/uncle-johns/
2016,Square Mile Cider,"<a href=""https://ciderguide.com/glintcap/medalists/square-mile-cider/"">Square Mile Cider</a>",Spur & Vine,Hopped/Herbal Cider,1st Place,https://ciderguide.com/glintcap/medalists/square-mile-cider/
2016,West Avenue Cider,"<a href=""https://ciderguide.com/glintcap/medalists/west-avenue-cider/"">West Avenue Cider</a>",Wild Oak,Wood Aged Cider,1st Place,https://ciderguide.com/glintcap/medalists/west-avenue-cider/
2016,West Avenue Cider,"<a href=""https://ciderguide.com/glintcap/medalists/west-avenue-cider/"">West Avenue Cider</a>",Bleuet Sauvage,Specialty,1st Place,https://ciderguide.com/glintcap/medalists/west-avenue-cider/
2016,Talisman Farm Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/talisman-farm-cidery/"">Talisman Farm Cidery</a>",iCider,Intensified and Distilled,1st Place,https://ciderguide.com/glintcap/medalists/talisman-farm-cidery/
2016,Le Père Jules,"<a href=""https://ciderguide.com/glintcap/medalists/le-pere-jules/"">Le Père Jules</a>",Pommeau de Normandie,Intensified and Distilled,2nd Place,https://ciderguide.com/glintcap/medalists/le-pere-jules/
2015,Eden Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",Eden Sparkling Semi-Dry Cider,Standard Cider & Perry,1st Place,https://ciderguide.com/glintcap/medalists/eden-ciders/
2015,Liberty Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/liberty-ciderworks/"">Liberty Ciderworks</a>",Stonewall,Specialty Cider & Perry,1st Place,https://ciderguide.com/glintcap/medalists/liberty-ciderworks/
2015,Snowdrift Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/snowdrift-cider-co/"">Snowdrift Cider Co.</a>",Semi Dry,Specialty Cider & Perry,2nd Place,https://ciderguide.com/glintcap/medalists/snowdrift-cider-co/
2015,Westcott Bay Cider,"<a href=""https://ciderguide.com/glintcap/medalists/westcott-bay-cider/"">Westcott Bay Cider</a>",Westcott Bay Pommeau,Intensified and Distilled,1st Place,https://ciderguide.com/glintcap/medalists/westcott-bay-cider/
2015,Cidrerie Entre Pierre & Terre,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-entre-pierre-terre/"">Cidrerie Entre Pierre & Terre</a>",Ice Perry,Intensified and Distilled,2nd Place,https://ciderguide.com/glintcap/medalists/cidrerie-entre-pierre-terre/
2014,Twin Pines Orchards & Cider House,"<a href=""https://ciderguide.com/glintcap/medalists/twin-pines-orchards-cider-house/"">Twin Pines Orchards & Cider House</a>",Hammer Bent Red,Standard/Specialty/Unlimited,1st Place,https://ciderguide.com/glintcap/medalists/twin-pines-orchards-cider-house/
2014,Hogan's Cider,"<a href=""https://ciderguide.com/glintcap/medalists/hogans-cider/"">Hogan's Cider</a>",Hogan's Vintage Perry 2010,Standard/Specialty/Unlimited,2nd Place,https://ciderguide.com/glintcap/medalists/hogans-cider/
2014,Eden Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",Eden Heirloom Blend 2012,Intensified and Distilled,1st Place,https://ciderguide.com/glintcap/medalists/eden-ciders/
2014,Colorado Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/colorado-cider-company/"">Colorado Cider Company</a>",Distraction,Intensified and Distilled,2nd Place,https://ciderguide.com/glintcap/medalists/colorado-cider-company/
2013,Wandering Aengus Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/wandering-aengus-ciderworks/"">Wandering Aengus Ciderworks</a>",Bloom Cider,Standard/Specialty/Unlimited,1st Place,https://ciderguide.com/glintcap/medalists/wandering-aengus-ciderworks/
2013,Finnriver Farm and Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/finnriver-farm-and-cidery/"">Finnriver Farm and Cidery</a>",Fire Barrel,Standard/Specialty/Unlimited,2nd Place,https://ciderguide.com/glintcap/medalists/finnriver-farm-and-cidery/
2013,Eden Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",Windfall Orchard 2011,Intensified and Distilled,1st Place,https://ciderguide.com/glintcap/medalists/eden-ciders/
2012,Hogan's Cider,"<a href=""https://ciderguide.com/glintcap/medalists/hogans-cider/"">Hogan's Cider</a>",Hogan's Medium Cider,Standard/Specialty/Unlimited,1st Place,https://ciderguide.com/glintcap/medalists/hogans-cider/
2012,Left Foot Charley,"<a href=""https://ciderguide.com/glintcap/medalists/left-foot-charley/"">Left Foot Charley</a>",Relic Hard Cider,Standard/Specialty/Unlimited,2nd Place,https://ciderguide.com/glintcap/medalists/left-foot-charley/
2012,Eden Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",Eden Barrel-Aged Northern Spy,Intensified and Distilled,1st Place,https://ciderguide.com/glintcap/medalists/eden-ciders/
2012,Uncle John's,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Apple Brandy,Intensified and Distilled,2nd Place,https://ciderguide.com/glintcap/medalists/uncle-johns/
2011,Hogan's Cider,"<a href=""https://ciderguide.com/glintcap/medalists/hogans-cider/"">Hogan's Cider</a>",Hogan's Dry Cider,Standard/Specialty/Unlimited,1st Place,https://ciderguide.com/glintcap/medalists/hogans-cider/
2011,Tideview Cider,"<a href=""https://ciderguide.com/glintcap/medalists/tideview-cider/"">Tideview Cider</a>",Heritage Dry Cider 2007,Standard/Specialty/Unlimited,2nd Place,https://ciderguide.com/glintcap/medalists/tideview-cider/
2011,County Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/county-cider-company/"">County Cider Company</a>",CHOA Ice Cider,Intensified and Distilled,1st Place,https://ciderguide.com/glintcap/medalists/county-cider-company/
2011,Winery at Black Star Farms,"<a href=""https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/"">Winery at Black Star Farms</a>",Spirit of Pear,Intensified and Distilled,2nd Place,https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/
2009,Uncle John's,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Uncle John’s Hard Cider,Best of Show,1st Place,https://ciderguide.com/glintcap/medalists/uncle-johns/
2009,Warwick Valley Winery & Distillery,"<a href=""https://ciderguide.com/glintcap/medalists/warwick-valley-winery-distillery/"">Warwick Valley Winery & Distillery</a>",American Fruits Apple Liqueur,Best of Show,2nd Place,https://ciderguide.com/glintcap/medalists/warwick-valley-winery-distillery/
2008,Westcott Bay Cider,"<a href=""https://ciderguide.com/glintcap/medalists/westcott-bay-cider/"">Westcott Bay Cider</a>",Traditional Semi Sweet,Best of Show,1st Place,https://ciderguide.com/glintcap/medalists/westcott-bay-cider/
2008,Slyboro Ciderhouse,"<a href=""https://ciderguide.com/glintcap/medalists/slyboro-ciderhouse/"">Slyboro Ciderhouse</a>",Old Sin / Original Cider,Best of Show,2nd Place,https://ciderguide.com/glintcap/medalists/slyboro-ciderhouse/
2007,Tulip Valley Vineyard & Orchard,"<a href=""https://ciderguide.com/glintcap/medalists/tulip-valley-vineyard-orchard/"">Tulip Valley Vineyard & Orchard</a>",Burro Loco Cider,Best of Show,1st Place,https://ciderguide.com/glintcap/medalists/tulip-valley-vineyard-orchard/
2006,Uncle John's,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Apple Dessert Wine,Best of Show,1st Place,https://ciderguide.com/glintcap/medalists/uncle-johns/
2006,Mcintosh Cellars,"<a href=""https://ciderguide.com/glintcap/medalists/mcintosh-cellars/"">Mcintosh Cellars</a>",Golden Harvest,Best of Show,2nd Place,https://ciderguide.com/glintcap/medalists/mcintosh-cellars/
2006,Winery at Black Star Farms,"<a href=""https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/"">Winery at Black Star Farms</a>",Spirit of Pear Eau DeVie,Best of Show,2nd Place,https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/
2005,Uncle John's,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Farm House Perry,Best of Show,1st Place,https://ciderguide.com/glintcap/medalists/uncle-johns/
