ID,WID,Year,Style,Award,Medalist,Entry,Region,Style Group
2,749,2017,Heritage,🥇🥇 Double Gold,Cidrerie Michel Jodoin,Cidre Mousseux Rosé,Quebec,Heritage
3,244,2017,Heritage,🥇 Gold,Dragon's Head Cider,Traditional Cider,Washington,Heritage
4,570,2017,Heritage,🥈 Silver,Snowdrift Cider Co.,Cliffbreaks Blend,Washington,Heritage
5,387,2017,Heritage,🥉 Bronze,Liberty Ciderworks,McIntosh SV,Washington,Heritage
6,570,2017,Heritage,👍 Judges' Pick,Snowdrift Cider Co.,Red,Washington,Heritage
7,1845,2017,Heritage,👍 Judges' Pick,Cider Riot!,1763 Revolutionary West Country Cider,Oregon,Heritage
8,827,2017,Heritage,👍 Judges' Pick,Salt Spring Wild Cider,Semi-Dry,British Columbia,Heritage
9,176,2017,Modern,🥇🥇 Double Gold,C Squared Ciders,Alma,Colorado,Modern
10,303,2017,Modern,🥇 Gold,Gowan's Heirloom Ciders,Estate 1876 Heirloom Cider,California,Modern
11,287,2017,Modern,🥈 Silver,Foxcraft Hard Cider,Apple Blossom,California,Modern
12,67,2017,Modern,🥉 Bronze,2 Towns Ciderhouse,OutCider,Oregon,Modern
13,514,2017,Modern,👍 Judges' Pick,Reverend Nat's Hard Cider,Revival Hard Apple,Oregon,Modern
14,405,2017,Modern,👍 Judges' Pick,March First Brewing,Traditional Cider,Ohio,Modern
15,490,2017,Modern,👍 Judges' Pick,Portland Cider Company,Apple,Oregon,Modern
16,490,2017,Perry,🥇🥇 Double Gold,Portland Cider Company,Pearfect Perry,Oregon,Perry
17,244,2017,Perry,🥇 Gold,Dragon's Head Cider,Perry,Washington,Perry
18,998,2017,Perry,🥈 Silver,EdenVale Winery,Pear House Cider,Oregon,Perry
19,635,2017,Perry,🥉 Bronze,Tieton Cider Works,Sparkling Perry,Washington,Perry
20,827,2017,Perry,👍 Judges' Pick,Salt Spring Wild Cider,Pear,British Columbia,Perry
21,553,2017,Perry,👍 Judges' Pick,Seattle Cider Company,2015 Perry,Washington,Perry
22,592,2017,Perry,👍 Judges' Pick,Stem Ciders,Perry,Colorado,Perry
23,387,2017,Still,🥇🥇 Double Gold,Liberty Ciderworks,Porter's Perfection SV,Washington,Still
24,87,2017,Still,🥇 Gold,Angry Orchard,Understood in Motion 01,New York,Still
25,749,2017,Still,🥈 Silver,Cidrerie Michel Jodoin,Rosalie Tranquille Rosé,Quebec,Still
26,303,2017,Still,🥉 Bronze,Gowan's Heirloom Ciders,Estate Sierra Beauty,California,Still
27,325,2017,Still,👍 Judges' Pick,Headwater Cider,Clesson,Massachusetts,Still
28,432,2017,Still,👍 Judges' Pick,Mountain West Cider Company,Stillwater 6 Months Barrel-Aged,Utah,Still
29,209,2017,Still,👍 Judges' Pick,Colorado Cider Company,Pato Feo,Colorado,Still
30,749,2017,Single Varietal,🥇🥇 Double Gold,Cidrerie Michel Jodoin,Cidre Mousseux Rosé,Quebec,Single Varietal
31,244,2017,Single Varietal,🥇 Gold,Dragon's Head Cider,Kingston Black,Washington,Single Varietal
32,428,2017,Single Varietal,🥈 Silver,Montana CiderWorks,McIntosh,Montana,Single Varietal
33,199,2017,Single Varietal,🥉 Bronze,Citizen Cider,Northern Spy,Vermont,Single Varietal
34,244,2017,Single Varietal,👍 Judges' Pick,Dragon's Head Cider,Columbia Crabapple,Washington,Single Varietal
35,387,2017,Single Varietal,👍 Judges' Pick,Liberty Ciderworks,Hewe's Virginia Crab SV,Washington,Single Varietal
36,87,2017,Single Varietal,👍 Judges' Pick,Angry Orchard,Baldwin SVC,New York,Single Varietal
37,312,2017,Stone Fruit,🥇🥇 Double Gold,Gypsy Circus,Vaudevillian,Tennessee,Fruit
38,447,2017,Stone Fruit,🥇 Gold,Noble Cider,The Village Tart,North Carolina,Fruit
39,414,2017,Stone Fruit,🥈 Silver,Mercier Orchards,Just Peachy,Georgia,Fruit
40,603,2017,Stone Fruit,🥉 Bronze,Laughing Dog Brewing,Uncrushable Apricot,Idaho,Fruit
41,635,2017,Stone Fruit,👍 Judges' Pick,Tieton Cider Works,Bourbon Peach,Washington,Fruit
42,451,2017,Stone Fruit,👍 Judges' Pick,North Idaho Cider,Wild Cherry,Idaho,Fruit
43,199,2017,Stone Fruit,👍 Judges' Pick,Citizen Cider,Companion,Vermont,Fruit
44,664,2017,Fruit,🥇🥇 Double Gold,Vermont Cider Company,Citrus Freak,Vermont,Fruit
45,67,2017,Fruit,🥇 Gold,2 Towns Ciderhouse,Two Thorns,Oregon,Fruit
46,490,2017,Fruit,🥈 Silver,Portland Cider Company,Strawberry,Oregon,Fruit
47,490,2017,Fruit,🥉 Bronze,Portland Cider Company,Pineapple,Oregon,Fruit
48,67,2017,Fruit,👍 Judges' Pick,2 Towns Ciderhouse,Made Marion,Oregon,Fruit
49,418,2017,Fruit,👍 Judges' Pick,Methow Valley Ciderhouse,Black Raven,Washington,Fruit
50,664,2017,Fruit,👍 Judges' Pick,Vermont Cider Company,Pear,Vermont,Fruit
51,585,2017,Hopped,🥇🥇 Double Gold,Square Mile Cider,Hopped Apple Cider,Oregon,Hopped
52,725,2017,Hopped,🥇 Gold,BC Tree Fruits Cider,Broken Ladder Apples & Hops,British Columbia,Hopped
53,635,2017,Hopped,🥈 Silver,Tieton Cider Works,Yakima Valley Dry Hopped,Washington,Hopped
54,67,2017,Hopped,🥉 Bronze,2 Towns Ciderhouse,Hop & Stalk,Oregon,Hopped
55,601,2017,Hopped,👍 Judges' Pick,Stowe Cider,Safety Meeting,Vermont,Hopped
56,514,2017,Hopped,👍 Judges' Pick,Reverend Nat's Hard Cider,Hallelujah Hopricot,Oregon,Hopped
57,418,2017,Hopped,👍 Judges' Pick,Methow Valley Ciderhouse,Howling Wolf,Washington,Hopped
58,10,2017,Oak-Aged,🥇🥇 Double Gold,Blake's Hard Cider Co.,Sir Lushington,Michigan,Wood-Aged
59,668,2017,Oak-Aged,🥇 Gold,Wandering Aengus Ciderworks,Oaked Dry,Oregon,Wood-Aged
60,553,2017,Oak-Aged,🥈 Silver,Seattle Cider Company,Oaked Maple,Washington,Wood-Aged
61,664,2017,Oak-Aged,🥉 Bronze,Vermont Cider Company,Cerise,Vermont,Wood-Aged
62,664,2017,Oak-Aged,👍 Judges' Pick,Vermont Cider Company,Ingrained,Vermont,Wood-Aged
63,67,2017,Oak-Aged,👍 Judges' Pick,2 Towns Ciderhouse,Return of the Mack,Oregon,Wood-Aged
64,387,2017,Oak-Aged,👍 Judges' Pick,Liberty Ciderworks,Stonewall,Washington,Wood-Aged
65,490,2017,Spiced/Botanical,🥇🥇 Double Gold,Portland Cider Company,Pumpkin Spice,Oregon,Botanical & Spiced
66,603,2017,Spiced/Botanical,🥇 Gold,Laughing Dog Brewing,Sundance,Idaho,Botanical & Spiced
67,553,2017,Spiced/Botanical,🥈 Silver,Seattle Cider Company,Basil Mint,Washington,Botanical & Spiced
68,807,2017,Spiced/Botanical,🥉 Bronze,Lonetree Cider,Ginger Apple,British Columbia,Botanical & Spiced
69,553,2017,Spiced/Botanical,👍 Judges' Pick,Seattle Cider Company,Gin Botanical,Washington,Botanical & Spiced
70,67,2017,Spiced/Botanical,👍 Judges' Pick,2 Towns Ciderhouse,Nice & Naughty,Oregon,Botanical & Spiced
71,312,2017,Spiced/Botanical,👍 Judges' Pick,Gypsy Circus,Tea Leaf Reader,Tennessee,Botanical & Spiced
72,553,2017,Specialty,🥇🥇 Double Gold,Seattle Cider Company,Three Pepper,Washington,Specialty
73,67,2017,Specialty,🥇 Gold,2 Towns Ciderhouse,Hollow Jack,Oregon,Specialty
74,613,2017,Specialty,🥈 Silver,Swilled Dog Hard Cider,Caramel Apple,West Virginia,Specialty
75,553,2017,Specialty,🥉 Bronze,Seattle Cider Company,Cold Brew,Washington,Specialty
76,67,2017,Specialty,👍 Judges' Pick,2 Towns Ciderhouse,2015 La Mûre,Oregon,Specialty
77,67,2017,Specialty,👍 Judges' Pick,2 Towns Ciderhouse,6th Anniversary,Oregon,Specialty
78,514,2017,Specialty,👍 Judges' Pick,Reverend Nat's Hard Cider,Tassajara Peach Book,Oregon,Specialty
79,749,2017,Dessert,🥇🥇 Double Gold,Cidrerie Michel Jodoin,Cidre de Glace Rosé,Quebec,Dessert & Fortified
80,37,2017,Dessert,🥇 Gold,Northern Natural Cider House & Winery,Iced Apple Cider,Michigan,Dessert & Fortified
81,255,2017,Dessert,🥈 Silver,Eden Ciders,2014 Brandy Barrel-Aged Heirloom Blend,Vermont,Dessert & Fortified
82,255,2017,Dessert,🥉 Bronze,Eden Ciders,2014 Honeycrisp,Vermont,Dessert & Fortified
83,635,2017,Dessert,👍 Judges' Pick,Tieton Cider Works,Tieton Frost,Washington,Dessert & Fortified
84,864,2017,Dessert,👍 Judges' Pick,West Avenue Cider,North by West,Ontario,Dessert & Fortified
85,10,2017,Dessert,👍 Judges' Pick,Blake's Hard Cider Co.,Amshire,Michigan,Dessert & Fortified
86,126,2017,Fortified,🥇🥇 Double Gold,Big B's Hard Cider,Bourbon Barrel Aged Pommeau,Colorado,Dessert & Fortified
87,209,2017,Fortified,🥇 Gold,Colorado Cider Company,Descuido,Colorado,Dessert & Fortified
88,553,2017,Fortified,🥈 Silver,Seattle Cider Company,Pommeau,Washington,Dessert & Fortified
89,570,2017,Fortified,🥉 Bronze,Snowdrift Cider Co.,Pommeau,Washington,Dessert & Fortified
90,67,2017,Fortified,👍 Judges' Pick,2 Towns Ciderhouse,2014 Pommeau,Oregon,Dessert & Fortified
91,749,2017,Fortified,👍 Judges' Pick,Cidrerie Michel Jodoin,Mistelle Doré,Quebec,Dessert & Fortified
92,514,2017,Fortified,👍 Judges' Pick,Reverend Nat's Hard Cider,Wooden Hellfire,Oregon,Dessert & Fortified
93,2598,2018,Heritage,🥇🥇 Double Gold,Shield Cider,Organic Demi-Sec,Texas,Heritage
94,749,2018,Heritage,🥇 Gold,Cidrerie Michel Jodoin,Cidre Mousseux Rosé,Quebec,Heritage
95,2053,2018,Heritage,🥈 Silver,Vergers de Romilly,Rosé,Normandy,Heritage
96,84,2018,Heritage,🥉 Bronze,Alpenfire Cider,Ember Estate Bitter-Sweet,Washington,Heritage
97,738,2018,Heritage,👍 Judges' Pick,Chain Yard Cider,Pippin Russet,Nova Scotia,Heritage
98,497,2018,Heritage,👍 Judges' Pick,Ragged Hill Cider,Traditional Semi-Dry,Massachusetts,Heritage
99,529,2018,Heritage,👍 Judges' Pick,Rootstock Cider & Spirits,2017 Heritage,New York,Heritage
100,185,2018,Modern,🥇🥇 Double Gold,Castle Hill Cider,2016 Serendipity,Virginia,Modern
101,530,2018,Modern,🥇 Gold,Rootwood Cider Co.,Lake Effect,Washington,Modern
102,670,2018,Modern,🥈 Silver,Lake Chelan Winery,Golden Delicious,Washington,Modern
103,490,2018,Modern,🥉 Bronze,Portland Cider Company,Sorta Sweet,Oregon,Modern
104,738,2018,Modern,👍 Judges' Pick,Chain Yard Cider,Foundation,Nova Scotia,Modern
105,749,2018,Modern,👍 Judges' Pick,Cidrerie Michel Jodoin,Cidre Mousseux Blanc,Quebec,Modern
106,397,2018,Modern,👍 Judges' Pick,Lost Giants Cider Company,Dry,Washington,Modern
107,1130,2018,Perry,🥇🥇 Double Gold,Oliver's Cider and Perry,Classic,Herefordshire,Perry
108,1691,2018,Perry,🥇 Gold,Calvados Pierre Huet,Poiré Demi-Sec,Normandy,Perry
109,490,2018,Perry,🥈 Silver,Portland Cider Company,Pearfect,Oregon,Perry
110,244,2018,Perry,🥉 Bronze,Dragon's Head Cider,Perry,Washington,Perry
111,96,2018,Perry,👍 Judges' Pick,Argus Cidery,Vinho Pearde,Texas,Perry
112,214,2018,Perry,👍 Judges' Pick,Conneaut Cellars Winery,Sparkling Perry,Pennsylvania,Perry
113,553,2018,Perry,👍 Judges' Pick,Seattle Cider Company,2015 Perry,Washington,Perry
114,387,2018,Still,🥇🥇 Double Gold,Liberty Ciderworks,Porter's Perfection SV,Washington,Still
115,84,2018,Still,🥇 Gold,Alpenfire Cider,Discovery Trail,Washington,Still
116,255,2018,Still,🥇 Gold,Eden Ciders,Cinderella's Slipper,Vermont,Still
117,303,2018,Still,🥇 Gold,Gowan's Heirloom Ciders,Sierra Beauty,California,Still
118,749,2018,Still,🥈 Silver,Cidrerie Michel Jodoin,Cidre Tranquille Fort Rosé,Quebec,Still
119,2325,2018,Still,🥉 Bronze,Donovan Orchards Estate Ciders,Gin Barrel Aged,New York,Still
120,136,2018,Still,👍 Judges' Pick,Black Diamond Cider,2016 Solstice,New York,Still
121,325,2018,Still,👍 Judges' Pick,Headwater Cider,Seven,Massachusetts,Still
122,350,2018,Still,👍 Judges' Pick,Island Orchard Cider,Still Beauty,Wisconsin,Still
123,84,2018,Single Varietal,🥇🥇 Double Gold,Alpenfire Cider,Glow Airlie Red,Washington,Single Varietal
124,244,2018,Single Varietal,🥇 Gold,Dragon's Head Cider,Kingston Black,Washington,Single Varietal
125,84,2018,Single Varietal,🥈 Silver,Alpenfire Cider,Foxwhelp Estate,Washington,Single Varietal
126,97,2018,Single Varietal,🥉 Bronze,Arsenal Cider House,Broken Hearts Are For Apples,Pennsylvania,Single Varietal
127,146,2018,Single Varietal,🥉 Bronze,Blue Bee Cider,Hewe's Crab,Virginia,Single Varietal
128,194,2018,Single Varietal,👍 Judges' Pick,Cider Creek Hard Cider,Spy Games,New York,Single Varietal
129,303,2018,Single Varietal,👍 Judges' Pick,Gowan's Heirloom Ciders,Macintosh,California,Single Varietal
130,387,2018,Single Varietal,👍 Judges' Pick,Liberty Ciderworks,Heirloom Series McIntosh SV,Washington,Single Varietal
131,194,2018,Sour,🥇🥇 Double Gold,Cider Creek Hard Cider,Dreams of Charlotte Series #1,New York,Sour
132,96,2018,Sour,🥇 Gold,Argus Cidery,Ozark Brut,Texas,Sour
133,661,2018,Sour,🥈 Silver,Urban Tree Hard Cider,Sidra Urbano,Georgia,Sour
134,165,2018,Sour,🥉 Bronze,Brooklyn Cider House,Raw,New York,Sour
135,1168,2018,Sour,👍 Judges' Pick,Bereziartua,Sidra,Basque Country,Sour
136,138,2018,Sour,👍 Judges' Pick,Black Mountain Ciderworks,Black Scrumpy,North Carolina,Sour
137,194,2018,Sour,👍 Judges' Pick,Cider Creek Hard Cider,Dreams of Charlotte Series #2,New York,Sour
138,349,2018,Stone Fruit,🥇🥇 Double Gold,Ironbound Hard Cider,Devil's Harvest,New Jersey,Fruit
139,118,2018,Stone Fruit,🥇 Gold,Bauman's Cider,Peach Raspberry,Oregon,Fruit
140,569,2018,Stone Fruit,🥇 Gold,Snow Capped Cider,Sour Cherry,Colorado,Fruit
141,63,2018,Stone Fruit,🥈 Silver,Virtue Cider,Michigan Cherry,Michigan,Fruit
142,447,2018,Stone Fruit,🥉 Bronze,Noble Cider,Royal Peach,North Carolina,Fruit
143,169,2018,Stone Fruit,👍 Judges' Pick,Brownrigg Hard Cider,Cherry Cardamom,Washington,Fruit
144,447,2018,Stone Fruit,👍 Judges' Pick,Noble Cider,Village Tart,North Carolina,Fruit
145,534,2018,Stone Fruit,👍 Judges' Pick,Runcible Cider,Cherry Twang,Oregon,Fruit
146,67,2018,Fruit,🥇🥇 Double Gold,2 Towns Ciderhouse,Passion Statement,Oregon,Fruit
147,670,2018,Fruit,🥇 Gold,Lake Chelan Winery,Raspberry,Washington,Fruit
148,67,2018,Fruit,🥈 Silver,2 Towns Ciderhouse,Easy Peasy,Oregon,Fruit
149,118,2018,Fruit,🥉 Bronze,Bauman's Cider,Loganberry,Oregon,Fruit
150,193,2018,Fruit,🥉 Bronze,Cider Brothers,Pacific Coast Ciders Apple with Mango and Muscat,California,Fruit
151,560,2018,Fruit,🥉 Bronze,Shoal Hope Ciderworks,Little Tart,Massachusetts,Fruit
152,103,2018,Fruit,👍 Judges' Pick,Avid Cider,Blackberry,Oregon,Fruit
153,211,2018,Fruit,👍 Judges' Pick,Common Cider Company,Blackberry Sangria,California,Fruit
154,664,2018,Fruit,👍 Judges' Pick,Vermont Cider Company,Bubbly Pearsecco,Vermont,Fruit
155,725,2018,Hopped,🥇🥇 Double Gold,BC Tree Fruits Cider,Broken Ladder Apples & Hops,British Columbia,Hopped
156,612,2018,Hopped,🥇 Gold,Swift Cider,Pineapple Hop,Oregon,Hopped
157,349,2018,Hopped,🥈 Silver,Ironbound Hard Cider,Woods Folly,New Jersey,Hopped
158,585,2018,Hopped,🥉 Bronze,Square Mile Cider,Hopped,Oregon,Hopped
159,501,2018,Hopped,👍 Judges' Pick,Rebel Seed Cidery,Colonial Jack,Delaware,Hopped
160,530,2018,Hopped,👍 Judges' Pick,Rootwood Cider Co.,Hop Infused,Washington,Hopped
161,643,2018,Hopped,👍 Judges' Pick,Tractor Brewing Company,Hopped,New Mexico,Hopped
162,701,2018,Oak-Aged,🥇🥇 Double Gold,Wrangletown Cider Company,Oak Barrel-Aged,California,Wood-Aged
163,553,2018,Oak-Aged,🥇 Gold,Seattle Cider Company,Oaked Maple,Washington,Wood-Aged
164,10,2018,Oak-Aged,🥈 Silver,Blake's Hard Cider Co.,Sir Lushington,Michigan,Wood-Aged
165,688,2018,Oak-Aged,🥉 Bronze,WildCraft Cider Works,Empire,Oregon,Wood-Aged
166,306,2018,Oak-Aged,👍 Judges' Pick,Green Bench Brewing Co.,I Am Brut w/ Raspberry,Florida,Wood-Aged
167,830,2018,Oak-Aged,👍 Judges' Pick,Sea Cider Farm & Ciderhouse,Rumrunner,British Columbia,Wood-Aged
168,864,2018,Oak-Aged,👍 Judges' Pick,West Avenue Cider,Frequin Rouge,Ontario,Wood-Aged
169,169,2018,Spiced/Botanical,🥇🥇 Double Gold,Brownrigg Hard Cider,Fig Leaf,Washington,Botanical & Spiced
170,447,2018,Spiced/Botanical,🥇 Gold,Noble Cider,Spice Merchant,North Carolina,Botanical & Spiced
171,585,2018,Spiced/Botanical,🥈 Silver,Square Mile Cider,Rosé,Oregon,Botanical & Spiced
172,97,2018,Spiced/Botanical,🥉 Bronze,Arsenal Cider House,Grierson's Ginger,Pennsylvania,Botanical & Spiced
173,192,2018,Spiced/Botanical,👍 Judges' Pick,Chatter Creek Winery,Chaider Clipper,Washington,Botanical & Spiced
174,209,2018,Spiced/Botanical,👍 Judges' Pick,Colorado Cider Company,Pome Mel,Colorado,Botanical & Spiced
175,62,2018,Spiced/Botanical,👍 Judges' Pick,Vander Mill,Totally Roasted,Michigan,Botanical & Spiced
176,1618,2018,Specialty,🥇🥇 Double Gold,Kystin,Cuvée XVII Cidre à la Châtaigne,Brittany,Specialty
177,738,2018,Specialty,🥇 Gold,Chain Yard Cider,Ginxberry,Nova Scotia,Specialty
178,738,2018,Specialty,🥈 Silver,Chain Yard Cider,Rhubee Cyser,Nova Scotia,Specialty
179,10,2018,Specialty,🥉 Bronze,Blake's Hard Cider Co.,El Chavo,Michigan,Specialty
180,188,2018,Specialty,👍 Judges' Pick,Champlain Orchards,Mac & Maple,Vermont,Specialty
181,553,2018,Specialty,👍 Judges' Pick,Seattle Cider Company,Olympic Honey,Washington,Specialty
182,63,2018,Specialty,👍 Judges' Pick,Virtue Cider,Michigan Honey,Michigan,Specialty
183,255,2018,Dessert,🥇🥇 Double Gold,Eden Ciders,Cellar Series #2 The Falstaff,Vermont,Dessert & Fortified
184,2589,2018,Dessert,🥇 Gold,The Great Canadian Cider Company,Organic Ice Cider,Ontario,Dessert & Fortified
185,749,2018,Dessert,🥈 Silver,Cidrerie Michel Jodoin,Cidre de Glace Rosé,Quebec,Dessert & Fortified
186,864,2018,Dessert,🥉 Bronze,West Avenue Cider,North by West,Ontario,Dessert & Fortified
187,776,2018,Dessert,👍 Judges' Pick,Domaine Pinnacle,Sparkling Ice Cider,Quebec,Dessert & Fortified
188,282,2018,Dessert,👍 Judges' Pick,Fly Creek Cider Mill & Orchard,Apple Frost,New York,Dessert & Fortified
189,387,2018,Dessert,👍 Judges' Pick,Liberty Ciderworks,Manchurian Crabapple SV,Washington,Dessert & Fortified
190,67,2018,Fortified,🥇🥇 Double Gold,2 Towns Ciderhouse,2015 Pommeau,Oregon,Dessert & Fortified
191,84,2018,Fortified,🥇 Gold,Alpenfire Cider,Rosy Pommeau,Washington,Dessert & Fortified
192,244,2018,Fortified,🥈 Silver,Dragon's Head Cider,Pommeau,Washington,Dessert & Fortified
193,214,2018,Fortified,🥉 Bronze,Conneaut Cellars Winery,Pommeau,Pennsylvania,Dessert & Fortified
194,126,2018,Fortified,👍 Judges' Pick,Big B's Hard Cider,Bourbon Barrel Aged Pommeau,Colorado,Dessert & Fortified
195,749,2018,Fortified,👍 Judges' Pick,Cidrerie Michel Jodoin,Vermouth de Pomme,Quebec,Dessert & Fortified
196,214,2018,Fortified,👍 Judges' Pick,Conneaut Cellars Winery,Poirissimo,Pennsylvania,Dessert & Fortified
197,1999,2019,Heritage,🥇🥇 Double Gold,Val de Rance,Cidre Brut,Brittany,Heritage
198,387,2019,Heritage,🥇 Gold,Liberty Ciderworks,English Style,Washington,Heritage
199,380,2019,Heritage,🥈 Silver,Lassen Traditional Cider,Farmhouse Dry,California,Heritage
200,864,2019,Heritage,🥈 Silver,West Avenue Cider,Autumn,Ontario,Heritage
201,530,2019,Heritage,🥉 Bronze,Rootwood Cider Co.,Heritage Style Estate Blend,Washington,Heritage
202,497,2019,Heritage,👍 Judges' Pick,Ragged Hill Cider,Traditional Semi-Dry,Massachusetts,Heritage
203,749,2019,Heritage,👍 Judges' Pick,Cidrerie Michel Jodoin,Cidre Rosé Tranquille Fort,Quebec,Heritage
204,127,2019,Heritage,👍 Judges' Pick,Big Fish Cider Co.,Orchard Select,Virginia,Heritage
205,490,2019,Modern,🥇🥇 Double Gold,Portland Cider Company,Sorta Sweet,Oregon,Modern
206,67,2019,Modern,🥇 Gold,2 Towns Ciderhouse,BrightCider,Oregon,Modern
207,97,2019,Modern,🥇 Gold,Arsenal Cider House,Archibald's Ado,Pennsylvania,Modern
208,635,2019,Modern,🥈 Silver,Tieton Cider Works,Tieton Dry,Washington,Modern
209,97,2019,Modern,🥈 Silver,Arsenal Cider House,Event Blend,Pennsylvania,Modern
210,166,2019,Modern,🥉 Bronze,Brooks Dry Cider,Dry,California,Modern
211,52,2019,Modern,👍 Judges' Pick,Starcut Ciders,Pulsar,Michigan,Modern
212,553,2019,Modern,👍 Judges' Pick,Seattle Cider Company,Semi Sweet,Washington,Modern
213,85,2019,Modern,👍 Judges' Pick,Alter Ego Cider,The Brut,Oregon,Modern
214,2698,2019,Perry,🥇🥇 Double Gold,Ramborn Cider Co.,Perry,Luxembourg,Perry
215,490,2019,Perry,🥇 Gold,Portland Cider Company,Pearfect,Oregon,Perry
216,553,2019,Perry,🥈 Silver,Seattle Cider Company,Traditional,Washington,Perry
217,998,2019,Perry,🥉 Bronze,EdenVale Winery,Eden Valley Orchards Pear House,Oregon,Perry
218,905,2019,Perry,👍 Judges' Pick,Blossom Barn Cidery,Rogue Valley,Oregon,Perry
219,530,2019,Perry,👍 Judges' Pick,Rootwood Cider Co.,Perry,Washington,Perry
220,553,2019,Perry,👍 Judges' Pick,Seattle Cider Company,2015 Perry,Washington,Perry
221,255,2019,Single Varietal,🥇🥇 Double Gold,Eden Ciders,Cellar Series #4 Guinevere's Pearls,Vermont,Single Varietal
222,921,2019,Single Varietal,🥇 Gold,Loch Mór Cider Co.,Golden Russett,Ontario,Single Varietal
223,1845,2019,Single Varietal,🥈 Silver,Cider Riot!,Kingston Black,Oregon,Single Varietal
224,635,2019,Single Varietal,🥉 Bronze,Tieton Cider Works,Single Varietal Harrison,Washington,Single Varietal
225,906,2019,Single Varietal,🥉 Bronze,Herb's Cider,Double Drag Tap Gravenstein,Washington,Single Varietal
226,553,2019,Single Varietal,👍 Judges' Pick,Seattle Cider Company,Winter Banana,Washington,Single Varietal
227,97,2019,Single Varietal,👍 Judges' Pick,Arsenal Cider House,Grimes Golden,Pennsylvania,Single Varietal
228,192,2019,Single Varietal,👍 Judges' Pick,Chatter Creek Winery,Kingston Black,Washington,Single Varietal
229,497,2019,Single Varietal,👍 Judges' Pick,Ragged Hill Cider,Honeycrisp,Massachusetts,Single Varietal
230,497,2019,Rosé,🥇🥇 Double Gold,Ragged Hill Cider,Rasé,Massachusetts,Rosé
231,553,2019,Rosé,🥇🥇 Double Gold,Seattle Cider Company,Red Currant,Washington,Rosé
232,185,2019,Rosé,🥇 Gold,Castle Hill Cider,Elder Cherry,Virginia,Rosé
233,339,2019,Rosé,🥈 Silver,Houston Cider Company,Rosé,Texas,Rosé
234,1997,2019,Rosé,🥉 Bronze,Windfall Cider,Hail Mary,British Columbia,Rosé
235,749,2019,Rosé,👍 Judges' Pick,Cidrerie Michel Jodoin,Cidre Rosé Mousseux,Quebec,Rosé
236,349,2019,Rosé,👍 Judges' Pick,Ironbound Hard Cider,Pinelands Rosé,New Jersey,Rosé
237,236,2019,Rosé,👍 Judges' Pick,Diskin Cider,Daydream,Tennessee,Rosé
238,547,2019,Wood-Aged,🥇🥇 Double Gold,Saro Cider,Marmara,Nebraska,Wood-Aged
239,415,2019,Wood-Aged,🥇 Gold,Meriwether Cider Company,Hardwood Normandy,Idaho,Wood-Aged
240,10,2019,Wood-Aged,🥇 Gold,Blake's Hard Cider Co.,Barrel Reserve Wild Blueberry,Michigan,Wood-Aged
241,553,2019,Wood-Aged,🥈 Silver,Seattle Cider Company,Red Wine Barrel-Aged Berry,Washington,Wood-Aged
242,312,2019,Wood-Aged,🥉 Bronze,Gypsy Circus,PuppetMaster: Whiskey Barrel Vaudevillian,Tennessee,Wood-Aged
243,236,2019,Wood-Aged,👍 Judges' Pick,Diskin Cider,BTC,Tennessee,Wood-Aged
244,589,2019,Wood-Aged,👍 Judges' Pick,Brotherhood Winery,Rebel Reserve,New York,Wood-Aged
245,635,2019,Wood-Aged,👍 Judges' Pick,Tieton Cider Works,Bourbon Barrel Peach Cider,Washington,Wood-Aged
246,1673,2019,Sour,🥇🥇 Double Gold,Sidra Riestra,Sidra Natural Riestra,Asturias,Sour
247,1673,2019,Sour,🥇 Gold,Sidra Riestra,Good Clean Funk,Asturias,Sour
248,553,2019,Sour,🥇 Gold,Seattle Cider Company,Crimson Gold,Washington,Sour
249,67,2019,Sour,🥈 Silver,2 Towns Ciderhouse,2017 La Mûre,Oregon,Sour
250,161,2019,Sour,🥈 Silver,Bristols Cider,Skimmington,California,Sour
251,221,2019,Sour,🥉 Bronze,Courthouse Creek Cider,Straight No Chaser,Virginia,Sour
252,1672,2019,Sour,👍 Judges' Pick,Sidra Fanjul,Sidra Natural,Asturias,Sour
253,194,2019,Sour,👍 Judges' Pick,Cider Creek Hard Cider,Dreams of Charlotte,New York,Sour
254,491,2019,Sour,👍 Judges' Pick,Potter's Craft Cider,Raspberries & Brett,Virginia,Sour
255,339,2019,Stone Fruit,🥇🥇 Double Gold,Houston Cider Company,Cherry,Texas,Fruit
256,103,2019,Stone Fruit,🥇 Gold,Avid Cider,Apricot,Oregon,Fruit
257,126,2019,Stone Fruit,🥈 Silver,Big B's Hard Cider,Peach Pickin Time,Colorado,Fruit
258,118,2019,Stone Fruit,🥉 Bronze,Bauman's Cider,Peach Raspberry,Oregon,Fruit
259,2212,2019,Stone Fruit,👍 Judges' Pick,Winsome Ciderworks,Pom Cherry,Oregon,Fruit
260,569,2019,Stone Fruit,👍 Judges' Pick,Snow Capped Cider,Colorado Peach,Colorado,Fruit
261,670,2019,Stone Fruit,👍 Judges' Pick,Lake Chelan Winery,Cherry,Washington,Fruit
262,67,2019,Fruit,🥇🥇 Double Gold,2 Towns Ciderhouse,Camp Clementine,Oregon,Fruit
263,389,2019,Fruit,🥇 Gold,Liquid Alchemy Beverages,Pineapple Experiment #13,Delaware,Fruit
