ID,Year,Class,Producer,Medalist,Product,Country,Medal,Origin,WID,🥇 Gold,🥈 Silver,🥉 Bronze,🏅 Total,First,Last,Years,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
55,2017,Low Alcohol Cider (1.2-3.5% ABV),Junginger Fruchtsafte,Junginger Fruchtsäfte,Schwabi Apfel,Germany,🥇 Gold,"Neiderstrotzingen, Germany",3500,1,1,1,3,2017,2019,2,Active,"<a href=""https://www.junginger-fruchtsaefte.de/"">Website</a>","<a href=""https://www.facebook.com/Fruchtsaefte.Junginger"">Facebook</a>","<a href=""https://www.instagram.com/junginger_fruchtsaefte/"">Instagram</a>","<a href=""https://maps.google.com/?cid=18141945507458756869"">Google</a>",,,"<a href=""https://untappd.com/w/junginger-fruchsafte/243486"">Untappd</a>"
56,2017,Low Alcohol Cider (1.2-3.5% ABV),Junginger Fruchtsfte,Junginger Fruchtsäfte,Schwabi Holunderblute (Elderflower),Germany,🥈 Silver,"Neiderstrotzingen, Germany",3500,1,1,1,3,2017,2019,2,Active,"<a href=""https://www.junginger-fruchtsaefte.de/"">Website</a>","<a href=""https://www.facebook.com/Fruchtsaefte.Junginger"">Facebook</a>","<a href=""https://www.instagram.com/junginger_fruchtsaefte/"">Instagram</a>","<a href=""https://maps.google.com/?cid=18141945507458756869"">Google</a>",,,"<a href=""https://untappd.com/w/junginger-fruchsafte/243486"">Untappd</a>"
57,2017,Low Alcohol Cider (1.2-3.5% ABV),Adam & Eva GbR,Adam & Eva,Eva Cider (2.7% Alc),Germany,🥉 Bronze,"Bodensee, Germany",3503,0,0,1,1,2017,2017,1,Inactive,,,,,,,
58,2017,Specialty Cider,Hogan's Cider,Hogan's Cider,Killer Sharp,England,🥇 Gold,"Alcester, UK",1150,3,3,1,7,2017,2024,4,Active,"<a href=""https://www.hoganscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/HogansCider/"">Facebook</a>","<a href=""https://www.instagram.com/hoganscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=344551779062280462"">Google</a>",,,"<a href=""https://untappd.com/brewery/27309"">Untappd</a>"
59,2017,Specialty Cider,Shappys Cider ltd,Sheppy's Cider,Iwood Limited Edition,England,🥈 Silver,"Taunton, UK",1118,5,3,0,8,2015,2021,4,Active,"<a href=""https://www.sheppyscider.com/"">Website</a>","<a href=""https://www.facebook.com/sheppyscider/"">Facebook</a>","<a href=""https://www.instagram.com/sheppyscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14572513592829460886"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g190730-d6870973"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/7956"">Untappd</a>"
60,2017,Specialty Cider,Angry Orchard,Angry Orchard,The Old Fashioned,United States,🥉 Bronze,New York USA,87,4,2,5,11,2015,2021,4,Active,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>","<a href=""https://untappd.com/w/angry-orchard-cider-company/16455"">Untappd</a>"
61,2019,Tannic Cider - Dry,Pulpt,Pulpt,Union,England,🥇 Gold,"Hewish, Somerset, England",2375,1,0,0,1,2019,2019,1,Active,"<a href=""https://www.pulpt.co.uk/"">Website</a>","<a href=""https://www.facebook.com/pulptcider/"">Facebook</a>","<a href=""https://www.instagram.com/pulptcider"">Instagram</a>","<a href=""https://maps.google.com/?cid=6769290529103590363"">Google</a>",,,"<a href=""https://untappd.com/w/pulpt/406060"">Untappd</a>"
62,2019,Tannic Cider - Dry,Hogan's Cider,Hogan's Cider,Killer Sharp,England,🥈 Silver,"Haselor, Warwickshire, England",1150,3,3,1,7,2017,2024,4,Active,"<a href=""https://www.hoganscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/HogansCider/"">Facebook</a>","<a href=""https://www.instagram.com/hoganscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=344551779062280462"">Google</a>",,,"<a href=""https://untappd.com/brewery/27309"">Untappd</a>"
63,2019,Tannic Cider - Dry,Angry Orchard Cider Company,Angry Orchard,BitterSteve (2017),United States,🥉 Bronze,"Walden, New York, USA",87,4,2,5,11,2015,2021,4,Active,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>","<a href=""https://untappd.com/w/angry-orchard-cider-company/16455"">Untappd</a>"
64,2019,Tannic Cider - Medium,Sheppy's Cider,Sheppy's Cider,Sheppy's 200 Special Edition Cider,England,🥇 Gold,"Somerset, England",1118,5,3,0,8,2015,2021,4,Active,"<a href=""https://www.sheppyscider.com/"">Website</a>","<a href=""https://www.facebook.com/sheppyscider/"">Facebook</a>","<a href=""https://www.instagram.com/sheppyscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14572513592829460886"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g190730-d6870973"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/7956"">Untappd</a>"
65,2019,Tannic Cider - Medium,Celtic Marches,Celtic Marches,Thundering Molly,England,🥈 Silver,"Bishops Frome, Herefordshire, England",1403,0,1,0,1,2019,2019,1,Active,"<a href=""https://www.celticmarches.com/"">Website</a>","<a href=""https://www.facebook.com/celticmarchesbeverages/"">Facebook</a>","<a href=""https://www.instagram.com/celticmarches/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14163451376835523124"">Google</a>",,,"<a href=""https://untappd.com/brewery/45546"">Untappd</a>"
66,2019,Tannic Cider - Medium,Aspalls Cyder,Aspall,Peacock Apple Cider,England,🥉 Bronze,"Stowmarket, Suffolk, England",1227,0,1,1,2,2015,2019,2,Active,"<a href=""https://www.aspall.co.uk/"">Website</a>","<a href=""https://www.facebook.com/AspallUK/"">Facebook</a>","<a href=""https://www.instagram.com/aspalluk/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12281573289882642327"">Google</a>",,,"<a href=""https://untappd.com/brewery/3468"">Untappd</a>"
67,2019,Tannic Cider - Sweet,Hogan's Cider,Hogan's Cider,Libertine,England,🥇 Gold,"Haselor, Warwickshire, England",1150,3,3,1,7,2017,2024,4,Active,"<a href=""https://www.hoganscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/HogansCider/"">Facebook</a>","<a href=""https://www.instagram.com/hoganscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=344551779062280462"">Google</a>",,,"<a href=""https://untappd.com/brewery/27309"">Untappd</a>"
68,2019,Tannic Cider - Sweet,Shepherd Neame Ltd,Zeffer,Cidre Demi-Sec,New Zealand,🥈 Silver,"Hastings, New Zealand",1451,1,1,0,2,2017,2019,2,Active,"<a href=""https://zeffer.co.nz/"">Website</a>","<a href=""https://www.facebook.com/zefferdrinks/"">Facebook</a>","<a href=""https://www.instagram.com/zefferdrinks/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13931145990495161499"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g255680-d15328989"">TripAdvisor</a>","<a href=""https://untappd.com/Zeffer"">Untappd</a>"
69,2019,Modern Cider - Dry,Ramborn Cider Co,Ramborn Cider Co.,Ramborn Farmhouse Dry Cider,Luxembourg,🥇 Gold,"Born, Luxembourg",2698,4,2,3,9,2017,2021,3,Active,"<a href=""https://www.ramborn.com/"">Website</a>","<a href=""https://www.facebook.com/RambornUS/"">Facebook</a>","<a href=""https://www.instagram.com/rambornciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16691194016355154342"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g206525-d12591209"">TripAdvisor</a>","<a href=""https://untappd.com/Ramborn"">Untappd</a>"
70,2019,Modern Cider - Dry,North Canyon Cider Company,North Canyon Cider Company,Dry,United States,🥈 Silver,"Camino, California, USA",449,0,2,0,2,2019,2019,1,Active,"<a href=""http://northcanyoncider.com/"">Website</a>","<a href=""https://www.facebook.com/NorthCanyonCiderCo"">Facebook</a>","<a href=""https://www.instagram.com/NorthCanyonCider"">Instagram</a>","<a href=""https://maps.google.com/?cid=15474272377040798709"">Google</a>","<a href=""https://www.yelp.com/biz/north-canyon-cider-company-camino-2"">Yelp</a>",,"<a href=""https://untappd.com/w/north-canyon-cider-co/366979"">Untappd</a>"
71,2019,Modern Cider - Medium,Sheppy's Cider,Sheppy's Cider,Sheppy's Classic Draught Cider,England,🥇 Gold,"Somerset, England",1118,5,3,0,8,2015,2021,4,Active,"<a href=""https://www.sheppyscider.com/"">Website</a>","<a href=""https://www.facebook.com/sheppyscider/"">Facebook</a>","<a href=""https://www.instagram.com/sheppyscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14572513592829460886"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g190730-d6870973"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/7956"">Untappd</a>"
72,2019,Modern Cider - Medium,Militsa Apple Cider,Militsa,Militsa Premium Apple Cider,Cyprus,🥈 Silver,"Farmakas, Cyprus",3498,0,1,0,1,2019,2019,1,Active,"<a href=""https://militsa-cider.com/"">Website</a>","<a href=""https://www.facebook.com/MilitsaCider/"">Facebook</a>","<a href=""https://www.instagram.com/militsacider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14717679710918766920"">Google</a>",,,"<a href=""https://untappd.com/w/militsa/409803"">Untappd</a>"
73,2019,Modern Cider - Medium,Ramborn Cider Co,Ramborn Cider Co.,Ramborn Original Medium Dry Cider,Luxembourg,🥉 Bronze,"Born, Luxembourg",2698,4,2,3,9,2017,2021,3,Active,"<a href=""https://www.ramborn.com/"">Website</a>","<a href=""https://www.facebook.com/RambornUS/"">Facebook</a>","<a href=""https://www.instagram.com/rambornciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16691194016355154342"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g206525-d12591209"">TripAdvisor</a>","<a href=""https://untappd.com/Ramborn"">Untappd</a>"
74,2019,Modern Cider - Sweet,Caledonia Cider Ltd,Caledonian Cider Co,Lost Orchards No. 1,Scotland,🥇 Gold,"Dundee, Scotland",2353,1,0,0,1,2019,2019,1,Active,"<a href=""https://caledoniancider.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=15633057795289615854"">Google</a>",,,"<a href=""https://untappd.com/CaledonianCiderCo"">Untappd</a>"
75,2019,Modern Cider - Sweet,North Canyon Cider Company,North Canyon Cider Company,American Sweet,United States,🥈 Silver,"Camino, California, USA",449,0,2,0,2,2019,2019,1,Active,"<a href=""http://northcanyoncider.com/"">Website</a>","<a href=""https://www.facebook.com/NorthCanyonCiderCo"">Facebook</a>","<a href=""https://www.instagram.com/NorthCanyonCider"">Instagram</a>","<a href=""https://maps.google.com/?cid=15474272377040798709"">Google</a>","<a href=""https://www.yelp.com/biz/north-canyon-cider-company-camino-2"">Yelp</a>",,"<a href=""https://untappd.com/w/north-canyon-cider-co/366979"">Untappd</a>"
76,2019,Modern Cider - Sweet,Heineken,Bulmers,Strongbow Gold Apple,England,🥉 Bronze,"Aubel, Belgium",1250,2,3,5,10,2013,2019,4,Active,"<a href=""https://www.bulmers.co.uk/"">Website</a>","<a href=""https://www.facebook.com/Bulmers/"">Facebook</a>","<a href=""https://www.instagram.com/bulmers_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13460408443952843212"">Google</a>",,,"<a href=""https://untappd.com/bulmersamerica"">Untappd</a>"
77,2019,Spanish Cider,Angry Orchard Cider Company,Angry Orchard,Edu (2016),United States,🥇 Gold,"Walden, New York, USA",87,4,2,5,11,2015,2021,4,Active,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>","<a href=""https://untappd.com/w/angry-orchard-cider-company/16455"">Untappd</a>"
78,2019,Spanish Cider,Angry Orchard Cider Company,Angry Orchard,Edu (2017),United States,🥈 Silver,"Walden, New York, USA",87,4,2,5,11,2015,2021,4,Active,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>","<a href=""https://untappd.com/w/angry-orchard-cider-company/16455"">Untappd</a>"
79,2019,Traditional Perry,Ramborn Cider Co,Ramborn Cider Co.,Ramborn Perry,Luxembourg,🥇 Gold,"Born, Luxembourg",2698,4,2,3,9,2017,2021,3,Active,"<a href=""https://www.ramborn.com/"">Website</a>","<a href=""https://www.facebook.com/RambornUS/"">Facebook</a>","<a href=""https://www.instagram.com/rambornciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16691194016355154342"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g206525-d12591209"">TripAdvisor</a>","<a href=""https://untappd.com/Ramborn"">Untappd</a>"
80,2019,Traditional Perry,Hogan's Cider,Hogan's Cider,Vintage Perry 2017,England,🥈 Silver,"Haselor, Warwickshire, England",1150,3,3,1,7,2017,2024,4,Active,"<a href=""https://www.hoganscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/HogansCider/"">Facebook</a>","<a href=""https://www.instagram.com/hoganscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=344551779062280462"">Google</a>",,,"<a href=""https://untappd.com/brewery/27309"">Untappd</a>"
81,2019,Modern Perry,Sidewood Estate,Sidewood Estate,Sidewood Estate Pear Cider,Australia,🥇 Gold,"Naime, Australia",1916,2,0,1,3,2019,2021,2,Active,"<a href=""https://sidewood.com.au/"">Website</a>","<a href=""https://www.facebook.com/SidewoodEstate/"">Facebook</a>","<a href=""https://www.instagram.com/sidewoodestate/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16006910239256404559"">Google</a>",,"<a href=""https://www.tripadvisor.com.au/Attraction_Review-g499710-d19238424"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidewood-estate/118552"">Untappd</a>"
82,2019,Fruit Flavoured - Herbs & Spices,Mosterei Möhl AG,Mosterei Möhl,Cider Clan - Punsch Apple Cider,Switzerland,🥇 Gold,"Arbon, Switzerland",3124,1,1,1,3,2019,2024,3,Active,"<a href=""https://www.moehl.ch/"">Website</a>","<a href=""https://www.facebook.com/saftvomfass/"">Facebook</a>","<a href=""https://www.instagram.com/mosterei_moehl/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2429351855518192196"">Google</a>",,,"<a href=""https://untappd.com/w/mosterei-mohl/21631"">Untappd</a>"
83,2019,Fruit Flavoured - Herbs & Spices,The Cotswold Cider Company Ltd,Cotswold Cider Company,Blowhorn Chai-Spice Cider,England,🥈 Silver,The Cotswold Cider Company Ltd,1349,1,1,0,2,2019,2024,2,Active,"<a href=""https://www.cotswoldciderco.com/"">Website</a>","<a href=""https://www.facebook.com/CotswoldCiderCompany"">Facebook</a>","<a href=""https://www.instagram.com/cotswoldciderco/"">Instagram</a>",,,,"<a href=""https://untappd.com/TheCotswoldCiderCompany"">Untappd</a>"
84,2019,Fruit Flavoured - Fruits & Flowers,Stonewell Cider/Finnbarra Cider,Stonewell Cider,Stonewell Rós,Ireland,🥇 Gold,"Cork, Ireland",1265,4,2,0,6,2019,2024,3,Active,"<a href=""https://www.stonewellcider.com/"">Website</a>","<a href=""https://www.facebook.com/stonewellcider"">Facebook</a>","<a href=""https://www.instagram.com/stonewellcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6638378960827420170"">Google</a>",,,"<a href=""https://untappd.com/Nohoval_Drinks_Company_Ltd"">Untappd</a>"
85,2019,Fruit Flavoured - Fruits & Flowers,Hogan's Cider,Hogan's Cider,Wild Elder,England,🥈 Silver,"Haselor, Warwickshire, England",1150,3,3,1,7,2017,2024,4,Active,"<a href=""https://www.hoganscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/HogansCider/"">Facebook</a>","<a href=""https://www.instagram.com/hoganscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=344551779062280462"">Google</a>",,,"<a href=""https://untappd.com/brewery/27309"">Untappd</a>"
86,2019,Fruit Flavoured - Fruits & Flowers,Good George Brewing,Good George Brewing,Good George Scarlett Peach Cider,New Zealand,🥉 Bronze,"Hamilton, New Zealand",2608,0,0,1,1,2019,2019,1,Active,"<a href=""https://www.goodgeorge.kiwi.nz/"">Website</a>","<a href=""https://www.facebook.com/GoodGeorgeBrewing"">Facebook</a>","<a href=""https://www.instagram.com/goodgeorgedininghall/"">Instagram</a>","<a href=""https://maps.google.com/?cid=18222949602820729278"">Google</a>","<a href=""https://www.yelp.com/biz/good-george-brewery-hamilton"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g255108-d3620478"">TripAdvisor</a>","<a href=""https://untappd.com/GoodGeorgeBrewing"">Untappd</a>"
87,2019,Hopped Cider,Ramborn Cider Co,Ramborn Cider Co.,Ramborn Cascade Hopped Cider,Luxembourg,🥈 Silver,"Born, Luxembourg",2698,4,2,3,9,2017,2021,3,Active,"<a href=""https://www.ramborn.com/"">Website</a>","<a href=""https://www.facebook.com/RambornUS/"">Facebook</a>","<a href=""https://www.instagram.com/rambornciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16691194016355154342"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g206525-d12591209"">TripAdvisor</a>","<a href=""https://untappd.com/Ramborn"">Untappd</a>"
88,2019,Iced Cider,Angry Orchard Cider Company,Angry Orchard,Dear Eleanor,United States,🥇 Gold,"Walden, New York, USA",87,4,2,5,11,2015,2021,4,Active,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>","<a href=""https://untappd.com/w/angry-orchard-cider-company/16455"">Untappd</a>"
89,2019,Low Alcohol Cider,Sheppy's Cider,Sheppy's Cider,Sheppy's Low Alcohol Classic Cider,England,🥇 Gold,"Somerset, England",1118,5,3,0,8,2015,2021,4,Active,"<a href=""https://www.sheppyscider.com/"">Website</a>","<a href=""https://www.facebook.com/sheppyscider/"">Facebook</a>","<a href=""https://www.instagram.com/sheppyscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14572513592829460886"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g190730-d6870973"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/7956"">Untappd</a>"
90,2019,Low Alcohol Cider,Westons Cider,Westons Cider,Stowford Press Low Alcohol Cider,England,🥈 Silver,"Much Marcle, Herefordshire, England",1131,0,2,0,2,2015,2019,2,Active,"<a href=""https://www.westons-cider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/WestonsCiderMill"">Facebook</a>","<a href=""https://www.instagram.com/westonscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11779156514256391794"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g186303-d218508"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6135"">Untappd</a>"
91,2019,Low Alcohol Cider,Junginger Fruchtsäfte GmbH & Co KG,Junginger Fruchtsäfte,Apple Cider,Germany,🥉 Bronze,"Niederstotzingen, Germany",3500,1,1,1,3,2017,2019,2,Active,"<a href=""https://www.junginger-fruchtsaefte.de/"">Website</a>","<a href=""https://www.facebook.com/Fruchtsaefte.Junginger"">Facebook</a>","<a href=""https://www.instagram.com/junginger_fruchtsaefte/"">Instagram</a>","<a href=""https://maps.google.com/?cid=18141945507458756869"">Google</a>",,,"<a href=""https://untappd.com/w/junginger-fruchsafte/243486"">Untappd</a>"
92,2019,Open Class Cider,Stonewell Cider/Finnbarra Cider,Stonewell Cider,Tawny,Ireland,🥇 Gold,"Cork, Ireland",1265,4,2,0,6,2019,2024,3,Active,"<a href=""https://www.stonewellcider.com/"">Website</a>","<a href=""https://www.facebook.com/stonewellcider"">Facebook</a>","<a href=""https://www.instagram.com/stonewellcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6638378960827420170"">Google</a>",,,"<a href=""https://untappd.com/Nohoval_Drinks_Company_Ltd"">Untappd</a>"
93,2019,Open Class Cider,Angry Orchard Cider Company,Angry Orchard,Understood in Motion 01,United States,🥈 Silver,"Walden, New York, USA",87,4,2,5,11,2015,2021,4,Active,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>","<a href=""https://untappd.com/w/angry-orchard-cider-company/16455"">Untappd</a>"
94,2019,Open Class Cider,Ramborn Cider Co,Ramborn Cider Co.,Ramborn Bourbon Barrel Aged Still Cider,Luxembourg,🥉 Bronze,"Born, Luxembourg",2698,4,2,3,9,2017,2021,3,Active,"<a href=""https://www.ramborn.com/"">Website</a>","<a href=""https://www.facebook.com/RambornUS/"">Facebook</a>","<a href=""https://www.instagram.com/rambornciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16691194016355154342"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g206525-d12591209"">TripAdvisor</a>","<a href=""https://untappd.com/Ramborn"">Untappd</a>"
95,2021,Tannic Cider - Dry,Sheppy's Cider,Sheppy's Cider,Sheppy's Vintage Cloudy Cider,England,🥇 Gold,"Taunton, Somerset, England",1118,5,3,0,8,2015,2021,4,Active,"<a href=""https://www.sheppyscider.com/"">Website</a>","<a href=""https://www.facebook.com/sheppyscider/"">Facebook</a>","<a href=""https://www.instagram.com/sheppyscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14572513592829460886"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g190730-d6870973"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/7956"">Untappd</a>"
96,2021,Tannic Cider - Dry,Kilmegan Cider,Kilmegan Cider,"Kilmegan ""Real"" Cider",Northern Ireland,🥈 Silver,"Newcastle, County Down, Northern Ireland",3111,0,1,0,1,2021,2021,1,Active,"<a href=""https://kilmegancider.com/"">Website</a>","<a href=""https://www.facebook.com/kilmegancider/"">Facebook</a>","<a href=""https://www.instagram.com/kilmegancider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3112578667047542739"">Google</a>",,,"<a href=""https://untappd.com/w/kilmegan-cider/140693"">Untappd</a>"
97,2021,Tannic Cider - Medium,Sandford Orchards,Sandford Orchards,Sandford Reserve,England,🥇 Gold,"Crediton, Devon, England",1243,1,0,0,1,2021,2021,1,Active,"<a href=""https://www.sandfordorchards.co.uk/"">Website</a>","<a href=""https://www.facebook.com/sandfordorchards"">Facebook</a>","<a href=""https://www.instagram.com/sandfordorchards/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2784404680033020235"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g635675-d14758900"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14080"">Untappd</a>"
98,2021,Tannic Cider - Medium,Hewletts Mill,Hewletts Mill,Hewletts Mill Stone Broke 2020 Vintage Cider,England,🥈 Silver,"Yeovil, Somerset, England",3502,0,1,0,1,2021,2021,1,Active,,,"<a href=""https://www.instagram.com/stonebrokecider/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/hewletts-mill/445906"">Untappd</a>"
99,2021,Tannic Cider - Medium,St Ives Cider,St. Ives Cider,St Ives Cider Farmhouse,England,🥉 Bronze,"St Ives, Cornwall, England",1547,0,0,1,1,2021,2021,1,Active,"<a href=""https://stivescider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/stivescider/"">Facebook</a>","<a href=""https://www.instagram.com/stivescider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12970939473205570566"">Google</a>",,,"<a href=""https://untappd.com/stivescider"">Untappd</a>"
100,2021,Tannic Cider - Sweet,Sheppy's Cider,Sheppy's Cider,Sheppy's 200 Cider,England,🥈 Silver,"Taunton, Somerset, England",1118,5,3,0,8,2015,2021,4,Active,"<a href=""https://www.sheppyscider.com/"">Website</a>","<a href=""https://www.facebook.com/sheppyscider/"">Facebook</a>","<a href=""https://www.instagram.com/sheppyscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14572513592829460886"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g190730-d6870973"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/7956"">Untappd</a>"
101,2021,Modern Cider - Dry,Riley's Cidery,Riley's Cidery,Sip & Tell- Single Varietal Mac Cider,Canada,🥇 Gold,"Bowen Island, BC, Canada",2105,1,0,0,1,2021,2021,1,Active,"<a href=""https://www.rileyscider.com/"">Website</a>","<a href=""https://www.facebook.com/rileyscidery/"">Facebook</a>","<a href=""https://www.instagram.com/rileyscidery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9203737158800520029"">Google</a>",,,"<a href=""https://untappd.com/RileysCidery"">Untappd</a>"
102,2021,Modern Cider - Dry,Kniveton Cider Company,Kniveton Cider Company,Scorchio!,England,🥈 Silver,"Ashbourne, England",2387,0,1,0,1,2021,2021,1,Active,"<a href=""http://www.knivetoncider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/KnivetonCider/"">Facebook</a>","<a href=""https://www.instagram.com/knivetoncider"">Instagram</a>",,,,"<a href=""https://untappd.com/KnivetonCider"">Untappd</a>"
103,2021,Modern Cider - Dry,Shanghai Witchcraft Brewing Co,Witchcraft,Newtonian Fluid Apple Cider,China,🥉 Bronze,"Shanghai, China",3499,0,0,1,1,2021,2021,1,Active,,,,,,,"<a href=""https://untappd.com/w/witchcraft/384669"">Untappd</a>"
104,2021,Modern Cider - Medium,Bauman's Cider Company,Bauman's Cider,McIntosh Single Varietal,United States,🥇 Gold,"Gervais, Oregon, USA",118,3,3,0,6,2021,2024,2,Active,"<a href=""https://baumanscider.com/"">Website</a>","<a href=""https://www.facebook.com/Baumanscider/"">Facebook</a>","<a href=""https://www.instagram.com/baumanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10038644588886302965"">Google</a>","<a href=""https://www.yelp.com/biz/baumans-farm-and-garden-gervais"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g51881-d6848567"">TripAdvisor</a>","<a href=""https://untappd.com/w/baumans-cider-company/253872"">Untappd</a>"
